id	group	groupServer	isIfGroup	groupLv	priority	firstType	secondType	name	des	missionId	point	rewardShow	dropId	index	
2070115	20701	20919	1	10	2070115	2	207	正义角逐·拾	通关正义角逐第150关	2070115	10	22070110	22070110	208
2070116	20701	20920	1	10	2070116	2	207	正义角逐·拾	通关正义角逐第160关	2070116	10	22070110	22070110	208
2070117	20701	20921	1	10	2070117	2	207	正义角逐·拾	通关正义角逐第170关	2070117	10	22070110	22070110	208
2070118	20701	20922	1	10	2070118	2	207	正义角逐·拾	通关正义角逐第180关	2070118	10	22070110	22070110	208
2070119	20701	20923	1	10	2070119	2	207	正义角逐·拾	通关正义角逐第190关	2070119	10	22070110	22070110	208
2070120	20701	20924	1	10	2070120	2	207	正义角逐·拾	通关正义角逐第200关	2070120	10	22070110	22070110	208
2080101	20801	20801	0	1	2080101	2	208	梦境全通关	通关强者之梦所有关卡	2080101	10	22080101	22080101	209
2080201	20802	20802	0	1	2080201	2	208	强者之梦浅层梦境·壹	浅层梦境挑战过3次	2080201	10	22080201	22080201	210
2080202	20802	20802	0	2	2080202	2	208	强者之梦浅层梦境·贰	浅层梦境挑战过25次	2080202	10	22080202	22080202	211
2080203	20802	20802	0	3	2080203	2	208	强者之梦浅层梦境·叁	浅层梦境挑战过50次	2080203	10	22080203	22080203	212
2080301	20803	20803	0	1	2080301	2	208	强者之梦中层梦境·壹	中层梦境挑战过3次	2080301	10	22080301	22080301	213
2080302	20803	20803	0	2	2080302	2	208	强者之梦中层梦境·贰	中层梦境挑战过25次	2080302	10	22080302	22080302	214
2080303	20803	20803	0	3	2080303	2	208	强者之梦中层梦境·叁	中层梦境挑战过50次	2080303	10	22080303	22080303	215
2080401	20804	20804	0	1	2080401	2	208	强者之梦深层梦境·壹	深层梦境挑战过3次	2080401	10	22080401	22080401	216
2080402	20804	20804	0	2	2080402	2	208	强者之梦深层梦境·贰	深层梦境挑战过25次	2080402	10	22080402	22080402	217
2080403	20804	20804	0	3	2080403	2	208	强者之梦深层梦境·叁	深层梦境挑战过50次	2080403	10	22080403	22080403	218
2080501	20805	20805	0	1	2080501	2	208	强者之梦暴走梦境·壹	暴走梦境挑战过3次	2080501	10	22080501	22080501	219
2080502	20805	20805	0	2	2080502	2	208	强者之梦暴走梦境·贰	暴走梦境挑战过25次	2080502	10	22080502	22080502	220
2080503	20805	20805	0	3	2080503	2	208	强者之梦暴走梦境·叁	暴走梦境挑战过50次	2080503	10	22080503	22080503	221
2090101	20901	21138	1	1	2090101	2	209	基础演练	完成全部基础演练	2090101	10	22090101	22090101	222
2090201	20902	21140	1	1	2090201	2	209	进阶教学	完成全部进阶教学	2090201	10	22090201	22090201	223
2090301	20903	21142	1	1	2090301	2	209	杰诺斯·武装教学	完成全部杰诺斯·武装教学	2090301	10	22090301	22090301	224
2090401	20904	21005	1	1	2090401	2	209	战栗的龙卷教学	完成全部战栗的龙卷教学	2090401	10	22090401	22090401	225
2090501	20905	21007	1	1	2090501	2	209	银色獠牙教学	完成全部银色獠牙教学	2090501	10	22090501	22090501	226
2090601	20906	21148	1	1	2090601	2	209	KING教学	完成全部KING教学	2090601	10	22090601	22090601	227
2090701	20907	21150	1	1	2090701	2	209	原子武士教学	完成全部原子武士教学	2090701	10	22090701	22090701	228
2090801	20908	21152	1	1	2090801	2	209	金属骑士教学	完成全部金属骑士教学	2090801	10	22090801	22090801	229
2090901	20909	21154	1	1	2090901	2	209	金属球棒教学	完成全部金属球棒教学	2090901	10	22090901	22090901	230
2091001	20910	21156	1	1	2091001	2	209	性感囚犯教学	完成全部性感囚犯教学	2091001	10	22091001	22091001	231
2091101	20911	21158	1	1	2091101	2	209	甜心假面教学	完成全部甜心假面教学	2091101	10	22091101	22091101	232
2091201	20912	21160	1	1	2091201	2	209	音速索尼克教学	完成全部音速索尼克教学	2091201	10	22091201	22091201	233
2100101	21001	21001	0	1	2100101	2	210	治安委派·壹	累计领取1440分钟挂机收益	2100101	10	22100101	22100101	235
2100102	21001	21001	0	2	2100102	2	210	治安委派·贰	累计领取4320分钟挂机收益	2100102	10	22100102	22100102	236
2100103	21001	21001	0	3	2100103	2	210	治安委派·叁	累计领取8640分钟挂机收益	2100103	10	22100103	22100103	237
2100104	21001	21001	0	4	2100104	2	210	治安委派·肆	累计领取17280分钟挂机收益	2100104	10	22100104	22100104	238
2100201	21002	21002	0	1	2100201	2	210	巡逻任务·壹	累计领取1440分钟巡逻任务收益	2100201	10	22100201	22100201	239
2100202	21002	21002	0	2	2100202	2	210	巡逻任务·贰	累计领取4320分钟巡逻任务收益	2100202	10	22100202	22100202	240
2100203	21002	21002	0	3	2100203	2	210	巡逻任务·叁	累计领取8640分钟巡逻任务收益	2100203	10	22100203	22100203	241
2100204	21002	21002	0	4	2100204	2	210	巡逻任务·肆	累计领取17280分钟巡逻任务收益	2100204	10	22100204	22100204	242
2100301	21003	21003	0	1	2100301	2	210	治安任务·壹	累计领取1440分钟治安任务收益	2100301	10	22100301	22100301	243
2100302	21003	21003	0	2	2100302	2	210	治安任务·贰	累计领取4320分钟治安任务收益	2100302	10	22100302	22100302	244
2100303	21003	21003	0	3	2100303	2	210	治安任务·叁	累计领取8640分钟治安任务收益	2100303	10	22100303	22100303	245
2100304	21003	21003	0	4	2100304	2	210	治安任务·肆	累计领取17280分钟治安任务收益	2100304	10	22100304	22100304	246
2100401	21004	21004	0	1	2100401	2	210	研习任务·壹	累计领取1440分钟研习任务收益	2100401	10	22100401	22100401	247
2100402	21004	21004	0	2	2100402	2	210	研习任务·贰	累计领取4320分钟研习任务收益	2100402	10	22100402	22100402	248
2100403	21004	21004	0	3	2100403	2	210	研习任务·叁	累计领取8640分钟研习任务收益	2100403	10	22100403	22100403	249
2100404	21004	21004	0	4	2100404	2	210	研习任务·肆	累计领取17280分钟研习任务收益	2100404	10	22100404	22100404	250
2110101	21101	21101	0	1	2110101	2	211	无人区探索·壹	无人区探索任意区域完成10次	2110101	10	22110101	22110101	251
2110102	21101	21101	0	2	2110102	2	211	无人区探索·贰	无人区探索任意区域完成20次	2110102	10	22110102	22110102	252
2110103	21101	21101	0	3	2110103	2	211	无人区探索·叁	无人区探索任意区域完成50次	2110103	10	22110103	22110103	253
2110201	21102	21102	0	1	2110201	2	211	区域A探索·壹	无人区探索A完成1次	2110201	10	22110201	22110201	254
2110202	21102	21102	0	2	2110202	2	211	区域A探索·贰	无人区探索A完成5次	2110202	10	22110202	22110202	255
2110203	21102	21102	0	3	2110203	2	211	区域A探索·叁	无人区探索A完成10次	2110203	10	22110203	22110203	256
2110301	21103	21103	0	1	2110301	2	211	区域B探索·壹	无人区探索B完成1次	2110301	10	22110301	22110301	257
2110302	21103	21103	0	2	2110302	2	211	区域B探索·贰	无人区探索B完成5次	2110302	10	22110302	22110302	258
2110303	21103	21103	0	3	2110303	2	211	区域B探索·叁	无人区探索B完成10次	2110303	10	22110303	22110303	259
2110401	21104	21104	0	1	2110401	2	211	区域C探索·壹	无人区探索C完成1次	2110401	10	22110401	22110401	260
2110402	21104	21104	0	2	2110402	2	211	区域C探索·贰	无人区探索C完成5次	2110402	10	22110402	22110402	261
2110403	21104	21104	0	3	2110403	2	211	区域C探索·叁	无人区探索C完成10次	2110403	10	22110403	22110403	262
2110501	21105	21105	0	1	2110501	2	211	区域D探索·壹	无人区探索D完成1次	2110501	10	22110501	22110501	263
2110502	21105	21105	0	2	2110502	2	211	区域D探索·贰	无人区探索D完成5次	2110502	10	22110502	22110502	264
2110503	21105	21105	0	3	2110503	2	211	区域D探索·叁	无人区探索D完成10次	2110503	10	22110503	22110503	265
2120101	21201	21201	0	1	2120101	2	212	突发事件·壹	突发事件通过3次	2120101	10	22120101	22120101	266
2120102	21201	21201	0	2	2120102	2	212	突发事件·贰	突发事件通过5次	2120102	10	22120102	22120102	267
2120103	21201	21201	0	3	2120103	2	212	突发事件·叁	突发事件通过10次	2120103	10	22120103	22120103	268
2120104	21201	21201	0	4	2120104	2	212	突发事件·肆	突发事件通过20次	2120104	10	22120104	22120104	269
2120105	21201	21201	0	5	2120105	2	212	突发事件·伍	突发事件通过50次	2120105	10	22120105	22120105	270
2120106	21201	21201	0	6	2120106	2	212	突发事件·陆	突发事件通过100次	2120106	10	22120106	22120106	271
3010101	30101	30101	0	1	3010101	3	301	小游戏挑战·壹	玩过任意小游戏3次	3010101	10	23010101	23010101	272
3010102	30101	30101	0	2	3010102	3	301	小游戏挑战·贰	玩过任意小游戏5次	3010102	10	23010102	23010102	273
3010103	30101	30101	0	3	3010103	3	301	小游戏挑战·叁	玩过任意小游戏10次	3010103	10	23010103	23010103	274
3010104	30101	30101	0	4	3010104	3	301	小游戏挑战·肆	玩过任意小游戏30次	3010104	10	23010104	23010104	275
3010105	30101	30101	0	5	3010105	3	301	小游戏挑战·伍	玩过任意小游戏50次	3010105	10	23010105	23010105	276
3010106	30101	30101	0	6	3010106	3	301	小游戏挑战·陆	玩过任意小游戏100次	3010106	10	23010106	23010106	277
3010107	30101	30101	0	7	3010107	3	301	小游戏挑战·柒	玩过任意小游戏500次	3010107	10	23010107	23010107	278
3020201	30202	30202	0	1	3020201	3	302	料理大师·壹	做过50份料理	3020201	10	23020201	23020201	282
3020202	30202	30202	0	2	3020202	3	302	料理大师·贰	做过100份料理	3020202	10	23020202	23020202	283
3020203	30202	30202	0	3	3020203	3	302	料理大师·叁	做过200份料理	3020203	10	23020203	23020203	284
3020204	30202	30202	0	4	3020204	3	302	料理大师·肆	做过300份料理	3020204	10	23020204	23020204	285
3020205	30202	30202	0	5	3020205	3	302	料理大师·伍	做过500份料理	3020205	10	23020205	23020205	286
3020301	30203	30203	0	1	3020301	3	302	美食家	做出过所有料理	3020301	10	23020301	23020301	287
3030101	30301	30301	0	1	3030101	3	303	埼玉之友·贰	埼玉好感度达到3级	3030101	10	23030101	23030101	288
3030102	30301	30301	0	2	3030102	3	303	埼玉之友·叁	埼玉好感度达到5级	3030102	10	23030102	23030102	289
3030103	30301	30301	0	3	3030103	3	303	埼玉之友·肆	埼玉好感度达到10级	3030103	10	23030103	23030103	290
3030201	30302	30302	0	1	3030201	3	303	训练大师·壹	每日埼玉训练全完成3天	3030201	10	23030201	23030201	291
3030202	30302	30302	0	2	3030202	3	303	训练大师·贰	每日埼玉训练全完成5天	3030202	10	23030202	23030202	292
3030203	30302	30302	0	3	3030203	3	303	训练大师·叁	每日埼玉训练全完成10天	3030203	10	23030203	23030203	293
3030204	30302	30302	0	4	3030204	3	303	训练大师·肆	每日埼玉训练全完成20天	3030204	10	23030204	23030204	294
3030205	30302	30302	0	5	3030205	3	303	训练大师·伍	每日埼玉训练全完成30天	3030205	10	23030205	23030205	295
3030206	30302	30302	0	6	3030206	3	303	训练大师·陆	每日埼玉训练全完成40天	3030206	10	23030206	23030206	296
3030301	30303	30303	0	1	3030301	3	303	每日拜访·壹	埼玉家每日奖励领取3天	3030301	10	23030301	23030301	297
3030302	30303	30303	0	2	3030302	3	303	每日拜访·贰	埼玉家每日奖励领取5天	3030302	10	23030302	23030302	298
3030303	30303	30303	0	3	3030303	3	303	每日拜访·叁	埼玉家每日奖励领取10天	3030303	10	23030303	23030303	299
3030304	30303	30303	0	4	3030304	3	303	每日拜访·肆	埼玉家每日奖励领取20天	3030304	10	23030304	23030304	300
3030305	30303	30303	0	5	3030305	3	303	每日拜访·伍	埼玉家每日奖励领取30天	3030305	10	23030305	23030305	301
3030306	30303	30303	0	6	3030306	3	303	每日拜访·陆	埼玉家每日奖励领取40天	3030306	10	23030306	23030306	302
3030401	30304	30304	0	1	3030401	3	303	埼玉客人·壹	任意客人来访过20次	3030401	10	23030401	23030401	303
3030402	30304	30304	0	2	3030402	3	303	埼玉客人·贰	任意客人来访过30次	3030402	10	23030402	23030402	304
3030403	30304	30304	0	3	3030403	3	303	埼玉客人·叁	任意客人来访过50次	3030403	10	23030403	23030403	305
3030404	30304	30304	0	4	3030404	3	303	埼玉客人·肆	任意客人来访过100次	3030404	10	23030404	23030404	306
3030405	30304	30304	0	5	3030405	3	303	埼玉客人·伍	任意客人来访过200次	3030405	10	23030405	23030405	307
4010101	40101	40101	0	1	4010101	4	401	情报交流·壹	情报交流申请过1次	4010101	10	24010101	24010101	308
4010102	40101	40101	0	2	4010102	4	401	情报交流·贰	情报交流申请过5次	4010102	10	24010102	24010102	309
4010103	40101	40101	0	3	4010103	4	401	情报交流·叁	情报交流申请过10次	4010103	10	24010103	24010103	310
4010104	40101	40101	0	4	4010104	4	401	情报交流·肆	情报交流申请过30次	4010104	10	24010104	24010104	311
4010105	40101	40101	0	5	4010105	4	401	情报交流·伍	情报交流申请过50次	4010105	10	24010105	24010105	312
4010106	40101	40101	0	6	4010106	4	401	情报交流·陆	情报交流申请过100次	4010106	10	24010106	24010106	313
4010201	40102	40102	0	1	4010201	4	401	慷慨大方·壹	情报交流时给与其他玩家情报过10次	4010201	10	24010201	24010201	314
4010202	40102	40102	0	2	4010202	4	401	慷慨大方·贰	情报交流时给与其他玩家情报过20次	4010202	10	24010202	24010202	315
4010203	40102	40102	0	3	4010203	4	401	慷慨大方·叁	情报交流时给与其他玩家情报过50次	4010203	10	24010203	24010203	316
4010204	40102	40102	0	4	4010204	4	401	慷慨大方·肆	情报交流时给与其他玩家情报过100次	4010204	10	24010204	24010204	317
4010205	40102	40102	0	5	4010205	4	401	慷慨大方·伍	情报交流时给与其他玩家情报过200次	4010205	10	24010205	24010205	318
4010206	40102	40102	0	6	4010206	4	401	慷慨大方·陆	情报交流时给与其他玩家情报过300次	4010206	10	24010206	24010206	319
4020101	40201	40201	0	1	4020101	4	402	社团捐献·壹	社团捐献过1次	4020101	10	24020101	24020101	320
4020102	40201	40201	0	2	4020102	4	402	社团捐献·贰	社团捐献过5次	4020102	10	24020102	24020102	321
4020103	40201	40201	0	3	4020103	4	402	社团捐献·叁	社团捐献过10次	4020103	10	24020103	24020103	322
4020104	40201	40201	0	4	4020104	4	402	社团捐献·肆	社团捐献过20次	4020104	10	24020104	24020104	323
4020105	40201	40201	0	5	4020105	4	402	社团捐献·伍	社团捐献过30次	4020105	10	24020105	24020105	324
4020106	40201	40201	0	6	4020106	4	402	社团捐献·陆	社团捐献过50次	4020106	10	24020106	24020106	325
4020107	40201	40201	0	7	4020107	4	402	社团捐献·柒	社团捐献过100次	4020107	10	24020107	24020107	326
4030101	40301	40301	0	1	4030101	4	403	社团任务·壹	社团任务完成过10次	4030101	10	24030101	24030101	327
4030102	40301	40301	0	2	4030102	4	403	社团任务·贰	社团任务完成过50次	4030102	10	24030102	24030102	328
4030103	40301	40301	0	3	4030103	4	403	社团任务·叁	社团任务完成过100次	4030103	10	24030103	24030103	329
4030104	40301	40301	0	4	4030104	4	403	社团任务·肆	社团任务完成过300次	4030104	10	24030104	24030104	330
4030105	40301	40301	0	5	4030105	4	403	社团任务·伍	社团任务完成过500次	4030105	10	24030105	24030105	331
4030201	40302	40302	0	1	4030201	4	403	协作任务·壹	社团协作任务完成过10次	4030201	10	24030201	24030201	332
4030202	40302	40302	0	2	4030202	4	403	协作任务·贰	社团协作任务完成过50次	4030202	10	24030202	24030202	333
4030203	40302	40302	0	3	4030203	4	403	协作任务·叁	社团协作任务完成过100次	4030203	10	24030203	24030203	334
4030204	40302	40302	0	4	4030204	4	403	协作任务·肆	社团协作任务完成过300次	4030204	10	24030204	24030204	335
4030205	40302	40302	0	5	4030205	4	403	协作任务·伍	社团协作任务完成过500次	4030205	10	24030205	24030205	336
4040101	40401	40401	0	1	4040101	4	404	社团挑战·壹	参加过1次社团挑战	4040101	10	24040101	24040101	337
4040102	40401	40401	0	2	4040102	4	404	社团挑战·贰	参加过15次社团挑战	4040102	10	24040102	24040102	338
4040103	40401	40401	0	3	4040103	4	404	社团挑战·叁	参加过30次社团挑战	4040103	10	24040103	24040103	339
4040104	40401	40401	0	4	4040104	4	404	社团挑战·肆	参加过50次社团挑战	4040104	10	24040104	24040104	340
4040105	40401	40401	0	5	4040105	4	404	社团挑战·伍	参加过100次社团挑战	4040105	10	24040105	24040105	341
4060201	40602	40602	0	1	4060201	4	406	社团声望·壹	累计消耗了1万点社团声望	4060201	10	24060201	24060201	342
4060202	40602	40602	0	2	4060202	4	406	社团声望·贰	累计消耗了5万点社团声望	4060202	10	24060202	24060202	343
4060203	40602	40602	0	3	4060203	4	406	社团声望·叁	累计消耗了10万点社团声望	4060203	10	24060203	24060203	344
4060204	40602	40602	0	4	4060204	4	406	社团声望·肆	累计消耗了30万点社团声望	4060204	10	24060204	24060204	345
4060205	40602	40602	0	5	4060205	4	406	社团声望·伍	累计消耗了50万点社团声望	4060205	10	24060205	24060205	346
4060301	40603	40603	0	1	4060301	4	406	社团新人	成功加入1个社团	4060301	10	24060301	24060301	347
4070101	40701	40701	0	1	4070101	4	407	好友·壹	拥有1个好友	4070101	10	24070101	24070101	348
4070102	40701	40701	0	2	4070102	4	407	好友·贰	拥有10个好友	4070102	10	24070102	24070102	349
4070103	40701	40701	0	3	4070103	4	407	好友·叁	拥有50个好友	4070103	10	24070103	24070103	350
5010101	50101	50473	1	1	5010101	5	501	武道大会·壹	武道大会达到了黄金	5010101	10	25010101	25010101	357
5010102	50101	50474	1	2	5010102	5	501	武道大会·贰	武道大会达到了铂金	5010102	10	25010102	25010102	358
5010103	50101	50475	1	3	5010103	5	501	武道大会·叁	武道大会达到了王者	5010103	10	25010103	25010103	359
5010201	50102	50102	0	1	5010201	5	501	痴迷战斗·壹	武道大会参与了20次	5010201	10	25010201	25010201	360
5010202	50102	50102	0	2	5010202	5	501	痴迷战斗·贰	武道大会参与了50次	5010202	10	25010202	25010202	361
5010203	50102	50102	0	3	5010203	5	501	痴迷战斗·叁	武道大会参与了100次	5010203	10	25010203	25010203	362
5010204	50102	50102	0	4	5010204	5	501	痴迷战斗·肆	武道大会参与了500次	5010204	10	25010204	25010204	363
5010301	50103	50103	0	1	5010301	5	501	武术大师·壹	武道大会达成过3连胜	5010301	10	25010301	25010301	364
5010302	50103	50103	0	2	5010302	5	501	武术大师·贰	武道大会达成过5连胜	5010302	10	25010302	25010302	365
5010303	50103	50103	0	3	5010303	5	501	武术大师·叁	武道大会达成过10连胜	5010303	10	25010303	25010303	366
5020101	50201	50201	0	1	5020101	5	502	道馆演武·壹	道馆演武进行50次	5020101	10	25020101	25020101	367
5020102	50201	50201	0	2	5020102	5	502	道馆演武·贰	道馆演武进行100次	5020102	10	25020102	25020102	368
5020103	50201	50201	0	3	5020103	5	502	道馆演武·叁	道馆演武进行300次	5020103	10	25020103	25020103	369
5020104	50201	50201	0	4	5020104	5	502	道馆演武·肆	道馆演武进行500次	5020104	10	25020104	25020104	370
5020105	50201	50201	0	5	5020105	5	502	道馆演武·伍	道馆演武进行1000次	5020105	10	25020105	25020105	371
5020106	50201	50201	0	6	5020106	5	502	道馆演武·陆	道馆演武进行2000次	5020106	10	25020106	25020106	372
5020107	50201	50201	0	7	5020107	5	502	道馆演武·柒	道馆演武进行3000次	5020107	10	25020107	25020107	373
5020201	50202	50202	0	1	5020201	5	502	道馆演武任务·壹	道馆演武任务完成50次	5020201	10	25020201	25020201	374
5020202	50202	50202	0	2	5020202	5	502	道馆演武任务·贰	道馆演武任务完成100次	5020202	10	25020202	25020202	375
5020203	50202	50202	0	3	5020203	5	502	道馆演武任务·叁	道馆演武任务完成300次	5020203	10	25020203	25020203	376
5020204	50202	50202	0	4	5020204	5	502	道馆演武任务·肆	道馆演武任务完成500次	5020204	10	25020204	25020204	377
5020205	50202	50202	0	5	5020205	5	502	道馆演武任务·伍	道馆演武任务完成1000次	5020205	10	25020205	25020205	378
5020206	50202	50202	0	6	5020206	5	502	道馆演武任务·陆	道馆演武任务完成2000次	5020206	10	25020206	25020206	379
6010101	60101	60101	0	1	6010101	6	601	角色召集·壹	拥有10个角色	6010101	10	26010101	26010101	380
6010102	60101	60101	0	2	6010102	6	601	角色召集·贰	拥有20个角色	6010102	10	26010102	26010102	381
6010103	60101	60101	0	3	6010103	6	601	角色召集·叁	拥有30个角色	6010103	10	26010103	26010103	382
6010104	60101	60101	0	4	6010104	6	601	角色召集·肆	拥有40个角色	6010104	10	26010104	26010104	383
6010105	60101	60101	0	5	6010105	6	601	角色召集·伍	拥有50个角色	6010105	10	26010105	26010105	384
6010201	60102	60102	0	1	6010201	6	601	SSR召集·壹	拥有1个SSR角色	6010201	10	26010201	26010201	385
6010202	60102	60102	0	2	6010202	6	601	SSR召集·贰	拥有5个SSR角色	6010202	10	26010202	26010202	386
6010203	60102	60102	0	3	6010203	6	601	SSR召集·叁	拥有10个SSR角色	6010203	10	26010203	26010203	387
6010301	60103	60103	0	1	6010301	6	601	SR召集·壹	拥有1个SR角色	6010301	10	26010301	26010301	388
6010302	60103	60103	0	2	6010302	6	601	SR召集·贰	拥有5个SR级角色	6010302	10	26010302	26010302	389
6010303	60103	60103	0	3	6010303	6	601	SR召集·叁	拥有10个SR级角色	6010303	10	26010303	26010303	390
6010401	60104	60104	0	1	6010401	6	601	特别招募·壹	特别招募过10次	6010401	10	26010401	26010401	391
6010402	60104	60104	0	2	6010402	6	601	特别招募·贰	特别招募过100次	6010402	10	26010402	26010402	392
6010403	60104	60104	0	3	6010403	6	601	特别招募·叁	特别招募过300次	6010403	10	26010403	26010403	393
6020101	60201	60201	0	1	6020101	6	602	高级源核·壹	获得1个橙色源核	6020101	10	26020101	26020101	394
6020102	60201	60201	0	2	6020102	6	602	高级源核·贰	获得5个橙色源核	6020102	10	26020102	26020102	395
6020103	60201	60201	0	3	6020103	6	602	高级源核·叁	获得30个橙色源核	6020103	10	26020103	26020103	396
6020104	60201	60201	0	4	6020104	6	602	高级源核·肆	获得50个橙色源核	6020104	10	26020104	26020104	397
6020105	60201	60201	0	5	6020105	6	602	高级源核·伍	获得100个橙色源核	6020105	10	26020105	26020105	398
6020301	60203	60203	0	1	6020301	6	602	源核收集·壹	拥有1个15级源核	6020301	10	26020301	26020301	399
6020302	60203	60203	0	2	6020302	6	602	源核收集·贰	拥有10个15级源核	6020302	10	26020302	26020302	400
6020303	60203	60203	0	3	6020303	6	602	源核收集·叁	拥有100个15级源核	6020303	10	26020303	26020303	401
6040101	60401	60401	0	1	6040101	6	604	收集大师·肆	拥有所有种类源核	6040101	10	26040101	26040101	402
6020401	60204	60204	0	1	6020401	6	602	源核升级·壹	升级过10次源核	6020401	10	26020401	26020401	403
6020402	60204	60204	0	2	6020402	6	602	源核升级·贰	升级过100次源核	6020402	10	26020402	26020402	404
6020403	60204	60204	0	3	6020403	6	602	源核升级·叁	升级过500次源核	6020403	10	26020403	26020403	405
6030101	60301	60301	0	1	6030101	6	603	协同指导激活	协同指导激活过1次	6030101	10	26030101	26030101	406
6030201	60302	60302	0	1	6030201	6	603	协同指导·壹	协同指导解锁了1个位置	6030201	10	26030201	26030201	407
6030202	60302	60302	0	2	6030202	6	603	协同指导·贰	协同指导解锁了3个位置	6030202	10	26030202	26030202	408
6030203	60302	60302	0	3	6030203	6	603	协同指导·叁	协同指导解锁了5个位置	6030203	10	26030203	26030203	409
6030204	60302	60302	0	4	6030204	6	603	协同指导·肆	协同指导解锁了7个位置	6030204	10	26030204	26030204	410
7010201	70102	70529	1	1	7010201	7	701	姐妹同心	拥有战栗的龙卷和地狱的吹雪	7010201	10	27010201	27010201	412
7010401	70104	70533	1	1	7010401	7	701	背心兄弟	拥有背心猛虎和背心黑洞	7010401	10	27010401	27010401	414
7010501	70105	70535	1	1	7010501	7	701	街头潮流	拥有金属球棒、闪电麦克斯、嗡嗡侠、大背头男	7010501	10	27010501	27010501	415
7010601	70106	70537	1	1	7010601	7	701	强壮豪杰	拥有性感囚犯、重型金刚、钉锤头	7010601	10	27010601	27010601	416
7020101	70201	70634	1	1	7020101	7	702	流派！流水岩碎拳	队伍中有银色獠牙和茶岚子，并获得武道大会胜利1次	7020101	10	27020101	27020101	418
7020201	70202	70636	1	1	7020201	7	702	剑道极意	队伍中有原子武士和居合庵，并获得武道大会胜利1次	7020201	10	27020201	27020201	419
7020501	70205	70642	1	1	7020501	7	702	吹雪组的胜利	队伍中有吹雪组全员，并获得武道大会胜利1次	7020501	10	27020501	27020501	422
7030101	70301	70301	0	1	7030101	7	703	非洲人·壹	连续30次招募，没有得到SSR角色	7030101	10	27030101	27030101	423
7030102	70301	70301	0	2	7030102	7	703	非洲人·贰	连续35次招募，没有得到SSR角色	7030102	10	27030102	27030102	424
7030103	70301	70301	0	3	7030103	7	703	非洲人·叁	连续40次招募，没有得到SSR角色	7030103	10	27030103	27030103	425
7030104	70301	70301	0	4	7030104	7	703	非洲人·肆	连续50次招募，没有得到SSR角色	7030104	10	27030104	27030104	426
