id	stageType	floor	cost	advance	sceneId	dropSelection	dropList	upIcon	dropGroup	name	lockTips	preStage	nextStage	needLv	bossHead	model	action	word	decorate1	decorate2	decorate3	bossId	scaling	offset	offsetX	offsetAngle	showType	selectionDis	trigger	spineModelResId	spineScale	spinePosOffset	spineAnimation	dropExpect	recommendLv	recommendtype	recommendhero	battleTipText	selectionType	rankType	activityControlId	webDes	dropExpectAdd	recommendHero1	recommendHero2	iconType	noticeIcon	firstDropExpect	decorate2Background	
102	201	2	12	0	502002	0	30023	1,1,1,1|1,1,1|1,1,1|1,1,1	30023	第二层	指挥等级1级解锁	101	103	1	0	1002811	idle_loop	 	340441009	9	340442009	1003711	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	202,0	0	1	0	 	0	35	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第2层	 	6	2	2	1	0	340442201
103	201	3	12	0	502003	0	30033	1,1,1,1|1,1,1|1,1,1|1,1,1	30033	第三层	指挥等级1级解锁	102	104	1	0	1002912	idle_loop	 	340441009	9	340442009	1003311	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	203,10	0	1	0	 	0	36	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第3层	 	6	2	0	0	0	340442201
104	201	4	12	0	502004	0	30043	1,1,1,1|1,1,1|1,1,1|1,1,1	30043	第四层	指挥等级1级解锁	103	105	1	0	1002912	idle_loop	 	340441009	9	340442009	1003311	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	204,10	0	1	0	 	0	40	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第4层	 	6	2	0	0	0	340442201
105	201	5	12	0	502005	0	30053	1,1,1,1|1,1,1|1,1,1|1,1,1	30053	第五层	指挥等级1级解锁	104	106	1	0	1002811	idle_loop	 	340441009	9	340442009	1000411	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	205,10	0	1	0	 	0	41	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第5层	 	6	2	2	2	0	340442201
106	201	6	12	0	502006	0	30063	1,1,1,1|1,1,1|1,1,1|1,1,1	30063	第六层	指挥等级1级解锁	105	107	1	0	1002811	idle_loop	 	340441009	9	340442009	1000411	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	206,10	0	1	0	 	0	45	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第6层	 	6	2	0	0	0	340442201
107	201	7	12	0	502007	0	30073	1,1,1,1|1,1,1|1,1,1|1,1,1	30073	第七层	指挥等级1级解锁	106	108	1	0	1002912	idle_loop	 	340441009	9	340442009	1001211	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	207,10	0	1	0	 	0	46	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第7层	 	6	2	0	0	0	340442201
108	201	8	12	0	502008	0	30083	1,1,1,1|1,1,1|1,1,1|1,1,1	30083	第八层	指挥等级1级解锁	107	109	1	0	1002912	idle_loop	 	340441009	9	340442009	1001211	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	208,10	0	1	0	 	0	53	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第8层	 	6	2	0	0	0	340442201
109	201	9	12	0	502009	0	30093	1,1,1,1|1,1,1|1,1,1|1,1,1	30093	第九层	指挥等级1级解锁	108	110	1	0	1002811	idle_loop	 	340441009	9	340442009	1001111	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	209,10	0	1	0	 	0	56	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第9层	 	6	2	2	3	0	340442201
110	201	10	12	0	502010	0	30103	1,1,1,1|1,1,1|1,1,1|1,1,1	30103	第十层	指挥等级1级解锁	109	111	1	0	1002811	idle_loop	 	340441009	9	340442009	1001111	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	210,10	0	1	0	 	0	58	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第10层	 	6	2	0	0	0	340442201
111	201	11	12	0	502011	0	30113	1,1,1,1|1,1,1|1,1,1|1,1,1	30113	第十一层	指挥等级1级解锁	110	112	1	0	1002912	idle_loop	 	340441009	9	340442009	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	211,10	0	1	0	 	0	60	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第11层	 	6	2	0	0	0	340442201
112	201	12	12	0	502012	0	30123	1,1,1,1|1,1,1|1,1,1|1,1,1	30123	第十二层	指挥等级1级解锁	111	113	1	0	1002912	idle_loop	 	340441009	9	340442009	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	212,10	0	1	0	 	0	63	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第12层	 	6	2	0	0	0	340442201
113	201	13	12	0	502013	0	30133	1,1,1,1|1,1,1|1,1,1|1,1,1	30133	第十三层	指挥等级1级解锁	112	114	1	0	1002811	idle_loop	 	340441009	9	340442009	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	213,10	0	1	0	 	0	65	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第13层	 	6	2	0	0	0	340442201
114	201	14	12	0	502014	0	30143	1,1,1,1|1,1,1|1,1,1|1,1,1	30143	第十四层	指挥等级1级解锁	113	115	1	0	1002811	idle_loop	 	340441009	9	340442009	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	214,10	0	1	0	 	0	66	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第14层	 	6	2	0	0	0	340442201
115	201	15	12	0	502015	0	30153	1,1,1,1|1,1,1|1,1,1|1,1,1	30153	第十五层	指挥等级1级解锁	114	116	1	0	1002912	idle_loop	 	340441009	9	340442009	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	215,10	0	1	0	 	0	68	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第15层	 	6	2	2	4	0	340442201
116	201	16	12	0	502016	0	30163	1,1,1,1|1,1,1|1,1,1|1,1,1	30163	第十六层	指挥等级1级解锁	115	117	1	0	1002912	idle_loop	 	340441009	9	340442009	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	216,10	0	1	0	 	0	70	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第16层	 	6	2	0	0	0	340442201
117	201	17	12	0	502017	0	30173	1,1,1,1|1,1,1|1,1,1|1,1,1	30173	第十七层	指挥等级1级解锁	116	118	1	0	1002811	idle_loop	 	340441009	9	340442009	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	217,10	0	1	0	 	0	73	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第17层	 	6	2	0	0	0	340442201
118	201	18	12	0	502018	0	30183	1,1,1,1|1,1,1|1,1,1|1,1,1	30183	第十八层	指挥等级1级解锁	117	119	1	0	1002811	idle_loop	 	340441009	9	340442009	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	218,10	0	1	0	 	0	75	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第18层	 	6	2	0	0	0	340442201
119	201	19	12	0	502019	0	30193	1,1,1,1|1,1,1|1,1,1|1,1,1	30193	第十九层	指挥等级1级解锁	118	120	1	0	1002912	idle_loop	 	340441009	9	340442009	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	219,10	0	1	0	 	0	76	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第19层	 	6	2	0	0	0	340442201
120	201	20	12	0	502020	0	30203	1,1,1,1|1,1,1|1,1,1|1,1,1	30203	第二十层	指挥等级1级解锁	119	0	1	0	1002912	idle_loop	 	340441009	9	340442009	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	220,10	0	1	0	 	0	78	0	7,9,16,18,19	 	0	6	3	英雄试炼-攻击第20层	 	6	2	0	0	0	340442201
121	202	1	12	0	502101	0	30014	1,1,1,1|1,1,1|1,1,1|1,1,1	30014	第一层	指挥等级1级解锁	0	122	1	0	1002811	idle_loop	 	340441004	4	340442050	1003711	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	201,0	0	1	0	 	0	1	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第1层	 	4	8	0	0	0	340442202
122	202	2	12	0	502102	0	30024	1,1,1,1|1,1,1|1,1,1|1,1,1	30024	第二层	指挥等级1级解锁	121	123	1	0	1002811	idle_loop	 	340441004	4	340442050	1003711	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	202,0	0	1	0	 	0	35	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第2层	 	4	8	2	1	0	340442202
123	202	3	12	0	502103	0	30034	1,1,1,1|1,1,1|1,1,1|1,1,1	30034	第三层	指挥等级1级解锁	122	124	1	0	1002912	idle_loop	 	340441004	4	340442050	1003311	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	203,10	0	1	0	 	0	36	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第3层	 	4	8	0	0	0	340442202
124	202	4	12	0	502104	0	30044	1,1,1,1|1,1,1|1,1,1|1,1,1	30044	第四层	指挥等级1级解锁	123	125	1	0	1002912	idle_loop	 	340441004	4	340442050	1003311	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	204,10	0	1	0	 	0	40	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第4层	 	4	8	0	0	0	340442202
125	202	5	12	0	502105	0	30054	1,1,1,1|1,1,1|1,1,1|1,1,1	30054	第五层	指挥等级1级解锁	124	126	1	0	1002811	idle_loop	 	340441004	4	340442050	1000411	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	205,10	0	1	0	 	0	41	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第5层	 	4	8	2	2	0	340442202
126	202	6	12	0	502106	0	30064	1,1,1,1|1,1,1|1,1,1|1,1,1	30064	第六层	指挥等级1级解锁	125	127	1	0	1002811	idle_loop	 	340441004	4	340442050	1000411	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	206,10	0	1	0	 	0	45	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第6层	 	4	8	0	0	0	340442202
127	202	7	12	0	502107	0	30074	1,1,1,1|1,1,1|1,1,1|1,1,1	30074	第七层	指挥等级1级解锁	126	128	1	0	1002912	idle_loop	 	340441004	4	340442050	1001211	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	207,10	0	1	0	 	0	46	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第7层	 	4	8	0	0	0	340442202
128	202	8	12	0	502108	0	30084	1,1,1,1|1,1,1|1,1,1|1,1,1	30084	第八层	指挥等级1级解锁	127	129	1	0	1002912	idle_loop	 	340441004	4	340442050	1001211	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	208,10	0	1	0	 	0	53	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第8层	 	4	8	0	0	0	340442202
129	202	9	12	0	502109	0	30094	1,1,1,1|1,1,1|1,1,1|1,1,1	30094	第九层	指挥等级1级解锁	128	130	1	0	1002811	idle_loop	 	340441004	4	340442050	1001111	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	209,10	0	1	0	 	0	56	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第9层	 	4	8	2	3	0	340442202
130	202	10	12	0	502110	0	30104	1,1,1,1|1,1,1|1,1,1|1,1,1	30104	第十层	指挥等级1级解锁	129	131	1	0	1002811	idle_loop	 	340441004	4	340442050	1001111	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	210,10	0	1	0	 	0	58	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第10层	 	4	8	0	0	0	340442202
131	202	11	12	0	502111	0	30114	1,1,1,1|1,1,1|1,1,1|1,1,1	30114	第十一层	指挥等级1级解锁	130	132	1	0	1002912	idle_loop	 	340441004	4	340442050	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	211,10	0	1	0	 	0	60	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第11层	 	4	8	0	0	0	340442202
132	202	12	12	0	502112	0	30124	1,1,1,1|1,1,1|1,1,1|1,1,1	30124	第十二层	指挥等级1级解锁	131	133	1	0	1002912	idle_loop	 	340441004	4	340442050	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	212,10	0	1	0	 	0	63	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第12层	 	4	8	0	0	0	340442202
133	202	13	12	0	502113	0	30134	1,1,1,1|1,1,1|1,1,1|1,1,1	30134	第十三层	指挥等级1级解锁	132	134	1	0	1002811	idle_loop	 	340441004	4	340442050	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	213,10	0	1	0	 	0	65	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第13层	 	4	8	0	0	0	340442202
134	202	14	12	0	502114	0	30144	1,1,1,1|1,1,1|1,1,1|1,1,1	30144	第十四层	指挥等级1级解锁	133	135	1	0	1002811	idle_loop	 	340441004	4	340442050	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	214,10	0	1	0	 	0	66	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第14层	 	4	8	0	0	0	340442202
135	202	15	12	0	502115	0	30154	1,1,1,1|1,1,1|1,1,1|1,1,1	30154	第十五层	指挥等级1级解锁	134	136	1	0	1002912	idle_loop	 	340441004	4	340442050	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	215,10	0	1	0	 	0	68	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第15层	 	4	8	2	4	0	340442202
136	202	16	12	0	502116	0	30164	1,1,1,1|1,1,1|1,1,1|1,1,1	30164	第十六层	指挥等级1级解锁	135	137	1	0	1002912	idle_loop	 	340441004	4	340442004	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	216,10	0	1	0	 	0	70	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第16层	 	4	8	0	0	0	340442202
137	202	17	12	0	502117	0	30174	1,1,1,1|1,1,1|1,1,1|1,1,1	30174	第十七层	指挥等级1级解锁	136	138	1	0	1002811	idle_loop	 	340441004	4	340442004	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	217,10	0	1	0	 	0	73	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第17层	 	4	8	0	0	0	340442202
138	202	18	12	0	502118	0	30184	1,1,1,1|1,1,1|1,1,1|1,1,1	30184	第十八层	指挥等级1级解锁	137	139	1	0	1002811	idle_loop	 	340441004	4	340442004	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	218,10	0	1	0	 	0	75	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第18层	 	4	8	0	0	0	340442202
139	202	19	12	0	502119	0	30194	1,1,1,1|1,1,1|1,1,1|1,1,1	30194	第十九层	指挥等级1级解锁	138	140	1	0	1002912	idle_loop	 	340441004	4	340442004	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	219,10	0	1	0	 	0	76	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第19层	 	4	8	0	0	0	340442202
140	202	20	12	0	502120	0	30204	1,1,1,1|1,1,1|1,1,1|1,1,1	30204	第二十层	指挥等级1级解锁	139	0	1	0	1002912	idle_loop	 	340441004	4	340442004	1000811	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	220,10	0	1	0	 	0	78	0	7,9,16,18,19	 	0	10	3	英雄试炼-防御第20层	 	4	8	0	0	0	340442202
141	203	1	12	0	502201	0	30012	1,1,1,1|1,1,1|1,1,1|1,1,1	30012	第一层	指挥等级1级解锁	0	142	1	0	1002811	idle_loop	 	340441002	2	340442002	1003711	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	201,0	0	1	0	 	0	1	0	7,9,16,18,19	 	0	11	3	英雄试炼-辅助第1层	 	6	2	0	0	0	340442203
142	203	2	12	0	502202	0	30022	1,1,1,1|1,1,1|1,1,1|1,1,1	30022	第二层	指挥等级1级解锁	141	143	1	0	1002811	idle_loop	 	340441002	2	340442002	1003711	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	202,0	0	1	0	 	0	35	0	7,9,16,18,19	 	0	11	3	英雄试炼-辅助第2层	 	6	2	2	1	0	340442203
143	203	3	12	0	502203	0	30032	1,1,1,1|1,1,1|1,1,1|1,1,1	30032	第三层	指挥等级1级解锁	142	144	1	0	1002912	idle_loop	 	340441002	2	340442002	1003311	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	203,10	0	1	0	 	0	36	0	7,9,16,18,19	 	0	11	3	英雄试炼-辅助第3层	 	6	2	0	0	0	340442203
144	203	4	12	0	502204	0	30042	1,1,1,1|1,1,1|1,1,1|1,1,1	30042	第四层	指挥等级1级解锁	143	145	1	0	1002912	idle_loop	 	340441002	2	340442002	1003311	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	204,10	0	1	0	 	0	40	0	7,9,16,18,19	 	0	11	3	英雄试炼-辅助第4层	 	6	2	0	0	0	340442203
145	203	5	12	0	502205	0	30052	1,1,1,1|1,1,1|1,1,1|1,1,1	30052	第五层	指挥等级1级解锁	144	146	1	0	1002811	idle_loop	 	340441002	2	340442002	1000411	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	205,10	0	1	0	 	0	41	0	7,9,16,18,19	 	0	11	3	英雄试炼-辅助第5层	 	6	2	2	2	0	340442203
146	203	6	12	0	502206	0	30062	1,1,1,1|1,1,1|1,1,1|1,1,1	30062	第六层	指挥等级1级解锁	145	147	1	0	1002811	idle_loop	 	340441002	2	340442002	1000411	1	0	0	0	 	均衡@均衡产出辅助、攻击、防御源核|辅助计划@能量引擎 电池背包 怪杰奇侠 声势应援 元气英雄|攻击计划@奥传快刀 刚柔并济 机械武装 心眼突袭 热血青春|防御计划@战术装甲 刚体之魂 防弹背心 念力屏障 爱之守护	206,10	0	1	0	 	0	45	0	7,9,16,18,19	 	0	11	3	英雄试炼-辅助第6层	 	6	2	0	0	0	340442203
