id	description	type	school	grade	sequence	pos	suitIds	mainAttrPoolId	subAttrPoolId	subAttrUpgradePoolId	upgradeType	decomposeGold	decomposeDG	quality	lightAttrPoolId	
4217100	电极火花：位置2	4	2	17	100	1	17	1100	0	21000	1	3000	0	1	0
4217200	电极火花：位置2	4	2	17	200	1	17	2100	0	22000	2	3500	0	2	0
4217300	电极火花：位置2	4	2	17	300	1	17	3100	0	23000	3	4000	0	3	0
4217400	电极火花：位置2	4	2	17	400	1	17	4100	0	24000	4	4500	0	4	0
4217500	电极火花：位置2	4	2	17	500	1	17	5100	0	25000	5	5000	0	5	0
4317100	电极火花：位置3	4	3	17	100	2	17	1200	0	21000	1	3000	0	1	0
4317200	电极火花：位置3	4	3	17	200	2	17	2200	0	22000	2	3500	0	2	0
4317300	电极火花：位置3	4	3	17	300	2	17	3200	0	23000	3	4000	0	3	0
4317400	电极火花：位置3	4	3	17	400	2	17	4200	0	24000	4	4500	0	4	0
4317500	电极火花：位置3	4	3	17	500	2	17	5200	0	25000	5	5000	0	5	0
4417100	电极火花：位置4	4	4	17	100	3	17	1300	0	21000	1	3000	0	1	0
4417200	电极火花：位置4	4	4	17	200	3	17	2300	0	22000	2	3500	0	2	0
4417300	电极火花：位置4	4	4	17	300	3	17	3300	0	23000	3	4000	0	3	0
4417400	电极火花：位置4	4	4	17	400	3	17	4300	0	24000	4	4500	0	4	0
4417500	电极火花：位置4	4	4	17	500	3	17	5300	0	25000	5	5000	0	5	0
4218100	热感扫描：位置2	4	2	18	100	1	18	1100	0	21000	1	3000	0	1	0
4218200	热感扫描：位置2	4	2	18	200	1	18	2100	0	22000	2	3500	0	2	0
4218300	热感扫描：位置2	4	2	18	300	1	18	3100	0	23000	3	4000	0	3	0
4218400	热感扫描：位置2	4	2	18	400	1	18	4100	0	24000	4	4500	0	4	0
4218500	热感扫描：位置2	4	2	18	500	1	18	5100	0	25000	5	5000	0	5	0
4318100	热感扫描：位置3	4	3	18	100	2	18	1200	0	21000	1	3000	0	1	0
4318200	热感扫描：位置3	4	3	18	200	2	18	2200	0	22000	2	3500	0	2	0
4318300	热感扫描：位置3	4	3	18	300	2	18	3200	0	23000	3	4000	0	3	0
4318400	热感扫描：位置3	4	3	18	400	2	18	4200	0	24000	4	4500	0	4	0
4318500	热感扫描：位置3	4	3	18	500	2	18	5200	0	25000	5	5000	0	5	0
4418100	热感扫描：位置4	4	4	18	100	3	18	1300	0	21000	1	3000	0	1	0
4418200	热感扫描：位置4	4	4	18	200	3	18	2300	0	22000	2	3500	0	2	0
4418300	热感扫描：位置4	4	4	18	300	3	18	3300	0	23000	3	4000	0	3	0
4418400	热感扫描：位置4	4	4	18	400	3	18	4300	0	24000	4	4500	0	4	0
4418500	热感扫描：位置4	4	4	18	500	3	18	5300	0	25000	5	5000	0	5	0
4219100	意念冠冕：位置2	4	2	19	100	1	19	1100	0	21000	1	3000	0	1	0
4219200	意念冠冕：位置2	4	2	19	200	1	19	2100	0	22000	2	3500	0	2	0
4219300	意念冠冕：位置2	4	2	19	300	1	19	3100	0	23000	3	4000	0	3	0
4219400	意念冠冕：位置2	4	2	19	400	1	19	4100	0	24000	4	4500	0	4	0
4219500	意念冠冕：位置2	4	2	19	500	1	19	5100	0	25000	5	5000	0	5	0
4319100	意念冠冕：位置3	4	3	19	100	2	19	1200	0	21000	1	3000	0	1	0
4319200	意念冠冕：位置3	4	3	19	200	2	19	2200	0	22000	2	3500	0	2	0
4319300	意念冠冕：位置3	4	3	19	300	2	19	3200	0	23000	3	4000	0	3	0
4319400	意念冠冕：位置3	4	3	19	400	2	19	4200	0	24000	4	4500	0	4	0
4319500	意念冠冕：位置3	4	3	19	500	2	19	5200	0	25000	5	5000	0	5	0
4419100	意念冠冕：位置4	4	4	19	100	3	19	1300	0	21000	1	3000	0	1	0
4419200	意念冠冕：位置4	4	4	19	200	3	19	2300	0	22000	2	3500	0	2	0
4419300	意念冠冕：位置4	4	4	19	300	3	19	3300	0	23000	3	4000	0	3	0
4419400	意念冠冕：位置4	4	4	19	400	3	19	4300	0	24000	4	4500	0	4	0
4419500	意念冠冕：位置4	4	4	19	500	3	19	5300	0	25000	5	5000	0	5	0
4220100	斗志绷带：位置2	4	2	20	100	1	20	1100	0	21000	1	3000	0	1	0
4220200	斗志绷带：位置2	4	2	20	200	1	20	2100	0	22000	2	3500	0	2	0
4220300	斗志绷带：位置2	4	2	20	300	1	20	3100	0	23000	3	4000	0	3	0
4220400	斗志绷带：位置2	4	2	20	400	1	20	4100	0	24000	4	4500	0	4	0
4220500	斗志绷带：位置2	4	2	20	500	1	20	5100	0	25000	5	5000	0	5	0
4320100	斗志绷带：位置3	4	3	20	100	2	20	1200	0	21000	1	3000	0	1	0
4320200	斗志绷带：位置3	4	3	20	200	2	20	2200	0	22000	2	3500	0	2	0
4320300	斗志绷带：位置3	4	3	20	300	2	20	3200	0	23000	3	4000	0	3	0
4320400	斗志绷带：位置3	4	3	20	400	2	20	4200	0	24000	4	4500	0	4	0
4320500	斗志绷带：位置3	4	3	20	500	2	20	5200	0	25000	5	5000	0	5	0
4420100	斗志绷带：位置4	4	4	20	100	3	20	1300	0	21000	1	3000	0	1	0
4420200	斗志绷带：位置4	4	4	20	200	3	20	2300	0	22000	2	3500	0	2	0
4420300	斗志绷带：位置4	4	4	20	300	3	20	3300	0	23000	3	4000	0	3	0
4420400	斗志绷带：位置4	4	4	20	400	3	20	4300	0	24000	4	4500	0	4	0
4420500	斗志绷带：位置4	4	4	20	500	3	20	5300	0	25000	5	5000	0	5	0
4221100	格斗冠军：位置2	4	2	21	100	1	21	1100	0	21000	1	3000	0	1	0
4221200	格斗冠军：位置2	4	2	21	200	1	21	2100	0	22000	2	3500	0	2	0
4221300	格斗冠军：位置2	4	2	21	300	1	21	3100	0	23000	3	4000	0	3	0
4221400	格斗冠军：位置2	4	2	21	400	1	21	4100	0	24000	4	4500	0	4	0
4221500	格斗冠军：位置2	4	2	21	500	1	21	5100	0	25000	5	5000	0	5	0
4321100	格斗冠军：位置3	4	3	21	100	2	21	1200	0	21000	1	3000	0	1	0
4321200	格斗冠军：位置3	4	3	21	200	2	21	2200	0	22000	2	3500	0	2	0
4321300	格斗冠军：位置3	4	3	21	300	2	21	3200	0	23000	3	4000	0	3	0
4321400	格斗冠军：位置3	4	3	21	400	2	21	4200	0	24000	4	4500	0	4	0
4321500	格斗冠军：位置3	4	3	21	500	2	21	5200	0	25000	5	5000	0	5	0
4421100	格斗冠军：位置4	4	4	21	100	3	21	1300	0	21000	1	3000	0	1	0
4421200	格斗冠军：位置4	4	4	21	200	3	21	2300	0	22000	2	3500	0	2	0
4421300	格斗冠军：位置4	4	4	21	300	3	21	3300	0	23000	3	4000	0	3	0
4421400	格斗冠军：位置4	4	4	21	400	3	21	4300	0	24000	4	4500	0	4	0
4421500	格斗冠军：位置4	4	4	21	500	3	21	5300	0	25000	5	5000	0	5	0
4222100	英雄狩猎：位置2	4	2	22	100	1	22	1100	0	21000	1	3000	0	1	0
4222200	英雄狩猎：位置2	4	2	22	200	1	22	2100	0	22000	2	3500	0	2	0
4222300	英雄狩猎：位置2	4	2	22	300	1	22	3100	0	23000	3	4000	0	3	0
4222400	英雄狩猎：位置2	4	2	22	400	1	22	4100	0	24000	4	4500	0	4	0
4222500	英雄狩猎：位置2	4	2	22	500	1	22	5100	0	25000	5	5000	0	5	0
4322100	英雄狩猎：位置3	4	3	22	100	2	22	1200	0	21000	1	3000	0	1	0
4322200	英雄狩猎：位置3	4	3	22	200	2	22	2200	0	22000	2	3500	0	2	0
4322300	英雄狩猎：位置3	4	3	22	300	2	22	3200	0	23000	3	4000	0	3	0
4322400	英雄狩猎：位置3	4	3	22	400	2	22	4200	0	24000	4	4500	0	4	0
4322500	英雄狩猎：位置3	4	3	22	500	2	22	5200	0	25000	5	5000	0	5	0
4422100	英雄狩猎：位置4	4	4	22	100	3	22	1300	0	21000	1	3000	0	1	0
4422200	英雄狩猎：位置4	4	4	22	200	3	22	2300	0	22000	2	3500	0	2	0
4422300	英雄狩猎：位置4	4	4	22	300	3	22	3300	0	23000	3	4000	0	3	0
4422400	英雄狩猎：位置4	4	4	22	400	3	22	4300	0	24000	4	4500	0	4	0
4422500	英雄狩猎：位置4	4	4	22	500	3	22	5300	0	25000	5	5000	0	5	0
4223500	血源核心：位置21	4	2	23	500	1	23	313001	0	320001	5	5000	0	5	0
4223501	血源核心：位置22	4	2	23	501	1	23	314001	0	320001	5	5000	0	5	0
4323500	血源核心：位置31	4	3	23	500	2	23	315001	0	320001	5	5000	0	5	0
4323501	血源核心：位置32	4	3	23	501	2	23	316001	0	320001	5	5000	0	5	0
4423500	血源核心：位置41	4	4	23	500	3	23	317001	0	320001	5	5000	0	5	0
4423501	血源核心：位置42	4	4	23	501	3	23	318001	0	320001	5	5000	0	5	0
4224500	暴走因子：位置2	4	2	24	500	1	24	5100	0	25000	5	5000	0	5	0
4324500	暴走因子：位置3	4	3	24	500	2	24	5200	0	25000	5	5000	0	5	0
4424500	暴走因子：位置4	4	4	24	500	3	24	5300	0	25000	5	5000	0	5	0
4225300	冲锋号令：位置2	4	2	25	300	1	25	3100	0	23000	3	4000	0	3	0
4225400	冲锋号令：位置2	4	2	25	400	1	25	4100	0	24000	4	4500	0	4	0
4225500	冲锋号令：位置2	4	2	25	500	1	25	5100	0	25000	5	5000	0	5	0
4325300	冲锋号令：位置3	4	3	25	300	2	25	3200	0	23000	3	4000	0	3	0
4325400	冲锋号令：位置3	4	3	25	400	2	25	4200	0	24000	4	4500	0	4	0
4325500	冲锋号令：位置3	4	3	25	500	2	25	5200	0	25000	5	5000	0	5	0
4425300	冲锋号令：位置4	4	4	25	300	3	25	3300	0	23000	3	4000	0	3	0
4425400	冲锋号令：位置4	4	4	25	400	3	25	4300	0	24000	4	4500	0	4	0
4425500	冲锋号令：位置4	4	4	25	500	3	25	5300	0	25000	5	5000	0	5	0
4226300	烟雾屏障：位置2	4	2	26	300	1	26	3100	0	23000	3	4000	0	3	0
4226400	烟雾屏障：位置2	4	2	26	400	1	26	4100	0	24000	4	4500	0	4	0
4226500	烟雾屏障：位置2	4	2	26	500	1	26	5100	0	25000	5	5000	0	5	0
4326300	烟雾屏障：位置3	4	3	26	300	2	26	3200	0	23000	3	4000	0	3	0
4326400	烟雾屏障：位置3	4	3	26	400	2	26	4200	0	24000	4	4500	0	4	0
4326500	烟雾屏障：位置3	4	3	26	500	2	26	5200	0	25000	5	5000	0	5	0
4426300	烟雾屏障：位置4	4	4	26	300	3	26	3300	0	23000	3	4000	0	3	0
4426400	烟雾屏障：位置4	4	4	26	400	3	26	4300	0	24000	4	4500	0	4	0
4426500	烟雾屏障：位置4	4	4	26	500	3	26	5300	0	25000	5	5000	0	5	0
4227500	爆破飞镖：位置2	4	2	27	500	1	27	5100	0	25000	5	5000	0	5	0
4327500	爆破飞镖：位置3	4	3	27	500	2	27	5200	0	25000	5	5000	0	5	0
4427500	爆破飞镖：位置4	4	4	27	500	3	27	5300	0	25000	5	5000	0	5	0
4228500	重型杠铃：位置2	4	2	28	500	1	28	5100	0	25000	5	5000	0	5	0
4328500	重型杠铃：位置3	4	3	28	500	2	28	5200	0	25000	5	5000	0	5	0
4428500	重型杠铃：位置4	4	4	28	500	3	28	5300	0	25000	5	5000	0	5	0
4229500	闪光发卡：位置2	4	2	29	500	1	29	5100	0	25000	5	5000	0	5	0
4329500	闪光发卡：位置3	4	3	29	500	2	29	5200	0	25000	5	5000	0	5	0
4429500	闪光发卡：位置4	4	4	29	500	3	29	5300	0	25000	5	5000	0	5	0
4101110	主核：幸运	4	1	1	110	0	1	1000	0	21000	1	3000	0	1	0
4101210	主核：幸运	4	1	1	210	0	1	2000	0	22000	2	3500	0	2	0
4101310	主核：幸运	4	1	1	310	0	1	3000	0	23000	3	4000	0	3	3011
4101410	主核：幸运	4	1	1	410	0	1	4000	0	24000	4	4500	0	4	4011
4101510	主核：幸运	4	1	1	510	0	1	5000	0	25000	5	5000	0	5	5011
4102110	主核：聚能	4	1	2	110	0	2	1000	0	21000	1	3000	0	1	0
4102210	主核：聚能	4	1	2	210	0	2	2000	0	22000	2	3500	0	2	0
4102310	主核：聚能	4	1	2	310	0	2	3000	0	23000	3	4000	0	3	3011
4102410	主核：聚能	4	1	2	410	0	2	4000	0	24000	4	4500	0	4	4011
4102510	主核：聚能	4	1	2	510	0	2	5000	0	25000	5	5000	0	5	5011
4103110	主核：窃夺	4	1	3	110	0	3	1000	0	21000	1	3000	0	1	0
4103210	主核：窃夺	4	1	3	210	0	3	2000	0	22000	2	3500	0	2	0
4103310	主核：窃夺	4	1	3	310	0	3	3000	0	23000	3	4000	0	3	3011
4103410	主核：窃夺	4	1	3	410	0	3	4000	0	24000	4	4500	0	4	4011
4103510	主核：窃夺	4	1	3	510	0	3	5000	0	25000	5	5000	0	5	5011
4104110	主核：先制	4	1	4	110	0	4	1000	0	21000	1	3000	0	1	0
4104210	主核：先制	4	1	4	210	0	4	2000	0	22000	2	3500	0	2	0
4104310	主核：先制	4	1	4	310	0	4	3000	0	23000	3	4000	0	3	3010
4104410	主核：先制	4	1	4	410	0	4	4000	0	24000	4	4500	0	4	4010
4104510	主核：先制	4	1	4	510	0	4	5000	0	25000	5	5000	0	5	5010
4105110	主核：共振	4	1	5	110	0	5	1000	0	21000	1	3000	0	1	0
4105210	主核：共振	4	1	5	210	0	5	2000	0	22000	2	3500	0	2	0
4105310	主核：共振	4	1	5	310	0	5	3000	0	23000	3	4000	0	3	3010
4105410	主核：共振	4	1	5	410	0	5	4000	0	24000	4	4500	0	4	4010
4105510	主核：共振	4	1	5	510	0	5	5000	0	25000	5	5000	0	5	5010
4106110	主核：终结	4	1	6	110	0	6	1000	0	21000	1	3000	0	1	0
4106210	主核：终结	4	1	6	210	0	6	2000	0	22000	2	3500	0	2	0
4106310	主核：终结	4	1	6	310	0	6	3000	0	23000	3	4000	0	3	3010
4106410	主核：终结	4	1	6	410	0	6	4000	0	24000	4	4500	0	4	4010
4106510	主核：终结	4	1	6	510	0	6	5000	0	25000	5	5000	0	5	5010
4107110	主核：破甲	4	1	7	110	0	7	1000	0	21000	1	3000	0	1	0
4107210	主核：破甲	4	1	7	210	0	7	2000	0	22000	2	3500	0	2	0
4107310	主核：破甲	4	1	7	310	0	7	3000	0	23000	3	4000	0	3	3010
4107410	主核：破甲	4	1	7	410	0	7	4000	0	24000	4	4500	0	4	4010
4107510	主核：破甲	4	1	7	510	0	7	5000	0	25000	5	5000	0	5	5010
4108110	主核：坚韧	4	1	8	110	0	8	1000	0	21000	1	3000	0	1	0
4108210	主核：坚韧	4	1	8	210	0	8	2000	0	22000	2	3500	0	2	0
4108310	主核：坚韧	4	1	8	310	0	8	3000	0	23000	3	4000	0	3	3010
4108410	主核：坚韧	4	1	8	410	0	8	4000	0	24000	4	4500	0	4	4010
4108510	主核：坚韧	4	1	8	510	0	8	5000	0	25000	5	5000	0	5	5010
4109110	主核：钢骨	4	1	9	110	0	9	1000	0	21000	1	3000	0	1	0
4109210	主核：钢骨	4	1	9	210	0	9	2000	0	22000	2	3500	0	2	0
4109310	主核：钢骨	4	1	9	310	0	9	3000	0	23000	3	4000	0	3	3010
4109410	主核：钢骨	4	1	9	410	0	9	4000	0	24000	4	4500	0	4	4010
4109510	主核：钢骨	4	1	9	510	0	9	5000	0	25000	5	5000	0	5	5010
4110110	主核：不屈	4	1	10	110	0	10	1000	0	21000	1	3000	0	1	0
4110210	主核：不屈	4	1	10	210	0	10	2000	0	22000	2	3500	0	2	0
4110310	主核：不屈	4	1	10	310	0	10	3000	0	23000	3	4000	0	3	3011
4110410	主核：不屈	4	1	10	410	0	10	4000	0	24000	4	4500	0	4	4011
4110510	主核：不屈	4	1	10	510	0	10	5000	0	25000	5	5000	0	5	5011
4111110	主核：磐石	4	1	11	110	0	11	1000	0	21000	1	3000	0	1	0
4111210	主核：磐石	4	1	11	210	0	11	2000	0	22000	2	3500	0	2	0
4111310	主核：磐石	4	1	11	310	0	11	3000	0	23000	3	4000	0	3	3011
4111410	主核：磐石	4	1	11	410	0	11	4000	0	24000	4	4500	0	4	4011
4111510	主核：磐石	4	1	11	510	0	11	5000	0	25000	5	5000	0	5	5011
4112110	主核：激励	4	1	12	110	0	12	1000	0	21000	1	3000	0	1	0
4112210	主核：激励	4	1	12	210	0	12	2000	0	22000	2	3500	0	2	0
4112310	主核：激励	4	1	12	310	0	12	3000	0	23000	3	4000	0	3	3011
4112410	主核：激励	4	1	12	410	0	12	4000	0	24000	4	4500	0	4	4011
4112510	主核：激励	4	1	12	510	0	12	5000	0	25000	5	5000	0	5	5011
4113110	主核：守护	4	1	13	110	0	13	1000	0	21000	1	3000	0	1	0
4113210	主核：守护	4	1	13	210	0	13	2000	0	22000	2	3500	0	2	0
4113310	主核：守护	4	1	13	310	0	13	3000	0	23000	3	4000	0	3	3011
4113410	主核：守护	4	1	13	410	0	13	4000	0	24000	4	4500	0	4	4011
4113510	主核：守护	4	1	13	510	0	13	5000	0	25000	5	5000	0	5	5011
4114110	主核：爱	4	1	14	110	0	14	1000	0	21000	1	3000	0	1	0
4114210	主核：爱	4	1	14	210	0	14	2000	0	22000	2	3500	0	2	0
4114310	主核：爱	4	1	14	310	0	14	3000	0	23000	3	4000	0	3	3011
4114410	主核：爱	4	1	14	410	0	14	4000	0	24000	4	4500	0	4	4011
4114510	主核：爱	4	1	14	510	0	14	5000	0	25000	5	5000	0	5	5011
4115110	主核：驱散	4	1	15	110	0	15	1000	0	21000	1	3000	0	1	0
4115210	主核：驱散	4	1	15	210	0	15	2000	0	22000	2	3500	0	2	0
4115310	主核：驱散	4	1	15	310	0	15	3000	0	23000	3	4000	0	3	3011
4115410	主核：驱散	4	1	15	410	0	15	4000	0	24000	4	4500	0	4	4011
4115510	主核：驱散	4	1	15	510	0	15	5000	0	25000	5	5000	0	5	5011
4116110	主核：制衡	4	1	16	110	0	16	1000	0	21000	1	3000	0	1	0
4116210	主核：制衡	4	1	16	210	0	16	2000	0	22000	2	3500	0	2	0
4116310	主核：制衡	4	1	16	310	0	16	3000	0	23000	3	4000	0	3	3010
4116410	主核：制衡	4	1	16	410	0	16	4000	0	24000	4	4500	0	4	4010
4116510	主核：制衡	4	1	16	510	0	16	5000	0	25000	5	5000	0	5	5010
4117110	主核：电极火花	4	1	17	110	0	17	1000	0	21000	1	3000	0	1	0
4117210	主核：电极火花	4	1	17	210	0	17	2000	0	22000	2	3500	0	2	0
4117310	主核：电极火花	4	1	17	310	0	17	3000	0	23000	3	4000	0	3	3010
4117410	主核：电极火花	4	1	17	410	0	17	4000	0	24000	4	4500	0	4	4010
4117510	主核：电极火花	4	1	17	510	0	17	5000	0	25000	5	5000	0	5	5010
4118110	主核：热感扫描	4	1	18	110	0	18	1000	0	21000	1	3000	0	1	0
4118210	主核：热感扫描	4	1	18	210	0	18	2000	0	22000	2	3500	0	2	0
4118310	主核：热感扫描	4	1	18	310	0	18	3000	0	23000	3	4000	0	3	3010
4118410	主核：热感扫描	4	1	18	410	0	18	4000	0	24000	4	4500	0	4	4010
4118510	主核：热感扫描	4	1	18	510	0	18	5000	0	25000	5	5000	0	5	5010
4119110	主核：意念冠冕	4	1	19	110	0	19	1000	0	21000	1	3000	0	1	0
4119210	主核：意念冠冕	4	1	19	210	0	19	2000	0	22000	2	3500	0	2	0
4119310	主核：意念冠冕	4	1	19	310	0	19	3000	0	23000	3	4000	0	3	3010
4119410	主核：意念冠冕	4	1	19	410	0	19	4000	0	24000	4	4500	0	4	4010
4119510	主核：意念冠冕	4	1	19	510	0	19	5000	0	25000	5	5000	0	5	5010
4120110	主核：斗志绷带	4	1	20	110	0	20	1000	0	21000	1	3000	0	1	0
4120210	主核：斗志绷带	4	1	20	210	0	20	2000	0	22000	2	3500	0	2	0
4120310	主核：斗志绷带	4	1	20	310	0	20	3000	0	23000	3	4000	0	3	3011
4120410	主核：斗志绷带	4	1	20	410	0	20	4000	0	24000	4	4500	0	4	4011
4120510	主核：斗志绷带	4	1	20	510	0	20	5000	0	25000	5	5000	0	5	5011
4121110	主核：格斗冠军	4	1	21	110	0	21	1000	0	21000	1	3000	0	1	0
4121210	主核：格斗冠军	4	1	21	210	0	21	2000	0	22000	2	3500	0	2	0
4121310	主核：格斗冠军	4	1	21	310	0	21	3000	0	23000	3	4000	0	3	3010
4121410	主核：格斗冠军	4	1	21	410	0	21	4000	0	24000	4	4500	0	4	4010
4121510	主核：格斗冠军	4	1	21	510	0	21	5000	0	25000	5	5000	0	5	5010
4122110	主核：英雄狩猎	4	1	22	110	0	22	1000	0	21000	1	3000	0	1	0
4122210	主核：英雄狩猎	4	1	22	210	0	22	2000	0	22000	2	3500	0	2	0
4122310	主核：英雄狩猎	4	1	22	310	0	22	3000	0	23000	3	4000	0	3	3010
4122410	主核：英雄狩猎	4	1	22	410	0	22	4000	0	24000	4	4500	0	4	4010
4122510	主核：英雄狩猎	4	1	22	510	0	22	5000	0	25000	5	5000	0	5	5010
4124510	主核：暴走因子	4	1	24	510	0	24	5000	0	25000	5	5000	0	5	5010
4125310	主核：冲锋号令	4	1	25	310	0	25	3000	0	23000	3	4000	0	3	3010
4125410	主核：冲锋号令	4	1	25	410	0	25	4000	0	24000	4	4500	0	4	4010
4125510	主核：冲锋号令	4	1	25	510	0	25	5000	0	25000	5	5000	0	5	5010
4126310	主核：烟雾屏障	4	1	26	310	0	26	3000	0	23000	3	4000	0	3	3011
4126410	主核：烟雾屏障	4	1	26	410	0	26	4000	0	24000	4	4500	0	4	4011
4126510	主核：烟雾屏障	4	1	26	510	0	26	5000	0	25000	5	5000	0	5	5011
4127510	主核：爆破飞镖	4	1	27	510	0	27	5000	0	25000	5	5000	0	5	5010
4128510	主核：重型杠铃	4	1	28	510	0	28	5000	0	25000	5	5000	0	5	5011
4129510	主核：闪光发卡	4	1	29	510	0	29	5000	0	25000	5	5000	0	5	5010
4201110	 	4	2	1	110	1	1	0	0	0	1	3000	0	1	0
4201210	 	4	2	1	210	1	1	0	0	0	2	3500	0	2	0
4201310	 	4	2	1	310	1	1	0	0	0	3	4000	0	3	3011
4201410	 	4	2	1	410	1	1	0	0	0	4	4500	0	4	4011
4201510	 	4	2	1	510	1	1	0	0	0	5	5000	0	5	5011
4301110	 	4	3	1	110	2	1	0	0	0	1	3000	0	1	0
4301210	 	4	3	1	210	2	1	0	0	0	2	3500	0	2	0
4301310	 	4	3	1	310	2	1	0	0	0	3	4000	0	3	3011
4301410	 	4	3	1	410	2	1	0	0	0	4	4500	0	4	4011
4301510	 	4	3	1	510	2	1	0	0	0	5	5000	0	5	5011
4401110	 	4	4	1	110	3	1	0	0	0	1	3000	0	1	0
4401210	 	4	4	1	210	3	1	0	0	0	2	3500	0	2	0
4401310	 	4	4	1	310	3	1	0	0	0	3	4000	0	3	3011
4401410	 	4	4	1	410	3	1	0	0	0	4	4500	0	4	4011
4401510	 	4	4	1	510	3	1	0	0	0	5	5000	0	5	5011
4202110	 	4	2	2	110	1	2	0	0	0	1	3000	0	1	0
4202210	 	4	2	2	210	1	2	0	0	0	2	3500	0	2	0
4202310	 	4	2	2	310	1	2	0	0	0	3	4000	0	3	3011
4202410	 	4	2	2	410	1	2	0	0	0	4	4500	0	4	4011
4202510	 	4	2	2	510	1	2	0	0	0	5	5000	0	5	5011
4302110	 	4	3	2	110	2	2	0	0	0	1	3000	0	1	0
4302210	 	4	3	2	210	2	2	0	0	0	2	3500	0	2	0
4302310	 	4	3	2	310	2	2	0	0	0	3	4000	0	3	3011
4302410	 	4	3	2	410	2	2	0	0	0	4	4500	0	4	4011
4302510	 	4	3	2	510	2	2	0	0	0	5	5000	0	5	5011
4402110	 	4	4	2	110	3	2	0	0	0	1	3000	0	1	0
4402210	 	4	4	2	210	3	2	0	0	0	2	3500	0	2	0
4402310	 	4	4	2	310	3	2	0	0	0	3	4000	0	3	3011
4402410	 	4	4	2	410	3	2	0	0	0	4	4500	0	4	4011
4402510	 	4	4	2	510	3	2	0	0	0	5	5000	0	5	5011
4203110	 	4	2	3	110	1	3	0	0	0	1	3000	0	1	0
4203210	 	4	2	3	210	1	3	0	0	0	2	3500	0	2	0
4203310	 	4	2	3	310	1	3	0	0	0	3	4000	0	3	3011
4203410	 	4	2	3	410	1	3	0	0	0	4	4500	0	4	4011
4203510	 	4	2	3	510	1	3	0	0	0	5	5000	0	5	5011
4303110	 	4	3	3	110	2	3	0	0	0	1	3000	0	1	0
4303210	 	4	3	3	210	2	3	0	0	0	2	3500	0	2	0
4303310	 	4	3	3	310	2	3	0	0	0	3	4000	0	3	3011
4303410	 	4	3	3	410	2	3	0	0	0	4	4500	0	4	4011
4303510	 	4	3	3	510	2	3	0	0	0	5	5000	0	5	5011
4403110	 	4	4	3	110	3	3	0	0	0	1	3000	0	1	0
4403210	 	4	4	3	210	3	3	0	0	0	2	3500	0	2	0
4403310	 	4	4	3	310	3	3	0	0	0	3	4000	0	3	3011
4403410	 	4	4	3	410	3	3	0	0	0	4	4500	0	4	4011
4403510	 	4	4	3	510	3	3	0	0	0	5	5000	0	5	5011
4204110	 	4	2	4	110	1	4	0	0	0	1	3000	0	1	0
4204210	 	4	2	4	210	1	4	0	0	0	2	3500	0	2	0
4204310	 	4	2	4	310	1	4	0	0	0	3	4000	0	3	3010
4204410	 	4	2	4	410	1	4	0	0	0	4	4500	0	4	4010
4204510	 	4	2	4	510	1	4	0	0	0	5	5000	0	5	5010
4304110	 	4	3	4	110	2	4	0	0	0	1	3000	0	1	0
4304210	 	4	3	4	210	2	4	0	0	0	2	3500	0	2	0
4304310	 	4	3	4	310	2	4	0	0	0	3	4000	0	3	3010
4304410	 	4	3	4	410	2	4	0	0	0	4	4500	0	4	4010
4304510	 	4	3	4	510	2	4	0	0	0	5	5000	0	5	5010
4404110	 	4	4	4	110	3	4	0	0	0	1	3000	0	1	0
4404210	 	4	4	4	210	3	4	0	0	0	2	3500	0	2	0
4404310	 	4	4	4	310	3	4	0	0	0	3	4000	0	3	3010
4404410	 	4	4	4	410	3	4	0	0	0	4	4500	0	4	4010
4404510	 	4	4	4	510	3	4	0	0	0	5	5000	0	5	5010
4205110	 	4	2	5	110	1	5	0	0	0	1	3000	0	1	0
4205210	 	4	2	5	210	1	5	0	0	0	2	3500	0	2	0
4205310	 	4	2	5	310	1	5	0	0	0	3	4000	0	3	3010
4205410	 	4	2	5	410	1	5	0	0	0	4	4500	0	4	4010
4205510	 	4	2	5	510	1	5	0	0	0	5	5000	0	5	5010
4305110	 	4	3	5	110	2	5	0	0	0	1	3000	0	1	0
4305210	 	4	3	5	210	2	5	0	0	0	2	3500	0	2	0
4305310	 	4	3	5	310	2	5	0	0	0	3	4000	0	3	3010
4305410	 	4	3	5	410	2	5	0	0	0	4	4500	0	4	4010
4305510	 	4	3	5	510	2	5	0	0	0	5	5000	0	5	5010
4405110	 	4	4	5	110	3	5	0	0	0	1	3000	0	1	0
4405210	 	4	4	5	210	3	5	0	0	0	2	3500	0	2	0
4405310	 	4	4	5	310	3	5	0	0	0	3	4000	0	3	3010
4405410	 	4	4	5	410	3	5	0	0	0	4	4500	0	4	4010
4405510	 	4	4	5	510	3	5	0	0	0	5	5000	0	5	5010
4206110	 	4	2	6	110	1	6	0	0	0	1	3000	0	1	0
4206210	 	4	2	6	210	1	6	0	0	0	2	3500	0	2	0
4206310	 	4	2	6	310	1	6	0	0	0	3	4000	0	3	3010
4206410	 	4	2	6	410	1	6	0	0	0	4	4500	0	4	4010
4206510	 	4	2	6	510	1	6	0	0	0	5	5000	0	5	5010
4306110	 	4	3	6	110	2	6	0	0	0	1	3000	0	1	0
4306210	 	4	3	6	210	2	6	0	0	0	2	3500	0	2	0
