id	sprite	atlas	des	
340360434	ui_common_card_juexing_34	301000068	觉醒数字4
340360435	ui_common_card_juexing_35	301000068	觉醒数字5
340360436	ui_common_card_juexing_36	301000068	觉醒数字6
340369900	ui_common_btn_0	301000036	通用按钮_灰
340369910	ui_common_btn_1	301000036	通用按钮_红
340369920	ui_common_btn_2	301000036	通用按钮_黄
340369921	ui_common_btn_2_s	301000036	通用按钮_黄_小
340369930	ui_common_btn_3	301000036	通用按钮_白
340369931	ui_common_btn_3_s	301000036	通用按钮_白_小
340369940	ui_common_btn_4	301000036	通用按钮_蓝
340369941	ui_common_btn_4_s	301000036	通用按钮_蓝_小
340400000	ui_zhandou_boci_wenzi_0	301000040	波次数字0
340400001	ui_zhandou_boci_wenzi_1	301000040	波次数字1
340400002	ui_zhandou_boci_wenzi_2	301000040	波次数字2
340400003	ui_zhandou_boci_wenzi_3	301000040	波次数字3
340400004	ui_zhandou_boci_wenzi_4	301000040	波次数字4
340400005	ui_zhandou_boci_wenzi_5	301000040	波次数字5
340400006	ui_zhandou_boci_wenzi_6	301000040	波次数字6
340400007	ui_zhandou_boci_wenzi_7	301000040	波次数字7
340400008	ui_zhandou_boci_wenzi_8	301000040	波次数字8
340400009	ui_zhandou_boci_wenzi_9	301000040	波次数字9
340400011	ui_zhandou_touxiangkuang_2	301000040	战斗界面左侧行动条头像蓝色底板
340400013	ui_zhandou_touxiangkuang_1	301000040	战斗界面左侧行动条头像红色底板
340400101	ui_zhandou_shuzi_wuwei	301000040	无畏
340400102	ui_zhandou_shuzi_zaidong	301000040	再动
340400103	ui_zhandou_shuzi_zhan	301000040	斩
340400104	ui_zhandou_shuzi_zhenpo	301000040	侦破
340400105	ui_zhandou_shuzi_zhuiji	301000040	追击
340410001	ui_xietong_xing	301000041	协同绿星星
340440011	ui_tili_diaoluo_chendi_0	301000044	怪人研究所图1
340440012	ui_tili_diaoluo_chendi_0_1	301000044	模拟训练图1
340440013	ui_tili_diaoluo_chendi_0_2	301000044	英雄试炼图1
340440021	ui_tili_diaoluo_chendi_2	301000044	怪人研究所图2
340440022	ui_tili_diaoluo_chendi_2_1	301000044	模拟训练图2
340440023	ui_tili_diaoluo_chendi_2_2	301000044	英雄试炼图2
340440031	ui_tili_diaoluo_chendi_3	301000044	怪人研究所图3
340440032	ui_tili_diaoluo_chendi_3_1	301000044	模拟训练图3
340440033	ui_tili_diaoluo_chendi_3_2	301000044	英雄试炼图3
340440041	ui_tili_diaoluo_chendi_4	301000044	怪人研究所图3
340440042	ui_tili_diaoluo_chendi_4_1	301000044	模拟训练图3
340450000	ui_zhenghaoshengji_0	301000045	升级数字0
340450001	ui_zhenghaoshengji_1	301000045	升级数字1
340450002	ui_zhenghaoshengji_2	301000045	升级数字2
340450003	ui_zhenghaoshengji_3	301000045	升级数字3
340450004	ui_zhenghaoshengji_4	301000045	升级数字4
340450005	ui_zhenghaoshengji_5	301000045	升级数字5
340450006	ui_zhenghaoshengji_6	301000045	升级数字6
340450007	ui_zhenghaoshengji_7	301000045	升级数字7
340450008	ui_zhenghaoshengji_8	301000045	升级数字8
340450009	ui_zhenghaoshengji_9	301000045	升级数字9
340460000	ui_zhujiemian_gongneng_0	301000046	主界面按钮_埼玉家
340460001	ui_zhujiemian_gongneng_1	301000046	主界面按钮_英雄
340460002	ui_zhujiemian_gongneng_2	301000046	主界面按钮_背包
340460003	ui_zhujiemian_gongneng_3	301000046	主界面按钮_布阵
340460004	ui_zhujiemian_gongneng_4	301000046	主界面按钮_组队
340460005	ui_zhujiemian_gongneng_5	301000046	主界面按钮_社团
340460006	ui_zhujiemian_gongneng_6	301000046	主界面按钮_手册
340460007	ui_zhujiemian_gongneng_7	301000046	主界面按钮_超市
340460008	ui_zhujiemian_gongneng_8	301000046	主界面按钮_玩法
340460101	ui_zhujiemian_huodong_01	301000046	主界面活动按钮_活动
340460102	ui_zhujiemian_huodong_02	301000046	主界面活动按钮_偶像的招待
340460103	ui_zhujiemian_huodong_03	301000046	主界面活动按钮_每日占卜
340460104	ui_zhujiemian_huodong_04	301000046	主界面活动按钮_每日登录1
340460105	ui_zhujiemian_huodong_05	301000046	主界面活动按钮_每日登录2
340460106	ui_zhujiemian_huodong_06	301000046	主界面活动按钮_每日登录3
340460107	ui_zhujiemian_huodong_07	301000046	主界面活动按钮
340460108	ui_zhujiemian_huodong_08	301000046	主界面活动按钮
340460109	ui_zhujiemian_huodong_09	301000046	主界面活动按钮
340460110	ui_zhujiemian_huodong_10	301000046	主界面活动按钮
340460111	ui_zhujiemian_huodong_11	301000046	主界面活动按钮
340460112	ui_zhujiemian_huodong_12	301000046	主界面活动按钮
340460113	ui_zhujiemian_yxhg_13	301000046	主界面活动按钮
340460114	ui_zhujiemian_pintu_14	301000046	主界面活动按钮
340460115	ui_zhujiemian_niudan_15	301000046	主界面活动按钮
340460116	ui_zhujiemian_tansuo_15	301000046	主界面活动按钮
340460201	ui_zhujiemian_qipaotubiao_1	301000046	主界面按钮_1
340460202	ui_zhujiemian_qipaotubiao_2	301000046	主界面按钮_2
340460203	ui_zhujiemian_qipaotubiao_3	301000046	主界面按钮_3
340460204	ui_zhujiemian_yuanhe_4	301000046	主界面按钮_4
340460301	ui_zhujiemian_gengduo_yxzx	301000046	游戏中心
340460302	ui_zhujiemian_gengduo_lbzx	301000046	福利中心
340480000	ui_yuanhe_pinzhi_0	301000048	源核品质底图
340480001	ui_yuanhe_pinzhi_1	301000048	源核品质底图
340480002	ui_yuanhe_pinzhi_2	301000048	源核品质底图
340490001	ui_qiyujia_haogandujiangli_biaoti_1	301000059	埼玉家结算_收取礼物
340490002	ui_qiyujia_haogandujiangli_biaoti_2	301000059	埼玉家结算_游戏奖励
340490003	ui_qiyujia_haogandujiangli_biaoti_3	301000059	埼玉家结算_锻炼完成
340490004	ui_qiyujia_haogandujiangli_biaoti_4	301000059	埼玉家结算_获得招待
340490005	ui_qiyujia_haogandujiangli_biaoti_5	301000059	埼玉家结算_料理完成
340490101	ui_qiyujia_pic_duanlian_1	301000049	埼玉家体力盒子图标1
340490102	ui_qiyujia_pic_liaoli_1	301000049	埼玉家体力盒子图标2
340490103	ui_qiyujia_pic_qiyuka_2	301000049	埼玉家体力盒子图标3
340490104	ui_qiyujia_pic_tili_1	301000049	埼玉家体力盒子图标4
340490105	ui_qiyujia_pic_youxi_1	301000049	埼玉家体力盒子图标5
340490301	ui_qiyujia_duanlian_1	301000049	埼玉家锻炼1
340490302	ui_qiyujia_duanlian_2	301000049	埼玉家锻炼2
340490303	ui_qiyujia_duanlian_3	301000049	埼玉家锻炼3
340490304	ui_qiyujia_duanlian_4	301000049	埼玉家锻炼4
340490305	ui_qiyujia_duanlian_5	301000049	埼玉家锻炼5
340490401	ui_qiyujiaxiaoyouxi_puke_pinzhi_1	301000049	埼玉家
340490402	ui_qiyujiaxiaoyouxi_puke_pinzhi_2	301000049	埼玉家
340490403	ui_qiyujiaxiaoyouxi_puke_pinzhi_3	301000049	埼玉家
340490404	ui_qiyujiaxiaoyouxi_puke_pinzhi_4	301000049	埼玉家
340500000	ui_common_card_0	301000050	卡牌背景_灰色
340500001	ui_common_card_1	301000050	卡牌背景_绿
340500002	ui_common_card_2	301000050	卡牌背景_蓝
340500003	ui_common_card_3	301000050	卡牌背景_紫
340500004	ui_common_card_4	301000050	卡牌背景_橙
340500051	ui_common_card_5_clz	301000050	卡牌背景_室内01
340500052	ui_common_card_5_dtc	301000050	卡牌背景_树林01
340500053	ui_common_card_5_dydcx	301000050	卡牌背景_树林02
340500054	ui_common_card_5_snk	301000050	卡牌背景_室内02
340500055	ui_common_card_5_tmjm	301000050	卡牌背景_室内03
340500111	ui_common_card_juexing	301000050	卡牌_觉醒
340500112	ui_common_card_leixing_1	301000036	卡牌_类型1
340500113	ui_common_card_leixing_2	301000036	卡牌_类型2
340500114	ui_common_card_leixing_3	301000036	卡牌_类型3
340510001	ui_richang_yeqian_1	301000051	日常活动页签_资源
340510002	ui_richang_yeqian_2	301000051	日常活动页签_竞技
340510003	ui_richang_yeqian_3	301000051	日常活动页签_限时
340520001	ui_wanjiaxinxi_fasong	301000052	玩家信息_发送消息
340520002	ui_wanjiaxinxi_geren	301000052	玩家信息_个人主页
340520003	ui_wanjiaxinxi_jiahaoyou	301000052	玩家信息_加为好友
340520004	ui_wanjiaxinxi_jiahei	301000052	玩家信息_加黑名单
340520005	ui_wanjiaxinxi_jiangdi	301000052	玩家信息_降低职位
340520006	ui_wanjiaxinxi_jubao	301000052	玩家信息_我要举报
340520007	ui_wanjiaxinxi_shenqing	301000052	玩家信息_邀请入团
340520008	ui_wanjiaxinxi_tichushetuan	301000052	玩家信息_踢出社团
340520009	ui_wanjiaxinxi_tisheng	301000052	玩家信息_提升职位
340520010	ui_wanjiaxinxi_zhuanrang	301000052	玩家信息_转让团长
340520011	ui_wanjiaxinxi_zudui	301000052	玩家信息_邀请组队
340530000	ui_wurenqutansuo_chuangguan_mingcheng_0	301000053	无人区探索_文字1
340530001	ui_wurenqutansuo_chuangguan_mingcheng_1	301000053	无人区探索_文字2
340530002	ui_wurenqutansuo_chuangguan_mingcheng_2	301000053	无人区探索_文字3
340530003	ui_wurenqutansuo_chuangguan_mingcheng_3	301000053	无人区探索_文字4
340530004	ui_wurenqutansuo_chuangguan_mingcheng_4	301000053	无人区探索_文字5
340530005	ui_wurenqutansuo_chuangguan_mingcheng_5	301000053	无人区探索_文字6
340530101	ui_wurenqutansuo_miaoshu_kuang_a	301000053	无人区探索_字母a
340530102	ui_wurenqutansuo_miaoshu_kuang_b	301000053	无人区探索_字母b
340530103	ui_wurenqutansuo_miaoshu_kuang_c	301000053	无人区探索_字母c
340530104	ui_wurenqutansuo_miaoshu_kuang_d	301000053	无人区探索_字母d
340530210	ui_wurenqutansuo_buff_hero1	301000053	无人区探索-标签
340530211	ui_wurenqutansuo_buff_fu1	301000053	无人区探索-标签
340530212	ui_wurenqutansuo_buff_qun1	301000053	无人区探索-标签
340530213	ui_wurenqutansuo_buff_dan1	301000053	无人区探索-标签
340530214	ui_wurenqutansuo_buff_kong1	301000053	无人区探索-标签
340530215	ui_wurenqutansuo_buff_quan1	301000053	无人区探索-标签
340530220	ui_wurenqutansuo_buff_hero2	301000053	无人区探索-标签
340530221	ui_wurenqutansuo_buff_fu2	301000053	无人区探索-标签
340530222	ui_wurenqutansuo_buff_qun2	301000053	无人区探索-标签
340530223	ui_wurenqutansuo_buff_dan2	301000053	无人区探索-标签
340530224	ui_wurenqutansuo_buff_kong2	301000053	无人区探索-标签
340530225	ui_wurenqutansuo_buff_quan2	301000053	无人区探索-标签
340530231	ui_wurenqutansuo_buff_fu	301000053	无人区探索-标签
340530232	ui_wurenqutansuo_buff_qun	301000053	无人区探索-标签
340530233	ui_wurenqutansuo_buff_dan	301000053	无人区探索-标签
340530234	ui_wurenqutansuo_buff_kong	301000053	无人区探索-标签
340530235	ui_wurenqutansuo_buff_quan	301000053	无人区探索-标签
340540001	ui_qiangzhezhimeng_zhandou_renwu	301000054	强者之梦
340550001	ui_zhaomu_zhanshi_class_1	301000055	C
340550002	ui_zhaomu_zhanshi_class_2	301000055	B
340550003	ui_zhaomu_zhanshi_class_3	301000055	A
340550004	ui_zhaomu_zhanshi_class_4	301000055	S
340550005	ui_zhaomu_zhanshi_class_5	301000055	SP
340550101	ui_zhaomu_pinzhi_1	301000055	S
340550102	ui_zhaomu_pinzhi_2	301000055	A
340550103	ui_zhaomu_pinzhi_3	301000055	B
340550104	ui_zhaomu_pinzhi_4	301000055	C
340550105	ui_zhaomu_pinzhi_5	301000055	SP
340550201	ui_zhaomu_tiao_1	301000055	S和SP的线
340550202	ui_zhaomu_tiao_2	301000055	A
340550203	ui_zhaomu_tiao_3	301000055	B
340550204	ui_zhaomu_tiao_4	301000055	C
340550301	ui_zhaomu_xiaoguo_1	301000055	S的光效
340550302	ui_zhaomu_xiaoguo_2	301000055	A的光效
340550303	ui_zhaomu_xiaoguo_3	301000055	B的光效
340550304	ui_zhaomu_xiaoguo_4	301000055	C的光效
340550305	ui_zhaomu_xiaoguo_5	301000055	SP的光效
340550400	ui_zhaomu_wenzi_0	301000064	招募数字0
340550401	ui_zhaomu_wenzi_1	301000064	招募数字1
340550402	ui_zhaomu_wenzi_2	301000064	招募数字2
340550403	ui_zhaomu_wenzi_3	301000064	招募数字3
340550404	ui_zhaomu_wenzi_4	301000064	招募数字4
340550405	ui_zhaomu_wenzi_5	301000064	招募数字5
340550406	ui_zhaomu_wenzi_6	301000064	招募数字6
340550407	ui_zhaomu_wenzi_7	301000064	招募数字7
340550408	ui_zhaomu_wenzi_8	301000064	招募数字8
340550409	ui_zhaomu_wenzi_9	301000064	招募数字9
340550501	ui_zhaomu_kabei_1	301000055	招募十连卡牌背景1
340550502	ui_zhaomu_kabei_2	301000055	招募十连卡牌背景2
340550503	ui_zhaomu_kabei_3	301000055	招募十连卡牌背景3
340550504	ui_zhaomu_kabei_4	301000055	招募十连卡牌背景4
340550505	ui_zhaomu_kabei_5	301000055	招募十连卡牌背景5
340570001	ui_yingxiongshouce_richang_biaoti_1	301000057	英雄手册标题1
340570002	ui_yingxiongshouce_richang_biaoti_2	301000057	英雄手册标题2
340570003	ui_yingxiongshouce_richang_biaoti_3	301000057	英雄手册标题3
340570004	ui_yingxiongshouce_richang_biaoti_4	301000057	英雄手册标题4
340570005	ui_yingxiongshouce_richang_biaoti_5	301000057	英雄手册标题5
340570006	ui_yingxiongshouce_richang_biaoti_6	301000057	英雄手册标题6
340570007	ui_yingxiongshouce_richang_biaoti_7	301000057	英雄手册标题7
340570008	ui_yingxiongshouce_richang_biaoti_8	301000057	英雄手册标题8
340570009	ui_yingxiongshouce_richang_biaoti_9	301000057	英雄手册标题9
340570010	ui_yingxiongshouce_richang_biaoti_10	301000057	英雄手册标题10
340570011	ui_yingxiongshouce_richang_biaoti_11	301000057	英雄手册标题11
340570012	ui_yingxiongshouce_richang_biaoti_12	301000057	英雄手册标题12
340580000	ui_daoguanyanwu_shuzi_0	301000058	道馆演武数字0
340580001	ui_daoguanyanwu_shuzi_1	301000058	道馆演武数字1
340580002	ui_daoguanyanwu_shuzi_2	301000058	道馆演武数字2
340580003	ui_daoguanyanwu_shuzi_3	301000058	道馆演武数字3
340580004	ui_daoguanyanwu_shuzi_4	301000058	道馆演武数字4
340580005	ui_daoguanyanwu_shuzi_5	301000058	道馆演武数字5
340580006	ui_daoguanyanwu_shuzi_6	301000058	道馆演武数字6
340580007	ui_daoguanyanwu_shuzi_7	301000058	道馆演武数字7
340580008	ui_daoguanyanwu_shuzi_8	301000058	道馆演武数字8
340580009	ui_daoguanyanwu_shuzi_9	301000058	道馆演武数字9
340610000	ui_daoguanyanwu_shuzi_0	301000061	埼玉家游戏数字0
340610001	ui_daoguanyanwu_shuzi_1	301000061	埼玉家游戏数字1
340610002	ui_daoguanyanwu_shuzi_2	301000061	埼玉家游戏数字2
340610003	ui_daoguanyanwu_shuzi_3	301000061	埼玉家游戏数字3
340610004	ui_daoguanyanwu_shuzi_4	301000061	埼玉家游戏数字4
340610005	ui_daoguanyanwu_shuzi_5	301000061	埼玉家游戏数字5
340610006	ui_daoguanyanwu_shuzi_6	301000061	埼玉家游戏数字6
340610007	ui_daoguanyanwu_shuzi_7	301000061	埼玉家游戏数字7
340610008	ui_daoguanyanwu_shuzi_8	301000061	埼玉家游戏数字8
340610009	ui_daoguanyanwu_shuzi_9	301000061	埼玉家游戏数字9
340630001	ui_zhandou_qiangdi_guai1	301000063	强敌来袭1
340630002	ui_zhandou_qiangdi_guai2	301000063	强敌来袭2
340630003	ui_zhandou_qiangdi_guai3	301000063	强敌来袭3
340630004	ui_zhandou_qiangdi_guai4	301000063	强敌来袭4
340630005	ui_zhandou_qiangdi_guai5	301000063	强敌来袭5
340650000	ui_zhandou_shuzi_0	301000065	战斗文字_0
340650001	ui_zhandou_shuzi_1	301000065	战斗文字_1
340650002	ui_zhandou_shuzi_2	301000065	战斗文字_2
340650003	ui_zhandou_shuzi_3	301000065	战斗文字_3
340650004	ui_zhandou_shuzi_4	301000065	战斗文字_4
340650005	ui_zhandou_shuzi_5	301000065	战斗文字_5
340650006	ui_zhandou_shuzi_6	301000065	战斗文字_6
340650007	ui_zhandou_shuzi_7	301000065	战斗文字_7
340650008	ui_zhandou_shuzi_8	301000065	战斗文字_8
340650009	ui_zhandou_shuzi_9	301000065	战斗文字_9
340650101	ui_zhandou_wenzi_baoji	301000065	战斗文字
340650102	ui_zhandou_wenzi_chongneng	301000065	战斗文字
340650103	ui_zhandou_wenzi_fanji	301000065	战斗文字
340650104	ui_zhandou_wenzi_hudun	301000065	战斗文字
340650105	ui_zhandou_wenzi_huifu	301000065	战斗文字
340650106	ui_zhandou_wenzi_jianshang	301000065	战斗文字
340650107	ui_zhandou_wenzi_wuwei	301000065	战斗文字
340650108	ui_zhandou_wenzi_zaidong	301000065	战斗文字
340650109	ui_zhandou_wenzi_zengshang	301000065	战斗文字
340650110	ui_zhandou_wenzi_zhenpo	301000065	战斗文字
340650111	ui_zhandou_wenzi_zhuiji	301000065	战斗文字
340650112	ui_zhandou_wenzi_wudi	301000065	战斗文字
340660000	ui_zhandou_shuzi_0	301000066	战斗文字_0
340660001	ui_zhandou_shuzi_1	301000066	战斗文字_1
340660002	ui_zhandou_shuzi_2	301000066	战斗文字_2
340660003	ui_zhandou_shuzi_3	301000066	战斗文字_3
340660004	ui_zhandou_shuzi_4	301000066	战斗文字_4
340660005	ui_zhandou_shuzi_5	301000066	战斗文字_5
340660006	ui_zhandou_shuzi_6	301000066	战斗文字_6
340660007	ui_zhandou_shuzi_7	301000066	战斗文字_7
340660008	ui_zhandou_shuzi_8	301000066	战斗文字_8
340660009	ui_zhandou_shuzi_9	301000066	战斗文字_9
340670001	ui_bubble_001	340710001	聊天气泡1
340680001	ui_bubble_001	340720001	聊天背景1
340690001	defaultsprite	301000069	透明图
340700001	ui_bubble_001	301000070	聊天气泡1
340700002	ui_bubble_002	301000070	聊天气泡2
340700003	ui_bubble_003	301000070	聊天气泡3
340700004	ui_bubble_004	301000070	聊天气泡4
340700005	ui_bubble_005	301000070	聊天气泡5
340700006	ui_bubble_006	301000070	聊天气泡6
340710001	ui_liaotian_duihuak	301000071	聊天气泡默认
