id	type	description	skillDescription	attrType	attrNum	upgradeAdd	name	pos	quality	sequence	skillId	extraSkillId	
2162	3	回路效果:攻击时，如果目标处于被控制状态，伤害提高35%	回路效果:攻击时，如果目标处于被控制状态，伤害提高35%	0	0	0	制衡	0	 	2	2016011	0
2163	3	回路效果:伤害提高至55%	回路效果:伤害提高至55%	0	0	0	制衡	0	 	3	2016012	0
2172	3	回路效果:使用单体伤害技能时，对主目标以外的敌人造成攻击力50%的溅射伤害	回路效果:使用单体伤害技能时，对主目标以外的敌人造成攻击力50%的溅射伤害	0	0	0	电极火花	0	 	2	2023011	0
2182	3	回路效果:每多攻击一名敌人，对全体目标追加8%攻击力的额外伤害	回路效果:每多攻击一名敌人，对全体目标追加8%攻击力的额外伤害	0	0	0	热感扫描	0	 	2	2022011	0
2192	3	回路效果:使用S技能后恢复20%生命值，并使下次绝技伤害提升20%	回路效果:使用S技能后恢复20%生命值，并使下次绝技伤害提升20%	0	0	0	增幅晶球	0	 	2	2020011	0
2202	3	回路效果:每次行动后可恢复10%生命值	回路效果:每次行动后可恢复10%生命值	0	0	0	万用绷带	0	 	2	2021011	0
2212	3	回路效果:如果当前回合未消耗能量，则下一回合攻击提升30%	回路效果:如果当前回合未消耗能量，则下一回合攻击提升30%	0	0	0	格斗冠军	0	 	2	2024011	0
2222	3	回路效果:击败目标后，下一回合攻击提升40%	回路效果:击败目标后，下一回合攻击提升40%	0	0	0	爆焰徽章	0	 	2	2025011	0
2232	3	回路效果:蚊娘首次行动时获得6层血液能量，如果处于非受控状态则立即释放S技能（仅蚊娘佩戴生效）	回路效果:蚊娘首次行动时获得6层血液能量，如果处于非受控状态则立即释放S技能（仅蚊娘佩戴生效）	0	0	0	血源核心	0	 	2	2026011	0
2242	3	回路效果:阿修罗重击第一次触发暴击再放时暴击率不减半（仅阿修罗独角仙佩戴生效）	回路效果:阿修罗重击第一次触发暴击再放时暴击率不减半（仅阿修罗独角仙佩戴生效）	0	0	0	暴走因子	0	 	2	2027011	0
2252	3	回路效果:提高我方全体10%攻击，降低我方全体10%生命，多人穿戴时仅生效1次（团队型源核只能生效一种）	回路效果:提高我方全体10%攻击，降低我方全体10%生命，多人穿戴时仅生效1次（团队型源核只能生效一种）	0	0	0	冲锋号令	0	 	2	2028011	0
2262	3	回路效果:提高我方全体30%抵抗，降低我方全体30%命中，多人穿戴时仅生效1次（团队型源核只能生效一种）	回路效果:提高我方全体30%抵抗，降低我方全体30%命中，多人穿戴时仅生效1次（团队型源核只能生效一种）	0	0	0	烟雾屏障	0	 	2	2029011	0
2272	3	回路效果:造成伤害时无视50%防御（仅音速索尼克佩戴生效）	回路效果:造成伤害时无视50%防御（仅音速索尼克佩戴生效）	0	0	0	爆破飞镖	0	 	2	2030011	0
2282	3	回路效果:有其他队友存活时，自身回合开始时增加3层信心，最多增加到5层（仅超合金黑光佩戴生效）	回路效果:有其他队友存活时，自身回合开始时增加3层信心，最多增加到5层（仅超合金黑光佩戴生效）	0	0	0	重型杠铃	0	 	2	2031011	0
2292	3	回路效果:使用绝技后有60%的概率不清除蓄力效果（仅闪光弗莱士佩戴生效）	回路效果:使用绝技后有60%的概率不清除蓄力效果（仅闪光弗莱士佩戴生效）	0	0	0	闪光发卡	0	 	2	2032011	0
3000	4	 颜色属性--生命+10	技能--暂无技能	5	10	0	 	0	 	0	0	0
3001	4	 颜色属性--生命加成+10%	技能--暂无技能	4	10	0	 	0	 	0	0	0
3002	4	 颜色属性--生命+10%	技能--暂无技能	5	10	0	 	0	 	0	0	0
3003	4	 颜色属性--生命加成+10%	技能--暂无技能	4	10	0	 	0	 	0	0	0
3004	4	 颜色属性--攻击加成+10%	技能--暂无技能	9	10	0	 	0	 	0	0	0
3005	4	关卡体力消耗翻倍、产出翻倍（效果唯一）	关卡体力消耗翻倍、产出翻倍（效果唯一）	0	0	0	 	0	 	0	0	0
3006	4	钞票产出增加15%（效果唯一）	钞票产出增加15%（效果唯一）	0	0	0	 	0	 	0	0	0
3007	4	战斗开始时获得50点S能量	战斗开始时获得50点S能量	0	0	0	 	0	 	0	0	0
3011	4	体力消耗及掉落1.2倍	体力消耗及掉落1.2倍	0	0	0	体力消耗及掉落	0	 	1	0	0
3012	4	体力消耗及掉落1.5倍	体力消耗及掉落1.5倍	0	0	0	体力消耗及掉落	0	 	2	0	0
3013	4	体力消耗及掉落2倍	体力消耗及掉落2倍	0	0	0	体力消耗及掉落	0	 	3	0	0
3021	4	模拟训练经验产出提高20%	模拟训练经验产出提高20%	0	0	0	全息训练经验产出	0	 	1	0	401
3022	4	模拟训练经验产出提高40%	模拟训练经验产出提高40%	0	0	0	全息训练经验产出	0	 	2	0	402
3023	4	模拟训练经验产出提高60%	模拟训练经验产出提高60%	0	0	0	全息训练经验产出	0	 	3	0	403
3031	4	体力副本中钞票产出提高30%	体力副本中钞票产出提高30%	0	0	0	体力副本中钞票产出	0	 	1	0	201
3032	4	体力副本中钞票产出提高50%	体力副本中钞票产出提高50%	0	0	0	体力副本中钞票产出	0	 	2	0	202
3033	4	体力副本中钞票产出提高70%	体力副本中钞票产出提高70%	0	0	0	体力副本中钞票产出	0	 	3	0	203
3041	4	英雄试炼中源核产出20%双倍	英雄试炼中源核产出20%双倍	0	0	0	英雄试炼中源核产出	0	 	1	0	301
3042	4	英雄试炼中源核产出40%双倍	英雄试炼中源核产出40%双倍	0	0	0	英雄试炼中源核产出	0	 	2	0	302
3043	4	英雄试炼中源核产出60%双倍	英雄试炼中源核产出60%双倍	0	0	0	英雄试炼中源核产出	0	 	3	0	303
3051	4	解锁三倍速属性：生命加成+7.5%	二阶颜色属性：生命加成+7.5%	0	0	0	解锁三倍速	0	 	1	0	0
3061	4	额外经验1属性：抵抗+45	二阶颜色属性：抵抗+45	0	0	0	额外经验	0	 	1	0	0
3062	4	额外经验2属性：命中+30	二阶颜色属性：命中+30	0	0	0	额外经验	0	 	2	0	0
3063	4	额外经验3属性：攻击加成+6%	二阶颜色属性：攻击加成+6%	0	0	0	额外经验	0	 	3	0	0
3071	4	进化之家觉醒材料产出20%双倍	进化之家觉醒材料产出20%双倍	0	0	0	进化之家觉醒材料产出	0	 	1	0	501
3072	4	进化之家觉醒材料产出40%双倍	进化之家觉醒材料产出40%双倍	0	0	0	进化之家觉醒材料产出	0	 	2	0	502
3073	4	进化之家觉醒材料产出60%双倍	进化之家觉醒材料产出60%双倍	0	0	0	进化之家觉醒材料产出	0	 	3	0	503
3081	4	侦查详细数值属性：命中+36	二阶颜色属性：命中+36	0	0	0	侦查详细数值属性	0	 	1	0	0
4501	2	闪光属性--攻击加成+52_通用_位置_橙	技能--暂无技能	9	52	0	通用	0	橙	1	0	0
4401	2	闪光属性--攻击加成+39_通用_位置_紫	技能--暂无技能	9	39	0	通用	0	紫	1	0	0
4301	2	闪光属性--攻击加成+27_通用_位置_蓝	技能--暂无技能	9	27	0	通用	0	蓝	1	0	0
4502	2	闪光属性--暴击+43_通用_位置_橙	技能--暂无技能	18	43	0	通用	0	橙	2	0	0
4402	2	闪光属性--暴击+33_通用_位置_紫	技能--暂无技能	18	33	0	通用	0	紫	2	0	0
4302	2	闪光属性--暴击+23_通用_位置_蓝	技能--暂无技能	18	23	0	通用	0	蓝	2	0	0
4503	2	闪光属性--暴伤+90_通用_位置_橙	技能--暂无技能	23	90	0	通用	0	橙	3	0	0
4403	2	闪光属性--暴伤+68_通用_位置_紫	技能--暂无技能	23	68	0	通用	0	紫	3	0	0
4303	2	闪光属性--暴伤+46_通用_位置_蓝	技能--暂无技能	23	46	0	通用	0	蓝	3	0	0
4504	2	闪光属性--生命加成+80_通用_位置_橙	技能--暂无技能	4	80	0	通用	0	橙	4	0	0
4404	2	闪光属性--生命加成+60_通用_位置_紫	技能--暂无技能	4	60	0	通用	0	紫	4	0	0
4304	2	闪光属性--生命加成+41_通用_位置_蓝	技能--暂无技能	4	41	0	通用	0	蓝	4	0	0
4505	2	闪光属性--防御加成+67_通用_位置_橙	技能--暂无技能	14	67	0	通用	0	橙	5	0	0
4405	2	闪光属性--防御加成+51_通用_位置_紫	技能--暂无技能	14	51	0	通用	0	紫	5	0	0
4305	2	闪光属性--防御加成+35_通用_位置_蓝	技能--暂无技能	14	35	0	通用	0	蓝	5	0	0
4506	2	闪光属性--回能+53_通用_位置_橙	技能--暂无技能	61	53	0	通用	0	橙	6	0	0
4406	2	闪光属性--回能+40_通用_位置_紫	技能--暂无技能	61	40	0	通用	0	紫	6	0	0
4306	2	闪光属性--回能+27_通用_位置_蓝	技能--暂无技能	61	27	0	通用	0	蓝	6	0	0
