id	description	quality	lv1	lv2	lv3	lv4	lv5	lv6	lv7	lv8	lv9	lv10	lv11	lv12	lv13	lv14	lv15	
4416300	制衡：位置4	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4416400	制衡：位置4	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4416500	制衡：位置4	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4117100	主核：电极火花_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4117200	主核：电极火花_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4117300	主核：电极火花_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4117400	主核：电极火花_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4117500	主核：电极火花_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4118100	主核：热感扫描_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4118200	主核：热感扫描_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4118300	主核：热感扫描_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4118400	主核：热感扫描_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4118500	主核：热感扫描_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4119100	主核：意念冠冕_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4119200	主核：意念冠冕_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4119300	主核：意念冠冕_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4119400	主核：意念冠冕_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4119500	主核：意念冠冕_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4120100	主核：斗志绷带_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4120200	主核：斗志绷带_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4120300	主核：斗志绷带_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4120400	主核：斗志绷带_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4120500	主核：斗志绷带_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4121100	主核：格斗冠军_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4121200	主核：格斗冠军_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4121300	主核：格斗冠军_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4121400	主核：格斗冠军_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4121500	主核：格斗冠军_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4122100	主核：英雄狩猎_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4122200	主核：英雄狩猎_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4122300	主核：英雄狩猎_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4122400	主核：英雄狩猎_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4122500	主核：英雄狩猎_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4217100	电极火花：位置2_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4217200	电极火花：位置2_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4217300	电极火花：位置2_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4217400	电极火花：位置2_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4217500	电极火花：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4317100	电极火花：位置3_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4317200	电极火花：位置3_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4317300	电极火花：位置3_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4317400	电极火花：位置3_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4317500	电极火花：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4417100	电极火花：位置4_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4417200	电极火花：位置4_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4417300	电极火花：位置4_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4417400	电极火花：位置4_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4417500	电极火花：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4218100	热感扫描：位置2_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4218200	热感扫描：位置2_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4218300	热感扫描：位置2_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4218400	热感扫描：位置2_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4218500	热感扫描：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4318100	热感扫描：位置3_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4318200	热感扫描：位置3_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4318300	热感扫描：位置3_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4318400	热感扫描：位置3_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4318500	热感扫描：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4418100	热感扫描：位置4_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4418200	热感扫描：位置4_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4418300	热感扫描：位置4_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4418400	热感扫描：位置4_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4418500	热感扫描：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4219100	意念冠冕：位置2_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4219200	意念冠冕：位置2_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4219300	意念冠冕：位置2_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4219400	意念冠冕：位置2_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4219500	意念冠冕：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4319100	意念冠冕：位置3_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4319200	意念冠冕：位置3_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4319300	意念冠冕：位置3_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4319400	意念冠冕：位置3_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4319500	意念冠冕：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4419100	意念冠冕：位置4_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4419200	意念冠冕：位置4_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4419300	意念冠冕：位置4_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4419400	意念冠冕：位置4_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4419500	意念冠冕：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4220100	斗志绷带：位置2_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4220200	斗志绷带：位置2_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4220300	斗志绷带：位置2_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4220400	斗志绷带：位置2_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4220500	斗志绷带：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4320100	斗志绷带：位置3_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4320200	斗志绷带：位置3_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4320300	斗志绷带：位置3_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4320400	斗志绷带：位置3_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4320500	斗志绷带：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4420100	斗志绷带：位置4_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4420200	斗志绷带：位置4_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4420300	斗志绷带：位置4_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4420400	斗志绷带：位置4_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4420500	斗志绷带：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4221100	格斗冠军：位置2_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4221200	格斗冠军：位置2_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4221300	格斗冠军：位置2_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4221400	格斗冠军：位置2_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4221500	格斗冠军：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4321100	格斗冠军：位置3_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4321200	格斗冠军：位置3_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4321300	格斗冠军：位置3_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4321400	格斗冠军：位置3_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4321500	格斗冠军：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4421100	格斗冠军：位置4_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4421200	格斗冠军：位置4_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4421300	格斗冠军：位置4_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4421400	格斗冠军：位置4_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4421500	格斗冠军：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4222100	英雄狩猎：位置2_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4222200	英雄狩猎：位置2_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4222300	英雄狩猎：位置2_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4222400	英雄狩猎：位置2_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4222500	英雄狩猎：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4322100	英雄狩猎：位置3_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4322200	英雄狩猎：位置3_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4322300	英雄狩猎：位置3_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4322400	英雄狩猎：位置3_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4322500	英雄狩猎：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4422100	英雄狩猎：位置4_白	1	10	15	20	0	0	0	0	0	0	0	0	0	0	0	0
4422200	英雄狩猎：位置4_绿	2	11	17	23	29	35	41	0	0	0	0	0	0	0	0	0
4422300	英雄狩猎：位置4_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4422400	英雄狩猎：位置4_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4422500	英雄狩猎：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4101110	主核：幸运_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4101210	主核：幸运_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4101310	主核：幸运_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4101410	主核：幸运_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4101510	主核：幸运_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4102110	主核：聚能_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4102210	主核：聚能_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4102310	主核：聚能_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4102410	主核：聚能_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4102510	主核：聚能_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4103110	主核：窃夺_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4103210	主核：窃夺_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4103310	主核：窃夺_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4103410	主核：窃夺_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4103510	主核：窃夺_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4104110	主核：先制_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4104210	主核：先制_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4104310	主核：先制_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4104410	主核：先制_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4104510	主核：先制_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4105110	主核：共振_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4105210	主核：共振_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4105310	主核：共振_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4105410	主核：共振_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4105510	主核：共振_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4106110	主核：终结_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4106210	主核：终结_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4106310	主核：终结_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4106410	主核：终结_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4106510	主核：终结_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4107110	主核：破甲_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4107210	主核：破甲_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4107310	主核：破甲_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4107410	主核：破甲_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4107510	主核：破甲_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4108110	主核：坚韧_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4108210	主核：坚韧_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4108310	主核：坚韧_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4108410	主核：坚韧_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4108510	主核：坚韧_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4109110	主核：钢骨_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4109210	主核：钢骨_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4109310	主核：钢骨_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4109410	主核：钢骨_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4109510	主核：钢骨_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4110110	主核：不屈_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4110210	主核：不屈_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4110310	主核：不屈_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4110410	主核：不屈_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4110510	主核：不屈_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4111110	主核：磐石_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4111210	主核：磐石_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4111310	主核：磐石_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4111410	主核：磐石_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4111510	主核：磐石_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4112110	主核：激励_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4112210	主核：激励_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4112310	主核：激励_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4112410	主核：激励_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4112510	主核：激励_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4113110	主核：守护_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4113210	主核：守护_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4113310	主核：守护_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4113410	主核：守护_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4113510	主核：守护_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4114110	主核：爱_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4114210	主核：爱_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4114310	主核：爱_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4114410	主核：爱_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4114510	主核：爱_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4115110	主核：驱散_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4115210	主核：驱散_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4115310	主核：驱散_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4115410	主核：驱散_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4115510	主核：驱散_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4116110	主核：制衡_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4116210	主核：制衡_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4116310	主核：制衡_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4116410	主核：制衡_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4116510	主核：制衡_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4117110	主核：电极火花_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4117210	主核：电极火花_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4117310	主核：电极火花_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4117410	主核：电极火花_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4117510	主核：电极火花_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4118110	主核：热感扫描_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4118210	主核：热感扫描_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4118310	主核：热感扫描_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4118410	主核：热感扫描_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4118510	主核：热感扫描_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4119110	主核：增幅晶球_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4119210	主核：增幅晶球_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4119310	主核：增幅晶球_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4119410	主核：增幅晶球_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4119510	主核：增幅晶球_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4120110	主核：万用绷带_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4120210	主核：万用绷带_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4120310	主核：万用绷带_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4120410	主核：万用绷带_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4120510	主核：万用绷带_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4121110	主核：格斗冠军_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4121210	主核：格斗冠军_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4121310	主核：格斗冠军_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4121410	主核：格斗冠军_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4121510	主核：格斗冠军_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4122110	主核：爆焰徽章_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4122210	主核：爆焰徽章_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4122310	主核：爆焰徽章_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4122410	主核：爆焰徽章_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4122510	主核：爆焰徽章_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4201110	幸运：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4201210	幸运：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4201310	幸运：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4201410	幸运：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4201510	幸运：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4301110	幸运：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4301210	幸运：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4301310	幸运：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4301410	幸运：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4301510	幸运：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4401110	幸运：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4401210	幸运：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4401310	幸运：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4401410	幸运：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4401510	幸运：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4202110	聚能：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4202210	聚能：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4202310	聚能：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4202410	聚能：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4202510	聚能：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4302110	聚能：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4302210	聚能：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4302310	聚能：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4302410	聚能：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4302510	聚能：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4402110	聚能：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4402210	聚能：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4402310	聚能：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4402410	聚能：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4402510	聚能：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4203110	窃夺：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4203210	窃夺：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4203310	窃夺：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4203410	窃夺：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4203510	窃夺：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4303110	窃夺：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4303210	窃夺：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4303310	窃夺：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4303410	窃夺：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4303510	窃夺：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4403110	窃夺：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4403210	窃夺：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4403310	窃夺：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4403410	窃夺：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4403510	窃夺：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4204110	先制：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4204210	先制：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4204310	先制：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
