id	title	name	questType	scheDuling	page	condition	rewardShow	drop	redirectionId	priority	pointType	point	startTime	endTime	titlePicId	
94018	 	段位到达铂金I	84	2	1	94018	20000701	20000701	19	94018	0	0	43831	401768	0
94019	 	段位到达王者	84	2	1	94019	20000702	20000702	19	94019	0	0	43831	401768	0
94020	 	每日参与5次	84	3	1	94020	20000811	20000811	19	94020	0	0	43831	401768	0
94021	 	每日胜利3次	84	3	1	94021	20000812	20000812	19	94021	0	0	43831	401768	0
94022	 	累计参与60次	84	3	1	94022	20000813	20000813	19	94022	0	0	43831	401768	0
94023	 	累计胜利35次	84	3	1	94023	20000814	20000814	19	94023	0	0	43831	401768	0
94024	 	段位到达青铜I	84	3	1	94024	20000815	20000815	19	94024	0	0	43831	401768	0
94025	 	段位到达白银I	84	3	1	94025	20000816	20000816	19	94025	0	0	43831	401768	0
94026	 	段位到达黄金I	84	3	1	94026	20000817	20000817	19	94026	0	0	43831	401768	0
94027	 	段位到达铂金I	84	3	1	94027	20000818	20000818	19	94027	0	0	43831	401768	0
94028	 	段位到达王者	84	3	1	94028	20000819	20000819	19	94028	0	0	43831	401768	0
94029	 	每日参与5次	84	4	1	94029	20000811	20000811	19	94029	0	0	43831	401768	0
94030	 	每日胜利3次	84	4	1	94030	20000812	20000812	19	94030	0	0	43831	401768	0
94031	 	累计参与60次	84	4	1	94031	20000813	20000813	19	94031	0	0	43831	401768	0
94032	 	累计胜利35次	84	4	1	94032	20000814	20000814	19	94032	0	0	43831	401768	0
94033	 	段位到达青铜I	84	4	1	94033	20000815	20000815	19	94033	0	0	43831	401768	0
94034	 	段位到达白银I	84	4	1	94034	20000816	20000816	19	94034	0	0	43831	401768	0
94035	 	段位到达黄金I	84	4	1	94035	20000817	20000817	19	94035	0	0	43831	401768	0
94036	 	段位到达铂金I	84	4	1	94036	20000818	20000818	19	94036	0	0	43831	401768	0
94037	 	段位到达王者	84	4	1	94037	20000819	20000819	19	94037	0	0	43831	401768	0
96001	 	 	91	2	1	96001	0	0	0	0	0	0	43831	401768	0
96002	 	 	91	2	1	96002	0	0	0	0	0	0	43831	401768	0
96003	 	 	91	3	1	96003	0	0	0	0	0	0	43831	401768	0
96004	 	 	91	3	1	96004	0	0	0	0	0	0	43831	401768	0
96005	 	 	91	1	1	96005	0	0	0	0	0	0	43831	401768	0
96006	 	 	91	1	1	96006	0	0	0	0	0	0	43831	401768	0
96007	 	 	142	1	1	96007	0	0	0	0	0	0	43831	401768	0
96008	 	 	142	1	1	96008	0	0	0	0	0	0	43831	401768	0
96009	 	 	142	2	1	96009	0	0	0	0	0	0	43831	401768	0
96010	 	 	142	2	1	96010	0	0	0	0	0	0	43831	401768	0
96011	 	 	142	3	1	96011	0	0	0	0	0	0	43831	401768	0
96012	 	 	142	3	1	96012	0	0	0	0	0	0	43831	401768	0
96013	 	 	142	4	1	96013	0	0	0	0	0	0	43831	401768	0
96014	 	 	142	4	1	96014	0	0	0	0	0	0	43831	401768	0
96015	 	 	142	5	1	96015	0	0	0	0	0	0	43831	401768	0
96016	 	 	142	5	1	96016	0	0	0	0	0	0	43831	401768	0
96017	 	 	142	6	1	96017	0	0	0	0	0	0	43831	401768	0
96018	 	 	142	6	1	96018	0	0	0	0	0	0	43831	401768	0
96019	 	 	142	7	1	96019	0	0	0	0	0	0	43831	401768	0
96020	 	 	142	7	1	96020	0	0	0	0	0	0	43831	401768	0
96021	 	 	142	8	1	96021	0	0	0	0	0	0	43831	401768	0
96022	 	 	142	8	1	96022	0	0	0	0	0	0	43831	401768	0
96023	 	 	142	9	1	96023	0	0	0	0	0	0	43831	401768	0
96024	 	 	142	9	1	96024	0	0	0	0	0	0	43831	401768	0
96025	 	 	142	10	1	96025	0	0	0	0	0	0	43831	401768	0
96026	 	 	142	10	1	96026	0	0	0	0	0	0	43831	401768	0
96027	 	 	142	11	1	96027	0	0	0	0	0	0	43831	401768	0
96028	 	 	142	11	1	96028	0	0	0	0	0	0	43831	401768	0
96029	 	 	142	12	1	96029	0	0	0	0	0	0	43831	401768	0
96030	 	 	142	12	1	96030	0	0	0	0	0	0	43831	401768	0
96031	 	 	142	13	1	96031	0	0	0	0	0	0	43831	401768	0
96032	 	 	142	13	1	96032	0	0	0	0	0	0	43831	401768	0
96033	 	 	142	14	1	96033	0	0	0	0	0	0	43831	401768	0
96034	 	 	142	14	1	96034	0	0	0	0	0	0	43831	401768	0
96503	 	每日参与限定招募10次	92	2	1	96503	20000100	20000100	138	96503	0	0	43831	401768	0
96504	 	每日参与限定招募30次	92	2	1	96504	20000101	20000101	138	96504	0	0	43831	401768	0
96505	 	累计参与限定招募50次	92	2	1	96505	20000102	20000102	138	96505	0	0	43831	401768	0
96506	 	累计参与限定招募70次	92	2	1	96506	20000103	20000103	138	96506	0	0	43831	401768	0
96507	 	累计参与限定招募100次	92	2	1	96507	20000104	20000104	138	96507	0	0	43831	401768	0
96508	 	累计参与限定招募200次	92	2	1	96508	20000105	20000105	138	96508	0	0	43831	401768	0
96509	 	累计参与限定招募300次	92	2	1	96509	20000106	20000106	138	96509	0	0	43831	401768	0
96510	 	累计参与限定招募500次	92	2	1	96510	20000107	20000107	138	96510	0	0	43831	401768	0
96511	 	累计参与限定招募650次	92	2	1	96511	20000108	20000108	138	96511	0	0	43831	401768	0
96512	 	累计参与限定招募900次	92	2	1	96512	20000109	20000109	138	96512	0	0	43831	401768	0
96513	 	每日参与限定招募10次	92	3	1	96513	20000100	20000100	139	96513	0	0	43831	401768	0
96514	 	每日参与限定招募30次	92	3	1	96514	20000101	20000101	139	96514	0	0	43831	401768	0
96515	 	累计参与限定招募50次	92	3	1	96515	20000102	20000102	139	96515	0	0	43831	401768	0
96516	 	累计参与限定招募70次	92	3	1	96516	20000103	20000103	139	96516	0	0	43831	401768	0
96517	 	累计参与限定招募100次	92	3	1	96517	20000104	20000104	139	96517	0	0	43831	401768	0
96518	 	累计参与限定招募200次	92	3	1	96518	20000105	20000105	139	96518	0	0	43831	401768	0
96519	 	累计参与限定招募300次	92	3	1	96519	20000106	20000106	139	96519	0	0	43831	401768	0
96520	 	累计参与限定招募500次	92	3	1	96520	20000107	20000107	139	96520	0	0	43831	401768	0
96521	 	累计参与限定招募650次	92	3	1	96521	20000108	20000108	139	96521	0	0	43831	401768	0
96522	 	累计参与限定招募900次	92	3	1	96522	20000109	20000109	139	96522	0	0	43831	401768	0
96523	 	每日参与限定招募10次	92	1	1	96513	20000100	20000100	105	96523	0	0	43831	401768	0
96524	 	每日参与限定招募30次	92	1	1	96514	20000101	20000101	105	96524	0	0	43831	401768	0
96525	 	累计参与限定招募50次	92	1	1	96515	20000102	20000102	105	96525	0	0	43831	401768	0
96526	 	累计参与限定招募70次	92	1	1	96516	20000103	20000103	105	96526	0	0	43831	401768	0
96527	 	累计参与限定招募100次	92	1	1	96517	20000104	20000104	105	96527	0	0	43831	401768	0
96528	 	累计参与限定招募200次	92	1	1	96518	20000105	20000105	105	96528	0	0	43831	401768	0
96529	 	累计参与限定招募300次	92	1	1	96519	20000106	20000106	105	96529	0	0	43831	401768	0
96530	 	累计参与限定招募500次	92	1	1	96520	20000107	20000107	105	96530	0	0	43831	401768	0
96531	 	累计参与限定招募650次	92	1	1	96521	20000108	20000108	105	96531	0	0	43831	401768	0
96532	 	累计参与限定招募900次	92	1	1	96522	20000109	20000109	105	96532	0	0	43831	401768	0
96533	 	每日参与限定招募10次	143	1	1	96533	20000100	20000100	105	96533	0	0	43831	401768	0
96534	 	每日参与限定招募30次	143	1	1	96534	20000101	20000101	105	96534	0	0	43831	401768	0
96535	 	累计参与限定招募50次	143	1	1	96535	20000102	20000102	105	96535	0	0	43831	401768	0
96536	 	累计参与限定招募70次	143	1	1	96536	20000103	20000103	105	96536	0	0	43831	401768	0
96537	 	累计参与限定招募100次	143	1	1	96537	20000104	20000104	105	96537	0	0	43831	401768	0
96538	 	累计参与限定招募200次	143	1	1	96538	20000105	20000105	105	96538	0	0	43831	401768	0
96539	 	累计参与限定招募300次	143	1	1	96539	20000106	20000106	105	96539	0	0	43831	401768	0
96540	 	累计参与限定招募500次	143	1	1	96540	20000107	20000107	105	96540	0	0	43831	401768	0
96541	 	累计参与限定招募650次	143	1	1	96541	20000108	20000108	105	96541	0	0	43831	401768	0
96542	 	累计参与限定招募900次	143	1	1	96542	20000109	20000109	105	96542	0	0	43831	401768	0
96543	 	拥有SR盔甲大猩猩	143	2	1	96543	20000579	20000579	53	96543	0	0	43831	401768	0
96544	 	拥有SR兽王	143	2	1	96544	20000580	20000580	53	96544	0	0	43831	401768	0
96545	 	拥有SSR蚊娘	143	2	1	96545	20000581	20000581	68	96545	0	0	43831	401768	0
96546	 	拥有SSR阿修罗独角仙	143	2	1	96546	20000582	20000582	53	96546	0	0	43831	401768	0
96547	 	拥有突破+5 SSR阿修罗独角仙	143	2	1	96547	20000583	20000583	2	96547	0	0	43831	401768	0
96548	 	拥有突破+5 SSR蚊娘	143	2	1	96548	20000584	20000584	2	96548	0	0	43831	401768	0
96549	 	拥有SSR战栗的龙卷	143	3	1	96549	20000585	20000585	77	96549	0	0	43831	401768	0
96550	 	拥有SSR超合金黑光	143	3	1	96550	20000586	20000586	77	96550	0	0	43831	401768	0
96551	 	拥有SSR僵尸男	143	3	1	96551	20000587	20000587	77	96551	0	0	43831	401768	0
96552	 	拥有SSR闪光弗莱士	143	3	1	96552	20000588	20000588	77	96552	0	0	43831	401768	0
96553	 	拥有SSR警犬侠	143	3	1	96553	20000589	20000589	77	96553	0	0	43831	401768	0
96554	 	拥有突破+5 SSR警犬侠	143	3	1	96554	20000590	20000590	2	96554	0	0	43831	401768	0
96555	 	拥有背心猛虎	143	4	1	96555	20000657	20000657	159	96555	0	0	43831	401768	0
96556	 	拥有背心黑洞	143	4	1	96556	20000658	20000658	159	96556	0	0	43831	401768	0
96557	 	拥有+5背心猛虎	143	4	1	96557	20000659	20000659	2	96557	0	0	43831	401768	0
96558	 	拥有+5背心黑洞	143	4	1	96558	20000660	20000660	2	96558	0	0	43831	401768	0
96559	 	拥有背心尊者	143	4	1	96559	20000661	20000661	159	96559	0	0	43831	401768	0
96560	 	拥有+5背心尊者	143	4	1	96560	20000662	20000662	2	96560	0	0	43831	401768	0
96567	 	拥有SR兽王	143	7	1	96567	20000804	20000804	2	96567	0	0	43831	401768	0
96568	 	拥有SR盔甲大猩猩	143	7	1	96568	20000805	20000805	2	96568	0	0	43831	401768	0
96569	 	拥有SSR阿修罗独角仙	143	7	1	96569	20000806	20000806	2	96569	0	0	43831	401768	0
96570	 	拥有SSR蚊娘	143	7	1	96570	20000807	20000807	2	96570	0	0	43831	401768	0
96571	 	拥有SSR深海王	143	7	1	96571	20000808	20000808	2	96571	0	0	43831	401768	0
96572	 	拥有SSR疫苗人	143	7	1	96572	20000809	20000809	168	96572	0	0	43831	401768	0
96573	 	拥有6星SSR疫苗人	143	7	1	96573	20000810	20000810	2	96573	0	0	43831	401768	0
96561	 	拥有SR兽王	143	5	1	96561	20000709	20000709	2	96561	0	0	43831	401768	0
96562	 	拥有SR盔甲大猩猩	143	5	1	96562	20000709	20000709	2	96562	0	0	43831	401768	0
96563	 	拥有SSR阿修罗独角仙	143	5	1	96563	20000709	20000709	2	96563	0	0	43831	401768	0
96564	 	拥有SSR蚊娘	143	5	1	96564	20000709	20000709	2	96564	0	0	43831	401768	0
96565	 	拥有SSR深海王	143	5	1	96565	20000713	20000713	164	96565	0	0	43831	401768	0
96566	 	拥有6星SSR深海王	143	5	1	96566	20000713	20000713	2	96566	0	0	43831	401768	0
96574	 	每日消耗体力500点	143	6	1	96574	20000750	20000750	12	96574	0	0	43831	401768	0
96575	 	每日完成全部日常任务	143	6	1	96575	20000751	20000751	78	96575	0	0	43831	401768	0
96576	 	每日武道大会胜利5次	143	6	1	96576	20000752	20000752	19	96576	0	0	43831	401768	0
96577	 	通关无人区4次	143	6	1	96577	20000753	20000753	27	96577	0	0	43831	401768	0
96578	 	完成小游戏15次	143	6	1	96578	20000754	20000754	13	96578	0	0	43831	401768	0
96579	 	完成社团任务35次	143	6	1	96579	20000755	20000755	5	96579	0	0	43831	401768	0
96580	 	区域攻防胜利40次	143	6	1	96580	20000756	20000756	97	96580	0	0	43831	401768	0
96581	 	消耗体力3000点	143	6	1	96581	20000757	20000757	12	96581	0	0	43831	401768	0
96582	 	每日消耗体力500点	143	8	1	96582	20000820	20000820	12	96582	0	0	43831	401768	0
96583	 	每日完成全部日常任务	143	8	1	96583	20000821	20000821	78	96583	0	0	43831	401768	0
96584	 	每日区域攻防胜利5次	143	8	1	96584	20000822	20000822	97	96584	0	0	43831	401768	0
96585	 	通关无人区4次	143	8	1	96585	20000823	20000823	27	96585	0	0	43831	401768	0
96586	 	完成小游戏15次	143	8	1	96586	20000824	20000824	13	96586	0	0	43831	401768	0
96587	 	完成社团任务35次	143	8	1	96587	20000825	20000825	5	96587	0	0	43831	401768	0
96588	 	完成25次社团讨伐	143	8	1	96588	20000826	20000826	5	96588	0	0	43831	401768	0
96589	 	消耗体力3000点	143	8	1	96589	20000827	20000827	12	96589	0	0	43831	401768	0
96590	 	每日消耗体力500点	143	9	1	96590	20000820	20000820	12	96590	0	0	43831	401768	0
96591	 	每日完成全部日常任务	143	9	1	96591	20000821	20000821	78	96591	0	0	43831	401768	0
96592	 	每日区域攻防胜利5次	143	9	1	96592	20000822	20000822	97	96592	0	0	43831	401768	0
96593	 	通关无人区4次	143	9	1	96593	20000823	20000823	27	96593	0	0	43831	401768	0
96594	 	完成小游戏15次	143	9	1	96594	20000824	20000824	13	96594	0	0	43831	401768	0
96595	 	完成社团任务35次	143	9	1	96595	20000825	20000825	5	96595	0	0	43831	401768	0
96596	 	完成25次社团讨伐	143	9	1	96596	20000826	20000826	5	96596	0	0	43831	401768	0
96597	 	消耗体力3000点	143	9	1	96597	20000827	20000827	12	96597	0	0	43831	401768	0
96600	 	拥有SSR阿修罗独角仙	143	10	1	96600	20000713	20000713	2	96600	0	0	43831	401768	0
96601	 	拥有SSR蚊娘	143	10	1	96601	20000713	20000713	2	96601	0	0	43831	401768	0
96602	 	拥有SSR深海王	143	10	1	96602	20000713	20000713	2	96602	0	0	43831	401768	0
96603	 	拥有SSR疫苗人	143	10	1	96603	20000713	20000713	2	96603	0	0	43831	401768	0
96604	 	拥有SSR地底王	143	10	1	96604	20000713	20000713	173	96604	0	0	43831	401768	0
96605	 	拥有6星SSR地底王	143	10	1	96605	20000714	20000714	2	96605	0	0	43831	401768	0
96606	 	每日消耗体力500点	143	11	1	96606	20000820	20000820	12	96606	0	0	43831	401768	0
96607	 	每日完成全部日常任务	143	11	1	96607	20000821	20000821	78	96607	0	0	43831	401768	0
96608	 	每日区域攻防胜利5次	143	11	1	96608	20000822	20000822	97	96608	0	0	43831	401768	0
96609	 	通关无人区4次	143	11	1	96609	20000823	20000823	27	96609	0	0	43831	401768	0
96610	 	完成小游戏15次	143	11	1	96610	20000824	20000824	13	96610	0	0	43831	401768	0
96611	 	完成社团任务35次	143	11	1	96611	20000825	20000825	5	96611	0	0	43831	401768	0
96612	 	完成25次社团讨伐	143	11	1	96612	20000826	20000826	5	96612	0	0	43831	401768	0
96613	 	消耗体力3000点	143	11	1	96613	20000827	20000827	12	96613	0	0	43831	401768	0
96614	 	拥有战栗的龙卷	143	12	1	96614	20000713	20000713	2	96614	0	0	43831	401768	0
96615	 	拥有超合金黑光	143	12	1	96615	20000713	20000713	2	96615	0	0	43831	401768	0
96616	 	拥有僵尸男	143	12	1	96616	20000713	20000713	2	96616	0	0	43831	401768	0
96617	 	拥有闪光弗莱士	143	12	1	96617	20000713	20000713	2	96617	0	0	43831	401768	0
96618	 	拥有警犬侠	143	12	1	96618	20000713	20000713	2	96618	0	0	43831	401768	0
96619	 	拥有猪神	143	12	1	96619	20000714	20000714	176	96619	0	0	43831	401768	0
96620	 	拥有6星SSR猪神	143	12	1	96620	20000714	20000714	2	96620	0	0	43831	401768	0
96621	 	每日消耗体力500点	143	13	1	96621	20000820	20000820	12	96621	0	0	43831	401768	0
96622	 	每日完成全部日常任务	143	13	1	96622	20000821	20000821	78	96622	0	0	43831	401768	0
96623	 	每日区域攻防胜利5次	143	13	1	96623	20000822	20000822	97	96623	0	0	43831	401768	0
96624	 	通关无人区4次	143	13	1	96624	20000823	20000823	27	96624	0	0	43831	401768	0
96625	 	完成小游戏15次	143	13	1	96625	20000824	20000824	13	96625	0	0	43831	401768	0
96626	 	完成社团任务35次	143	13	1	96626	20000825	20000825	5	96626	0	0	43831	401768	0
96627	 	完成25次社团讨伐	143	13	1	96627	20000826	20000826	5	96627	0	0	43831	401768	0
96628	 	消耗体力3000点	143	13	1	96628	20000827	20000827	12	96628	0	0	43831	401768	0
96637	 	每日参与限定招募10次	85	2	1	96637	20000856	20000856	179	96637	0	0	43831	401768	0
96638	 	每日参与限定招募30次	85	2	1	96638	20000857	20000857	179	96638	0	0	43831	401768	0
96639	 	累计参与限定招募50次	85	2	1	96639	20000858	20000858	179	96639	0	0	43831	401768	0
96640	 	累计参与限定招募70次	85	2	1	96640	20000859	20000859	179	96640	0	0	43831	401768	0
96641	 	累计参与限定招募100次	85	2	1	96641	20000860	20000860	179	96641	0	0	43831	401768	0
96642	 	累计参与限定招募200次	85	2	1	96642	20000861	20000861	179	96642	0	0	43831	401768	0
96643	 	累计参与限定招募300次	85	2	1	96643	20000862	20000862	179	96643	0	0	43831	401768	0
96644	 	累计参与限定招募500次	85	2	1	96644	20000863	20000863	179	96644	0	0	43831	401768	0
96645	 	累计参与限定招募650次	85	2	1	96645	20000864	20000864	179	96645	0	0	43831	401768	0
96646	 	累计参与限定招募900次	85	2	1	96646	20000865	20000865	179	96646	0	0	43831	401768	0
96629	 	每日消耗体力500点	143	14	1	96629	20000820	20000820	12	96629	0	0	43831	401768	0
96630	 	每日完成全部日常任务	143	14	1	96630	20000821	20000821	78	96630	0	0	43831	401768	0
96631	 	每日区域攻防胜利5次	143	14	1	96631	20000822	20000822	97	96631	0	0	43831	401768	0
96632	 	通关无人区4次	143	14	1	96632	20000823	20000823	27	96632	0	0	43831	401768	0
96633	 	完成小游戏15次	143	14	1	96633	20000824	20000824	13	96633	0	0	43831	401768	0
96634	 	完成社团任务35次	143	14	1	96634	20000825	20000825	5	96634	0	0	43831	401768	0
96635	 	完成25次社团讨伐	143	14	1	96635	20000826	20000826	5	96635	0	0	43831	401768	0
96636	 	消耗体力3000点	143	14	1	96636	20000827	20000827	12	96636	0	0	43831	401768	0
97001	 	完成所有每日任务	99	1	1	97001	20000079	20000079	58	97001	0	0	43831	401768	0
97002	 	参与武道大会20次	99	1	1	97002	20000080	20000080	19	97002	0	0	43831	401768	0
97003	 	参与道馆演武60次	99	1	1	97003	20000081	20000081	16	97003	0	0	43831	401768	0
97004	 	拥有6个+3角色	99	1	1	97004	20000082	20000082	2	97004	0	0	43831	401768	0
97005	 	拥有6个80级角色	99	1	1	97005	20000083	20000083	2	97005	0	0	43831	401768	0
97006	 	穿全套紫电极火花	99	1	1	97006	20000084	20000084	18	97006	0	0	43831	401768	0
97007	 	穿全套蓝电极火花	99	1	1	97007	20000085	20000085	18	97007	0	0	43831	401768	0
97008	 	拥有15个SR角色	99	1	1	97008	20000086	20000086	52	97008	0	0	43831	401768	0
97009	 	拥有12个SSR角色	99	1	1	97009	20000087	20000087	52	97009	0	0	43831	401768	0
97011	 	消耗体力400点	99	2	1	97011	20000551	20000551	12	97011	0	0	43831	401768	0
97012	 	参与武道大会10次	99	2	1	97012	20000552	20000552	19	97012	0	0	43831	401768	0
97013	 	参与道馆演武25次	99	2	1	97013	20000553	20000553	16	97013	0	0	43831	401768	0
97014	 	通关无人区4次	99	2	1	97014	20000554	20000554	27	97014	0	0	43831	401768	0
97015	 	武道大会胜利50次	99	2	1	97015	20000555	20000555	19	97015	0	0	43831	401768	0
97016	 	完成社团任务42次	99	2	1	97016	20000556	20000556	80	97016	0	0	43831	401768	0
97017	 	区域攻防胜利40次	99	2	1	97017	20000557	20000557	97	97017	0	0	43831	401768	0
97018	 	消耗体力3500点	99	2	1	97018	20000558	20000558	12	97018	0	0	43831	401768	0
97021	 	消耗体力400点	99	3	1	97021	20000559	20000559	12	97021	0	0	43831	401768	0
97022	 	参与武道大会10次	99	3	1	97022	20000560	20000560	19	97022	0	0	43831	401768	0
97023	 	参与道馆演武25次	99	3	1	97023	20000561	20000561	16	97023	0	0	43831	401768	0
97024	 	通关无人区4次	99	3	1	97024	20000562	20000562	27	97024	0	0	43831	401768	0
97025	 	武道大会胜利50次	99	3	1	97025	20000563	20000563	19	97025	0	0	43831	401768	0
97026	 	完成社团任务42次	99	3	1	97026	20000564	20000564	80	97026	0	0	43831	401768	0
97027	 	区域攻防胜利40次	99	3	1	97027	20000565	20000565	97	97027	0	0	43831	401768	0
97028	 	消耗体力3500点	99	3	1	97028	20000566	20000566	12	97028	0	0	43831	401768	0
97031	 	参与道馆演武25次	99	4	1	97031	20000784	20000784	16	97031	0	0	43831	401768	0
97032	 	完成日常任务	99	4	1	97032	20000785	20000785	78	97032	0	0	43831	401768	0
97033	 	区域攻防胜利5次	99	4	1	97033	20000786	20000786	97	97033	0	0	43831	401768	0
97034	 	完成25次社团讨伐	99	4	1	97034	20000787	20000787	5	97034	0	0	43831	401768	0
97035	 	完成小游戏15次	99	4	1	97035	20000788	20000788	28	97035	0	0	43831	401768	0
97036	 	完成社团任务35次	99	4	1	97036	20000789	20000789	5	97036	0	0	43831	401768	0
97037	 	武道大会胜利40次	99	4	1	97037	20000790	20000790	19	97037	0	0	43831	401768	0
97038	 	消耗体力3000点	99	4	1	97038	20000791	20000791	12	97038	0	0	43831	401768	0
97039	 	参与道馆演武25次	99	5	1	97039	20000784	20000784	16	97039	0	0	43831	401768	0
97040	 	完成日常任务	99	5	1	97040	20000785	20000785	78	97040	0	0	43831	401768	0
97041	 	区域攻防胜利5次	99	5	1	97041	20000786	20000786	97	97041	0	0	43831	401768	0
97042	 	完成25次社团讨伐	99	5	1	97042	20000787	20000787	5	97042	0	0	43831	401768	0
97043	 	完成小游戏15次	99	5	1	97043	20000788	20000788	28	97043	0	0	43831	401768	0
97044	 	完成社团任务35次	99	5	1	97044	20000789	20000789	5	97044	0	0	43831	401768	0
97045	 	武道大会胜利40次	99	5	1	97045	20000790	20000790	19	97045	0	0	43831	401768	0
97046	 	消耗体力3000点	99	5	1	97046	20000791	20000791	12	97046	0	0	43831	401768	0
97047	 	参与道馆演武25次	99	6	1	97047	20000784	20000784	16	97047	0	0	43831	401768	0
97048	 	完成日常任务	99	6	1	97048	20000785	20000785	78	97048	0	0	43831	401768	0
97049	 	区域攻防胜利5次	99	6	1	97049	20000786	20000786	97	97049	0	0	43831	401768	0
97050	 	完成25次社团讨伐	99	6	1	97050	20000787	20000787	5	97050	0	0	43831	401768	0
97051	 	完成小游戏15次	99	6	1	97051	20000788	20000788	28	97051	0	0	43831	401768	0
97052	 	完成社团任务35次	99	6	1	97052	20000789	20000789	5	97052	0	0	43831	401768	0
97053	 	武道大会胜利40次	99	6	1	97053	20000790	20000790	19	97053	0	0	43831	401768	0
97054	 	消耗体力3000点	99	6	1	97054	20000791	20000791	12	97054	0	0	43831	401768	0
98001	 	第一天登录	98	1	1	98001	110408	110408	1	98001	0	0	43831	401768	0
98002	 	第一天登录	98	1	1	98002	110409	110409	2	98002	0	0	43831	401768	0
98003	 	第一天登录	98	1	1	98003	110410	110410	2	98003	0	0	43831	401768	0
100001	每日任务	巡逻城市30次	113	1	1	100001	20000655	20000655	5	100001	0	0	43831	401768	0
100003	每日任务	情报交流赠送1次碎片	113	1	1	100003	20000655	20000655	5	100003	0	0	43831	401768	0
101001	 	道馆演武挑战1次	117	1	1	101001	20000189	20000189	16	101001	0	0	43831	401768	0
101002	 	完成1次社团讨伐	117	1	1	101002	20000189	20000189	5	101002	0	0	43831	401768	0
101003	 	使用特别招募券1次	117	1	1	101003	20000189	20000189	52	101003	0	0	43831	401768	0
102001	 	社团捐献 1次	114	1	1	102001	20000278	20000278	44	102001	0	0	43831	401768	0
102002	 	社团捐献 5次	114	1	1	102002	20000279	20000279	44	102002	0	0	43831	401768	0
102003	 	社团捐献 10次	114	1	1	102003	20000280	20000280	44	102003	0	0	43831	401768	0
102004	 	赠送情报1次	114	1	1	102004	20000281	20000281	32	102004	0	0	43831	401768	0
102005	 	赠送情报 5次	114	1	1	102005	20000282	20000282	32	102005	0	0	43831	401768	0
102006	 	赠送情报 10次	114	1	1	102006	20000283	20000283	32	102006	0	0	43831	401768	0
103001	每日任务	完成5个社团任务	115	1	1	103001	20000284	20000284	80	103001	0	0	43831	401768	0
103002	累计任务	完成15个社团任务	115	1	1	103002	20000285	20000285	80	103002	0	0	43831	401768	0
103003	累计任务	完成30个社团任务	115	1	1	103003	20000286	20000286	80	103003	0	0	43831	401768	0
103004	累计任务	完成50个社团任务	115	1	1	103004	20000287	20000287	80	103004	0	0	43831	401768	0
103005	每日任务	巡逻城市30次	115	1	2	103005	20000288	20000288	54	103005	0	0	43831	401768	0
103006	累计任务	巡逻城市60次	115	1	2	103006	20000289	20000289	54	103006	0	0	43831	401768	0
103007	累计任务	巡逻城市100次	115	1	2	103007	20000290	20000290	54	103007	0	0	43831	401768	0
103008	累计任务	巡逻城市200次	115	1	2	103008	20000291	20000291	54	103008	0	0	43831	401768	0
103009	每日任务	完成工厂订单3个	115	1	3	103009	20000292	20000292	31	103009	0	0	43831	401768	0
103010	累计任务	完成工厂订单6个	115	1	3	103010	20000293	20000293	31	103010	0	0	43831	401768	0
103011	累计任务	完成工厂订单9个	115	1	3	103011	20000294	20000294	31	103011	0	0	43831	401768	0
103012	累计任务	完成工厂订单18个	115	1	3	103012	20000295	20000295	31	103012	0	0	43831	401768	0
104001	每日任务	进行3次社团BOSS试炼	116	1	1	104001	20000296	20000296	81	104001	0	0	43831	401768	0
104002	累计任务	进行6次社团BOSS试炼	116	1	1	104002	20000297	20000297	81	104002	0	0	43831	401768	0
104003	累计任务	进行9次社团BOSS试炼	116	1	1	104003	20000298	20000298	81	104003	0	0	43831	401768	0
104004	累计任务	进行12次社团BOSS试炼	116	1	1	104004	20000299	20000299	81	104004	0	0	43831	401768	0
104005	累计任务	进行15次社团BOSS试炼	116	1	1	104005	20000300	20000300	81	104005	0	0	43831	401768	0
104006	累计任务	进行20次社团BOSS试炼	116	1	1	104006	20000301	20000301	81	104006	0	0	43831	401768	0
105001	 	参与武道大会1次	118	1	1	105001	0	0	0	105001	118	1	43831	401768	0
105002	 	参与道馆演武1次	118	1	1	105002	0	0	0	105002	118	1	43831	401768	0
105003	 	消耗特别招募券1张	118	1	1	105003	0	0	0	105003	118	1	43831	401768	0
105004	 	完成社团任务1次	118	1	1	105004	0	0	0	105004	118	1	43831	401768	0
105005	 	完成埼玉家料理1次	118	1	1	105005	0	0	0	105005	118	1	43831	401768	0
105006	 	无人区首次通关1次	118	1	1	105006	0	0	0	105006	118	1	43831	401768	0
105007	 	埼玉家小游戏进行1次	118	1	1	105007	0	0	0	105007	118	1	43831	401768	0
105008	 	怪人研究通关1次	118	1	1	105008	0	0	0	105008	118	1	43831	401768	0
105009	 	英雄试炼通关1次	118	1	1	105009	0	0	0	105009	118	1	43831	401768	0
105010	 	怪人研究所通关1次	118	1	1	105010	0	0	0	105010	118	1	43831	401768	0
106001	 	第1天登录	121	1	1	106001	110107	110107	0	106001	121	1	43831	401768	0
106002	 	第2天登录	121	1	1	106002	110108	110108	0	106002	121	1	43831	401768	0
106003	 	第3天登录	121	1	1	106003	110109	110109	0	106003	121	1	43831	401768	0
106004	 	第4天登录	121	1	1	106004	110110	110110	0	106004	121	1	43831	401768	0
