id	scheDuling	level	payLevel	rechargeShopId	score	freeGift	freeGiftShow	payGift	payGiftShow	redirectionId	
653	4	53	1120020	20109	6972	20000443	20000443	20000444	20000444	0
654	4	54	1120020	20109	7256	20000443	20000443	20000444	20000444	0
655	4	55	1120020	20109	7546	20000432	20000432	20000437	20000437	1
656	4	56	1120020	20109	7842	20000443	20000443	20000444	20000444	0
657	4	57	1120020	20109	8144	20000443	20000443	20000444	20000444	0
658	4	58	1120020	20109	8452	20000443	20000443	20000444	20000444	0
659	4	59	1120020	20109	8766	20000443	20000443	20000444	20000444	0
660	4	60	1120020	20109	9086	20000432	20000432	20000437	20000437	1
701	5	1	1120020	20109	10	20000443	20000443	20000445	20000445	0
702	5	2	1120020	20109	24	20000443	20000443	20000444	20000444	0
703	5	3	1120020	20109	42	20000443	20000443	20000444	20000444	0
704	5	4	1120020	20109	64	20000443	20000443	20000444	20000444	0
705	5	5	1120020	20109	90	20000431	20000431	20000433	20000433	1
706	5	6	1120020	20109	120	20000443	20000443	20000444	20000444	0
707	5	7	1120020	20109	154	20000443	20000443	20000444	20000444	0
708	5	8	1120020	20109	192	20000443	20000443	20000444	20000444	0
709	5	9	1120020	20109	234	20000443	20000443	20000444	20000444	0
710	5	10	1120020	20109	280	20000431	20000431	20000433	20000433	1
711	5	11	1120020	20109	330	20000443	20000443	20000444	20000444	0
712	5	12	1120020	20109	384	20000443	20000443	20000444	20000444	0
713	5	13	1120020	20109	442	20000443	20000443	20000444	20000444	0
714	5	14	1120020	20109	504	20000443	20000443	20000444	20000444	0
715	5	15	1120020	20109	570	20000431	20000431	20000433	20000433	1
716	5	16	1120020	20109	640	20000443	20000443	20000444	20000444	0
717	5	17	1120020	20109	714	20000443	20000443	20000444	20000444	0
718	5	18	1120020	20109	792	20000443	20000443	20000444	20000444	0
719	5	19	1120020	20109	874	20000443	20000443	20000444	20000444	0
720	5	20	1120020	20109	960	20000431	20000431	20000434	20000434	1
721	5	21	1120020	20109	1050	20000443	20000443	20000444	20000444	0
722	5	22	1120020	20109	1144	20000443	20000443	20000444	20000444	0
723	5	23	1120020	20109	1242	20000443	20000443	20000444	20000444	0
724	5	24	1120020	20109	1346	20000443	20000443	20000444	20000444	0
725	5	25	1120020	20109	1456	20000431	20000431	20000434	20000434	1
726	5	26	1120020	20109	1572	20000443	20000443	20000444	20000444	0
727	5	27	1120020	20109	1694	20000443	20000443	20000444	20000444	0
728	5	28	1120020	20109	1822	20000443	20000443	20000444	20000444	0
729	5	29	1120020	20109	1956	20000443	20000443	20000444	20000444	0
730	5	30	1120020	20109	2096	20000431	20000431	20000434	20000434	1
731	5	31	1120020	20109	2242	20000443	20000443	20000444	20000444	0
732	5	32	1120020	20109	2394	20000443	20000443	20000444	20000444	0
733	5	33	1120020	20109	2552	20000443	20000443	20000444	20000444	0
734	5	34	1120020	20109	2716	20000443	20000443	20000444	20000444	0
735	5	35	1120020	20109	2886	20000432	20000432	20000436	20000436	1
736	5	36	1120020	20109	3062	20000443	20000443	20000444	20000444	0
737	5	37	1120020	20109	3244	20000443	20000443	20000444	20000444	0
738	5	38	1120020	20109	3432	20000443	20000443	20000444	20000444	0
739	5	39	1120020	20109	3626	20000443	20000443	20000444	20000444	0
740	5	40	1120020	20109	3826	20000432	20000432	20000435	20000435	1
741	5	41	1120020	20109	4032	20000443	20000443	20000444	20000444	0
742	5	42	1120020	20109	4244	20000443	20000443	20000444	20000444	0
743	5	43	1120020	20109	4462	20000443	20000443	20000444	20000444	0
744	5	44	1120020	20109	4686	20000443	20000443	20000444	20000444	0
745	5	45	1120020	20109	4916	20000432	20000432	20000437	20000437	1
746	5	46	1120020	20109	5152	20000443	20000443	20000444	20000444	0
747	5	47	1120020	20109	5394	20000443	20000443	20000444	20000444	0
748	5	48	1120020	20109	5642	20000443	20000443	20000444	20000444	0
749	5	49	1120020	20109	5896	20000443	20000443	20000444	20000444	0
750	5	50	1120020	20109	6156	20000432	20000432	20000437	20000437	1
751	5	51	1120020	20109	6422	20000443	20000443	20000444	20000444	0
752	5	52	1120020	20109	6694	20000443	20000443	20000444	20000444	0
753	5	53	1120020	20109	6972	20000443	20000443	20000444	20000444	0
754	5	54	1120020	20109	7256	20000443	20000443	20000444	20000444	0
755	5	55	1120020	20109	7546	20000432	20000432	20000437	20000437	1
756	5	56	1120020	20109	7842	20000443	20000443	20000444	20000444	0
757	5	57	1120020	20109	8144	20000443	20000443	20000444	20000444	0
758	5	58	1120020	20109	8452	20000443	20000443	20000444	20000444	0
759	5	59	1120020	20109	8766	20000443	20000443	20000444	20000444	0
760	5	60	1120020	20109	9086	20000432	20000432	20000437	20000437	1
801	6	1	1120020	20109	10	20000443	20000443	20000445	20000445	0
802	6	2	1120020	20109	24	20000443	20000443	20000444	20000444	0
803	6	3	1120020	20109	42	20000443	20000443	20000444	20000444	0
804	6	4	1120020	20109	64	20000443	20000443	20000444	20000444	0
805	6	5	1120020	20109	90	20000431	20000431	20000433	20000433	1
806	6	6	1120020	20109	120	20000443	20000443	20000444	20000444	0
807	6	7	1120020	20109	154	20000443	20000443	20000444	20000444	0
808	6	8	1120020	20109	192	20000443	20000443	20000444	20000444	0
809	6	9	1120020	20109	234	20000443	20000443	20000444	20000444	0
810	6	10	1120020	20109	280	20000431	20000431	20000433	20000433	1
811	6	11	1120020	20109	330	20000443	20000443	20000444	20000444	0
812	6	12	1120020	20109	384	20000443	20000443	20000444	20000444	0
813	6	13	1120020	20109	442	20000443	20000443	20000444	20000444	0
814	6	14	1120020	20109	504	20000443	20000443	20000444	20000444	0
815	6	15	1120020	20109	570	20000431	20000431	20000433	20000433	1
816	6	16	1120020	20109	640	20000443	20000443	20000444	20000444	0
817	6	17	1120020	20109	714	20000443	20000443	20000444	20000444	0
818	6	18	1120020	20109	792	20000443	20000443	20000444	20000444	0
819	6	19	1120020	20109	874	20000443	20000443	20000444	20000444	0
820	6	20	1120020	20109	960	20000431	20000431	20000434	20000434	1
821	6	21	1120020	20109	1050	20000443	20000443	20000444	20000444	0
822	6	22	1120020	20109	1144	20000443	20000443	20000444	20000444	0
823	6	23	1120020	20109	1242	20000443	20000443	20000444	20000444	0
824	6	24	1120020	20109	1346	20000443	20000443	20000444	20000444	0
825	6	25	1120020	20109	1456	20000431	20000431	20000434	20000434	1
826	6	26	1120020	20109	1572	20000443	20000443	20000444	20000444	0
827	6	27	1120020	20109	1694	20000443	20000443	20000444	20000444	0
828	6	28	1120020	20109	1822	20000443	20000443	20000444	20000444	0
829	6	29	1120020	20109	1956	20000443	20000443	20000444	20000444	0
830	6	30	1120020	20109	2096	20000431	20000431	20000434	20000434	1
831	6	31	1120020	20109	2242	20000443	20000443	20000444	20000444	0
832	6	32	1120020	20109	2394	20000443	20000443	20000444	20000444	0
833	6	33	1120020	20109	2552	20000443	20000443	20000444	20000444	0
834	6	34	1120020	20109	2716	20000443	20000443	20000444	20000444	0
835	6	35	1120020	20109	2886	20000432	20000432	20000436	20000436	1
836	6	36	1120020	20109	3062	20000443	20000443	20000444	20000444	0
837	6	37	1120020	20109	3244	20000443	20000443	20000444	20000444	0
838	6	38	1120020	20109	3432	20000443	20000443	20000444	20000444	0
839	6	39	1120020	20109	3626	20000443	20000443	20000444	20000444	0
840	6	40	1120020	20109	3826	20000432	20000432	20000435	20000435	1
841	6	41	1120020	20109	4032	20000443	20000443	20000444	20000444	0
842	6	42	1120020	20109	4244	20000443	20000443	20000444	20000444	0
843	6	43	1120020	20109	4462	20000443	20000443	20000444	20000444	0
844	6	44	1120020	20109	4686	20000443	20000443	20000444	20000444	0
845	6	45	1120020	20109	4916	20000432	20000432	20000437	20000437	1
846	6	46	1120020	20109	5152	20000443	20000443	20000444	20000444	0
847	6	47	1120020	20109	5394	20000443	20000443	20000444	20000444	0
848	6	48	1120020	20109	5642	20000443	20000443	20000444	20000444	0
849	6	49	1120020	20109	5896	20000443	20000443	20000444	20000444	0
850	6	50	1120020	20109	6156	20000432	20000432	20000437	20000437	1
851	6	51	1120020	20109	6422	20000443	20000443	20000444	20000444	0
852	6	52	1120020	20109	6694	20000443	20000443	20000444	20000444	0
853	6	53	1120020	20109	6972	20000443	20000443	20000444	20000444	0
854	6	54	1120020	20109	7256	20000443	20000443	20000444	20000444	0
855	6	55	1120020	20109	7546	20000432	20000432	20000437	20000437	1
856	6	56	1120020	20109	7842	20000443	20000443	20000444	20000444	0
857	6	57	1120020	20109	8144	20000443	20000443	20000444	20000444	0
858	6	58	1120020	20109	8452	20000443	20000443	20000444	20000444	0
859	6	59	1120020	20109	8766	20000443	20000443	20000444	20000444	0
860	6	60	1120020	20109	9086	20000432	20000432	20000437	20000437	1
901	7	1	1120020	20109	10	20000443	20000443	20000445	20000445	0
902	7	2	1120020	20109	24	20000443	20000443	20000444	20000444	0
903	7	3	1120020	20109	42	20000443	20000443	20000444	20000444	0
904	7	4	1120020	20109	64	20000443	20000443	20000444	20000444	0
905	7	5	1120020	20109	90	20000431	20000431	20000433	20000433	1
906	7	6	1120020	20109	120	20000443	20000443	20000444	20000444	0
907	7	7	1120020	20109	154	20000443	20000443	20000444	20000444	0
908	7	8	1120020	20109	192	20000443	20000443	20000444	20000444	0
909	7	9	1120020	20109	234	20000443	20000443	20000444	20000444	0
910	7	10	1120020	20109	280	20000431	20000431	20000433	20000433	1
911	7	11	1120020	20109	330	20000443	20000443	20000444	20000444	0
912	7	12	1120020	20109	384	20000443	20000443	20000444	20000444	0
913	7	13	1120020	20109	442	20000443	20000443	20000444	20000444	0
914	7	14	1120020	20109	504	20000443	20000443	20000444	20000444	0
915	7	15	1120020	20109	570	20000431	20000431	20000433	20000433	1
916	7	16	1120020	20109	640	20000443	20000443	20000444	20000444	0
917	7	17	1120020	20109	714	20000443	20000443	20000444	20000444	0
918	7	18	1120020	20109	792	20000443	20000443	20000444	20000444	0
919	7	19	1120020	20109	874	20000443	20000443	20000444	20000444	0
920	7	20	1120020	20109	960	20000431	20000431	20000434	20000434	1
921	7	21	1120020	20109	1050	20000443	20000443	20000444	20000444	0
922	7	22	1120020	20109	1144	20000443	20000443	20000444	20000444	0
923	7	23	1120020	20109	1242	20000443	20000443	20000444	20000444	0
924	7	24	1120020	20109	1346	20000443	20000443	20000444	20000444	0
925	7	25	1120020	20109	1456	20000431	20000431	20000434	20000434	1
926	7	26	1120020	20109	1572	20000443	20000443	20000444	20000444	0
927	7	27	1120020	20109	1694	20000443	20000443	20000444	20000444	0
928	7	28	1120020	20109	1822	20000443	20000443	20000444	20000444	0
929	7	29	1120020	20109	1956	20000443	20000443	20000444	20000444	0
930	7	30	1120020	20109	2096	20000431	20000431	20000434	20000434	1
931	7	31	1120020	20109	2242	20000443	20000443	20000444	20000444	0
932	7	32	1120020	20109	2394	20000443	20000443	20000444	20000444	0
933	7	33	1120020	20109	2552	20000443	20000443	20000444	20000444	0
934	7	34	1120020	20109	2716	20000443	20000443	20000444	20000444	0
935	7	35	1120020	20109	2886	20000432	20000432	20000436	20000436	1
936	7	36	1120020	20109	3062	20000443	20000443	20000444	20000444	0
937	7	37	1120020	20109	3244	20000443	20000443	20000444	20000444	0
938	7	38	1120020	20109	3432	20000443	20000443	20000444	20000444	0
939	7	39	1120020	20109	3626	20000443	20000443	20000444	20000444	0
940	7	40	1120020	20109	3826	20000432	20000432	20000435	20000435	1
941	7	41	1120020	20109	4032	20000443	20000443	20000444	20000444	0
942	7	42	1120020	20109	4244	20000443	20000443	20000444	20000444	0
943	7	43	1120020	20109	4462	20000443	20000443	20000444	20000444	0
944	7	44	1120020	20109	4686	20000443	20000443	20000444	20000444	0
945	7	45	1120020	20109	4916	20000432	20000432	20000437	20000437	1
946	7	46	1120020	20109	5152	20000443	20000443	20000444	20000444	0
947	7	47	1120020	20109	5394	20000443	20000443	20000444	20000444	0
948	7	48	1120020	20109	5642	20000443	20000443	20000444	20000444	0
949	7	49	1120020	20109	5896	20000443	20000443	20000444	20000444	0
950	7	50	1120020	20109	6156	20000432	20000432	20000437	20000437	1
951	7	51	1120020	20109	6422	20000443	20000443	20000444	20000444	0
952	7	52	1120020	20109	6694	20000443	20000443	20000444	20000444	0
953	7	53	1120020	20109	6972	20000443	20000443	20000444	20000444	0
954	7	54	1120020	20109	7256	20000443	20000443	20000444	20000444	0
955	7	55	1120020	20109	7546	20000432	20000432	20000437	20000437	1
956	7	56	1120020	20109	7842	20000443	20000443	20000444	20000444	0
957	7	57	1120020	20109	8144	20000443	20000443	20000444	20000444	0
958	7	58	1120020	20109	8452	20000443	20000443	20000444	20000444	0
959	7	59	1120020	20109	8766	20000443	20000443	20000444	20000444	0
960	7	60	1120020	20109	9086	20000432	20000432	20000437	20000437	1
1001	8	1	1120020	20109	10	20000443	20000443	20000445	20000445	0
1002	8	2	1120020	20109	24	20000443	20000443	20000444	20000444	0
1003	8	3	1120020	20109	42	20000443	20000443	20000444	20000444	0
1004	8	4	1120020	20109	64	20000443	20000443	20000444	20000444	0
1005	8	5	1120020	20109	90	20000431	20000431	20000433	20000433	1
1006	8	6	1120020	20109	120	20000443	20000443	20000444	20000444	0
1007	8	7	1120020	20109	154	20000443	20000443	20000444	20000444	0
1008	8	8	1120020	20109	192	20000443	20000443	20000444	20000444	0
1009	8	9	1120020	20109	234	20000443	20000443	20000444	20000444	0
1010	8	10	1120020	20109	280	20000431	20000431	20000433	20000433	1
1011	8	11	1120020	20109	330	20000443	20000443	20000444	20000444	0
1012	8	12	1120020	20109	384	20000443	20000443	20000444	20000444	0
1013	8	13	1120020	20109	442	20000443	20000443	20000444	20000444	0
1014	8	14	1120020	20109	504	20000443	20000443	20000444	20000444	0
1015	8	15	1120020	20109	570	20000431	20000431	20000433	20000433	1
1016	8	16	1120020	20109	640	20000443	20000443	20000444	20000444	0
1017	8	17	1120020	20109	714	20000443	20000443	20000444	20000444	0
1018	8	18	1120020	20109	792	20000443	20000443	20000444	20000444	0
1019	8	19	1120020	20109	874	20000443	20000443	20000444	20000444	0
1020	8	20	1120020	20109	960	20000431	20000431	20000434	20000434	1
1021	8	21	1120020	20109	1050	20000443	20000443	20000444	20000444	0
1022	8	22	1120020	20109	1144	20000443	20000443	20000444	20000444	0
1023	8	23	1120020	20109	1242	20000443	20000443	20000444	20000444	0
1024	8	24	1120020	20109	1346	20000443	20000443	20000444	20000444	0
1025	8	25	1120020	20109	1456	20000431	20000431	20000434	20000434	1
1026	8	26	1120020	20109	1572	20000443	20000443	20000444	20000444	0
1027	8	27	1120020	20109	1694	20000443	20000443	20000444	20000444	0
1028	8	28	1120020	20109	1822	20000443	20000443	20000444	20000444	0
1029	8	29	1120020	20109	1956	20000443	20000443	20000444	20000444	0
1030	8	30	1120020	20109	2096	20000431	20000431	20000434	20000434	1
1031	8	31	1120020	20109	2242	20000443	20000443	20000444	20000444	0
1032	8	32	1120020	20109	2394	20000443	20000443	20000444	20000444	0
1033	8	33	1120020	20109	2552	20000443	20000443	20000444	20000444	0
1034	8	34	1120020	20109	2716	20000443	20000443	20000444	20000444	0
1035	8	35	1120020	20109	2886	20000432	20000432	20000436	20000436	1
1036	8	36	1120020	20109	3062	20000443	20000443	20000444	20000444	0
1037	8	37	1120020	20109	3244	20000443	20000443	20000444	20000444	0
1038	8	38	1120020	20109	3432	20000443	20000443	20000444	20000444	0
1039	8	39	1120020	20109	3626	20000443	20000443	20000444	20000444	0
1040	8	40	1120020	20109	3826	20000432	20000432	20000435	20000435	1
1041	8	41	1120020	20109	4032	20000443	20000443	20000444	20000444	0
1042	8	42	1120020	20109	4244	20000443	20000443	20000444	20000444	0
1043	8	43	1120020	20109	4462	20000443	20000443	20000444	20000444	0
1044	8	44	1120020	20109	4686	20000443	20000443	20000444	20000444	0
1045	8	45	1120020	20109	4916	20000432	20000432	20000437	20000437	1
1046	8	46	1120020	20109	5152	20000443	20000443	20000444	20000444	0
1047	8	47	1120020	20109	5394	20000443	20000443	20000444	20000444	0
1048	8	48	1120020	20109	5642	20000443	20000443	20000444	20000444	0
1049	8	49	1120020	20109	5896	20000443	20000443	20000444	20000444	0
1050	8	50	1120020	20109	6156	20000432	20000432	20000437	20000437	1
1051	8	51	1120020	20109	6422	20000443	20000443	20000444	20000444	0
1052	8	52	1120020	20109	6694	20000443	20000443	20000444	20000444	0
1053	8	53	1120020	20109	6972	20000443	20000443	20000444	20000444	0
1054	8	54	1120020	20109	7256	20000443	20000443	20000444	20000444	0
1055	8	55	1120020	20109	7546	20000432	20000432	20000437	20000437	1
1056	8	56	1120020	20109	7842	20000443	20000443	20000444	20000444	0
1057	8	57	1120020	20109	8144	20000443	20000443	20000444	20000444	0
1058	8	58	1120020	20109	8452	20000443	20000443	20000444	20000444	0
1059	8	59	1120020	20109	8766	20000443	20000443	20000444	20000444	0
1060	8	60	1120020	20109	9086	20000432	20000432	20000437	20000437	1
1101	9	1	1120020	20109	10	20000443	20000443	20000445	20000445	0
1102	9	2	1120020	20109	24	20000443	20000443	20000444	20000444	0
1103	9	3	1120020	20109	42	20000443	20000443	20000444	20000444	0
1104	9	4	1120020	20109	64	20000443	20000443	20000444	20000444	0
1105	9	5	1120020	20109	90	20000431	20000431	20000433	20000433	1
1106	9	6	1120020	20109	120	20000443	20000443	20000444	20000444	0
1107	9	7	1120020	20109	154	20000443	20000443	20000444	20000444	0
1108	9	8	1120020	20109	192	20000443	20000443	20000444	20000444	0
1109	9	9	1120020	20109	234	20000443	20000443	20000444	20000444	0
1110	9	10	1120020	20109	280	20000431	20000431	20000433	20000433	1
1111	9	11	1120020	20109	330	20000443	20000443	20000444	20000444	0
1112	9	12	1120020	20109	384	20000443	20000443	20000444	20000444	0
1113	9	13	1120020	20109	442	20000443	20000443	20000444	20000444	0
1114	9	14	1120020	20109	504	20000443	20000443	20000444	20000444	0
1115	9	15	1120020	20109	570	20000431	20000431	20000433	20000433	1
1116	9	16	1120020	20109	640	20000443	20000443	20000444	20000444	0
1117	9	17	1120020	20109	714	20000443	20000443	20000444	20000444	0
1118	9	18	1120020	20109	792	20000443	20000443	20000444	20000444	0
1119	9	19	1120020	20109	874	20000443	20000443	20000444	20000444	0
1120	9	20	1120020	20109	960	20000431	20000431	20000434	20000434	1
1121	9	21	1120020	20109	1050	20000443	20000443	20000444	20000444	0
1122	9	22	1120020	20109	1144	20000443	20000443	20000444	20000444	0
1123	9	23	1120020	20109	1242	20000443	20000443	20000444	20000444	0
1124	9	24	1120020	20109	1346	20000443	20000443	20000444	20000444	0
1125	9	25	1120020	20109	1456	20000431	20000431	20000434	20000434	1
1126	9	26	1120020	20109	1572	20000443	20000443	20000444	20000444	0
1127	9	27	1120020	20109	1694	20000443	20000443	20000444	20000444	0
1128	9	28	1120020	20109	1822	20000443	20000443	20000444	20000444	0
1129	9	29	1120020	20109	1956	20000443	20000443	20000444	20000444	0
1130	9	30	1120020	20109	2096	20000431	20000431	20000434	20000434	1
1131	9	31	1120020	20109	2242	20000443	20000443	20000444	20000444	0
1132	9	32	1120020	20109	2394	20000443	20000443	20000444	20000444	0
1133	9	33	1120020	20109	2552	20000443	20000443	20000444	20000444	0
1134	9	34	1120020	20109	2716	20000443	20000443	20000444	20000444	0
1135	9	35	1120020	20109	2886	20000432	20000432	20000436	20000436	1
1136	9	36	1120020	20109	3062	20000443	20000443	20000444	20000444	0
1137	9	37	1120020	20109	3244	20000443	20000443	20000444	20000444	0
1138	9	38	1120020	20109	3432	20000443	20000443	20000444	20000444	0
1139	9	39	1120020	20109	3626	20000443	20000443	20000444	20000444	0
1140	9	40	1120020	20109	3826	20000432	20000432	20000435	20000435	1
1141	9	41	1120020	20109	4032	20000443	20000443	20000444	20000444	0
1142	9	42	1120020	20109	4244	20000443	20000443	20000444	20000444	0
1143	9	43	1120020	20109	4462	20000443	20000443	20000444	20000444	0
1144	9	44	1120020	20109	4686	20000443	20000443	20000444	20000444	0
1145	9	45	1120020	20109	4916	20000432	20000432	20000437	20000437	1
1146	9	46	1120020	20109	5152	20000443	20000443	20000444	20000444	0
1147	9	47	1120020	20109	5394	20000443	20000443	20000444	20000444	0
1148	9	48	1120020	20109	5642	20000443	20000443	20000444	20000444	0
1149	9	49	1120020	20109	5896	20000443	20000443	20000444	20000444	0
1150	9	50	1120020	20109	6156	20000432	20000432	20000437	20000437	1
1151	9	51	1120020	20109	6422	20000443	20000443	20000444	20000444	0
1152	9	52	1120020	20109	6694	20000443	20000443	20000444	20000444	0
1153	9	53	1120020	20109	6972	20000443	20000443	20000444	20000444	0
1154	9	54	1120020	20109	7256	20000443	20000443	20000444	20000444	0
1155	9	55	1120020	20109	7546	20000432	20000432	20000437	20000437	1
1156	9	56	1120020	20109	7842	20000443	20000443	20000444	20000444	0
1157	9	57	1120020	20109	8144	20000443	20000443	20000444	20000444	0
1158	9	58	1120020	20109	8452	20000443	20000443	20000444	20000444	0
1159	9	59	1120020	20109	8766	20000443	20000443	20000444	20000444	0
1160	9	60	1120020	20109	9086	20000432	20000432	20000437	20000437	1
1201	10	1	1120020	20109	10	20000443	20000443	20000445	20000445	0
1202	10	2	1120020	20109	24	20000443	20000443	20000444	20000444	0
1203	10	3	1120020	20109	42	20000443	20000443	20000444	20000444	0
1204	10	4	1120020	20109	64	20000443	20000443	20000444	20000444	0
1205	10	5	1120020	20109	90	20000431	20000431	20000433	20000433	1
1206	10	6	1120020	20109	120	20000443	20000443	20000444	20000444	0
1207	10	7	1120020	20109	154	20000443	20000443	20000444	20000444	0
1208	10	8	1120020	20109	192	20000443	20000443	20000444	20000444	0
1209	10	9	1120020	20109	234	20000443	20000443	20000444	20000444	0
1210	10	10	1120020	20109	280	20000431	20000431	20000433	20000433	1
1211	10	11	1120020	20109	330	20000443	20000443	20000444	20000444	0
1212	10	12	1120020	20109	384	20000443	20000443	20000444	20000444	0
1213	10	13	1120020	20109	442	20000443	20000443	20000444	20000444	0
1214	10	14	1120020	20109	504	20000443	20000443	20000444	20000444	0
1215	10	15	1120020	20109	570	20000431	20000431	20000433	20000433	1
1216	10	16	1120020	20109	640	20000443	20000443	20000444	20000444	0
1217	10	17	1120020	20109	714	20000443	20000443	20000444	20000444	0
1218	10	18	1120020	20109	792	20000443	20000443	20000444	20000444	0
1219	10	19	1120020	20109	874	20000443	20000443	20000444	20000444	0
1220	10	20	1120020	20109	960	20000431	20000431	20000434	20000434	1
1221	10	21	1120020	20109	1050	20000443	20000443	20000444	20000444	0
1222	10	22	1120020	20109	1144	20000443	20000443	20000444	20000444	0
1223	10	23	1120020	20109	1242	20000443	20000443	20000444	20000444	0
1224	10	24	1120020	20109	1346	20000443	20000443	20000444	20000444	0
1225	10	25	1120020	20109	1456	20000431	20000431	20000434	20000434	1
1226	10	26	1120020	20109	1572	20000443	20000443	20000444	20000444	0
1227	10	27	1120020	20109	1694	20000443	20000443	20000444	20000444	0
1228	10	28	1120020	20109	1822	20000443	20000443	20000444	20000444	0
1229	10	29	1120020	20109	1956	20000443	20000443	20000444	20000444	0
1230	10	30	1120020	20109	2096	20000431	20000431	20000434	20000434	1
1231	10	31	1120020	20109	2242	20000443	20000443	20000444	20000444	0
1232	10	32	1120020	20109	2394	20000443	20000443	20000444	20000444	0
1233	10	33	1120020	20109	2552	20000443	20000443	20000444	20000444	0
1234	10	34	1120020	20109	2716	20000443	20000443	20000444	20000444	0
1235	10	35	1120020	20109	2886	20000432	20000432	20000436	20000436	1
1236	10	36	1120020	20109	3062	20000443	20000443	20000444	20000444	0
1237	10	37	1120020	20109	3244	20000443	20000443	20000444	20000444	0
1238	10	38	1120020	20109	3432	20000443	20000443	20000444	20000444	0
1239	10	39	1120020	20109	3626	20000443	20000443	20000444	20000444	0
1240	10	40	1120020	20109	3826	20000432	20000432	20000435	20000435	1
1241	10	41	1120020	20109	4032	20000443	20000443	20000444	20000444	0
1242	10	42	1120020	20109	4244	20000443	20000443	20000444	20000444	0
1243	10	43	1120020	20109	4462	20000443	20000443	20000444	20000444	0
1244	10	44	1120020	20109	4686	20000443	20000443	20000444	20000444	0
1245	10	45	1120020	20109	4916	20000432	20000432	20000437	20000437	1
1246	10	46	1120020	20109	5152	20000443	20000443	20000444	20000444	0
1247	10	47	1120020	20109	5394	20000443	20000443	20000444	20000444	0
1248	10	48	1120020	20109	5642	20000443	20000443	20000444	20000444	0
1249	10	49	1120020	20109	5896	20000443	20000443	20000444	20000444	0
1250	10	50	1120020	20109	6156	20000432	20000432	20000437	20000437	1
1251	10	51	1120020	20109	6422	20000443	20000443	20000444	20000444	0
1252	10	52	1120020	20109	6694	20000443	20000443	20000444	20000444	0
1253	10	53	1120020	20109	6972	20000443	20000443	20000444	20000444	0
1254	10	54	1120020	20109	7256	20000443	20000443	20000444	20000444	0
1255	10	55	1120020	20109	7546	20000432	20000432	20000437	20000437	1
1256	10	56	1120020	20109	7842	20000443	20000443	20000444	20000444	0
1257	10	57	1120020	20109	8144	20000443	20000443	20000444	20000444	0
1258	10	58	1120020	20109	8452	20000443	20000443	20000444	20000444	0
1259	10	59	1120020	20109	8766	20000443	20000443	20000444	20000444	0
1260	10	60	1120020	20109	9086	20000432	20000432	20000437	20000437	1
