id	config_name	helpid	speicid	helpid	speicid	name	modelResource	modelResourceScale	modelResourceRadius	animatorResource	switchEffect	idleEffect	headResource	headResource_4	perloadId	endPerformance	selectCollider	battleBornAni	battleBornEffect	battleDeadEffect	battleSkillStartScale	battleSkillStartRoate	battleSkillStartPosition	sSkipCutUp	isHugeBoss	
1004712	背心尊者（展示）	00471	1	0047	0	背心尊者	100471000	0	1	700471020	 	 	313004700	321004701	1004712	beixinzunzhe_win	0.5,2,1	born_show	 	 	2	12	30|-865	1,-200,-445	0
1004811	闪光的弗莱士	00481	1	0048	0	闪光的弗莱士	100481000	1	1	700481010	 	 	313004800	321004801	1004811	folaishi_win	0.5,2,1	born_show	 	 	2	12	30|-865	1,-200,-445	0
1004812	闪光的弗莱士（展示）	00481	1	0048	0	闪光的弗莱士	100481000	1	1	700481020	 	 	313004800	321004801	1004812	folaishi_win	0.5,2,1	born_show	 	 	2	12	30|-865	1,-200,-445	0
1004911	警犬侠	00491	1	0049	0	警犬侠	100491000	1	1	700491010	 	 	313004900	321004901	1004911	jingquanxia_win	0.5,2,1	born_show	 	 	2	12	30|-865	1,-200,-445	0
1004912	警犬侠（展示）	00491	1	0049	0	警犬侠	100491000	1	1	700491020	 	 	313004900	321004901	1004912	jingquanxia_win	0.5,2,1	born_show	 	 	2	12	30|-865	1,-200,-445	0
1005011	杰诺斯（普通）	00501	1	0050	0	杰诺斯	100501000	1	1	700501010	 	 	313005000	321005001	1005011	jienuosi2_win	0.5,2,1	born_show	 	 	2	6	-10|-865	1,-445,-596	0
1005012	杰诺斯（普通）（展示）	00501	1	0050	0	杰诺斯	100501000	1	1	700501020	 	 	313005000	321005001	1005012	jienuosi2_win	0.5,2,1	born_show	 	 	2	6	-10|-865	1,-445,-597	0
1005013	杰诺斯（普通）（剧情）	00501	1	0050	0	杰诺斯	100501000	1	1	700501030	 	 	313005000	321005001	1005012	jienuosi2_win	0.5,2,1	born_show	 	 	2	6	-10|-865	1,-445,-598	0
1005015	杰诺斯（普通）（埼玉家）	00501	1	0050	0	杰诺斯	100501000	1	1	700501050	 	 	313005000	321005001	1005012	jienuosi2_win	0.5,2,1	born_show	 	 	2	6	-10|-865	1,-445,-599	0
1005021	杰诺斯（西装）	00501	2	0050	2	杰诺斯	100502000	1	1	700501010	 	 	313005000	321005001	1005012	jienuosi2_xizhuang_win	0.5,2,1	born_show	 	 	2	6	-10|-865	1,-445,-596	0
1005022	杰诺斯（西装）（展示）	00501	2	0050	2	杰诺斯	100502000	1	1	700501020	 	 	313005000	321005001	1005012	jienuosi2_xizhuang_win	0.5,2,1	born_show	 	 	2	6	-10|-865	1,-445,-597	0
1005111	桃源团小弟A（英雄）	00511	1	1022	0	桃源团小弟A	110221000	1	1	700511010	 	 	313102200	321102201	1005012	dingxiaodi_A_win	0.5,2,1	born_show	 	 	2	0	-80|-960	1,-145,-470	0
1005112	桃源团小弟A（展示）	00511	1	1022	0	桃源团小弟A	110221000	1	1	700511020	 	 	313102200	321102201	1005012	dingxiaodi_A_win	0.5,2,1	born_show	 	 	2	0	-80|-960	1,-145,-470	0
1005211	桃源团小弟B（英雄）	00521	1	1043	0	桃源团小弟B	110431000	1	1	700521010	 	 	313104300	321104301	1005012	dingxiaodi_B_win	0.5,2,1	born_show	 	 	2	0	-80|-960	1,-145,-470	0
1005212	桃源团小弟B（展示）	00521	1	1043	0	桃源团小弟B	110431000	1	1	700521020	 	 	313104300	321104301	1005012	dingxiaodi_B_win	0.5,2,1	born_show	 	 	2	0	-80|-960	1,-145,-470	0
1006011	蚊子女一阶（英雄）	00601	1	0060	0	蚊子女	100601000	0	1	700601010	 	 	313100500	321100501	1005012	wenzinv1_win	0.5,2,1	born_show	 	 	2	0	-80|-961	1,-145,-471	0
1006012	蚊子女一阶（展示）	00601	1	0060	0	蚊子女	100601000	0	1	700601020	 	 	313100500	321100501	1005012	wenzinv1_win	0.5,2,1	born_show	 	 	2	0	-80|-961	1,-145,-471	0
1006111	蚊子女二阶（变身后）	00611	1	0061	0	蚊子女	100611000	0	1	700611010	 	 	313103400	321103401	1005012	wenzinv2_win	0.5,2,1	born_show	 	 	2	0	-80|-961	1,-145,-471	0
1006211	阿修罗独角仙1阶（英雄）	00621	1	0062	0	阿修罗独角仙	100621000	0	1	700621010	 	 	313006200	321006201	1005012	axiuluojiachong_win	0.5,2,1	born_show	 	 	2	0	-80|-961	1,-145,-471	0
1006212	阿修罗独角仙1阶（展示）	00621	1	0062	0	阿修罗独角仙	100621000	0	1	700621020	 	 	313006200	321006201	1005012	axiuluojiachong_win	0.5,2,1	born_show	 	 	2	0	-80|-961	1,-145,-471	0
1006311	阿修罗独角仙2阶（变身后）	00631	1	0063	0	阿修罗独角仙	100631000	0	1	700631010	 	 	313103600	321103601	1005012	axiuluojiachong2_win	0.5,2,1	born_show	 	 	2	0	-80|-961	1,-145,-471	0
1006411	装甲大猩猩（英雄）	00641	1	0064	0	装甲大猩猩	100641000	0	1	700641010	 	 	313006400	321006401	1005012	daxingxing_win	0.5,2,1	born_show	 	 	2	0	-80|-961	1,-145,-471	0
1006412	装甲大猩猩（展示）	00641	1	0064	0	装甲大猩猩	100641000	0	1	700641020	 	 	313006400	321006401	1005012	daxingxing_win	0.5,2,1	born_show	 	 	2	0	-80|-961	1,-145,-471	0
1006511	兽王（英雄）	00651	1	0065	0	兽王	100651000	0	1	700651010	 	 	313006500	321006501	1005012	shouwang_win	0.5,2,1	born_show	 	 	2	0	-80|-961	1,-145,-471	0
1006512	兽王（展示）	00651	1	0065	0	兽王	100651000	0	1	700651020	 	 	313006500	321006501	1005012	shouwang_win	0.5,2,1	born_show	 	 	2	0	-80|-961	1,-145,-471	0
1006911	深海王（英雄）	10121	1	0069	0	深海王	100691000	1	1	710121010	 	 	313006900	321006901	1005012	shenhaiwang_win	0.5,2,1	born_show	 	 	2	3	210|-740	1,-145,-471	0
1006912	深海王（英雄展示）	10121	1	0069	0	深海王	100691000	0	1	710121020	 	 	313006900	321006901	1005012	shenhaiwang_win	0.5,2,1	born_show	 	 	2	3	210|-740	1,-145,-471	0
1007011	深海王2阶（英雄）	10381	1	0070	0	深海王	100701000	1	1	710381010	 	 	313007000	321007001	1005012	shenhaiwang2_win	0.5,2,1	born_show	 	 	2	3	210|-740	1,-145,-471	0
1007111	疫苗人（英雄）	00711	1	0071	0	疫苗人	100711000	1	1	700711010	 	 	313007100	321007101	1005012	yimiaoren_win	0.5,2,1	born_show	 	 	2	3	0|0	1,-145,-471	0
1007112	疫苗人（英雄展示）	00711	1	0071	0	疫苗人	100711000	1	1	700711020	 	 	313007100	321007101	1005012	yimiaoren_win	0.5,2,1	born_show	 	 	2	3	0|0	1,-145,-471	0
1007211	疫苗人2阶（英雄）	10311	1	0072	0	疫苗人	100721000	0	1	710311010	 	 	313007100	321007101	1005012	yimiaoren2_win	0.5,2,1	born_show	 	 	2	3	0|0	1,-145,-471	0
1007311	现实地底王（英雄）	00731	1	0073	0	地底王	100731000	1	1	700731010	 	 	313007200	321007201	1005012	xianshididiwang_win	0.5,2,1	born_show	 	 	2	3	0|0	1,-145,-471	0
1007312	现实地底王（英雄展示）	00731	1	0073	0	地底王	100731000	1	1	700731020	 	 	313007200	321007201	1005012	xianshididiwang_win	0.5,2,1	born_show	 	 	2	3	0|0	1,-145,-471	0
1007411	梦境地底王（英雄）	00741	1	0074	0	地底王	100741000	0	1	700741010	 	 	313007200	321007201	1005012	mengjingdidiwang_win	0.5,2,1	born_show	 	 	2	3	0|0	1,-145,-471	0
1110112	疫苗人（剧情）	10011	1	1001	0	疫苗人	110011000	1	1	710011030	 	 	313100100	321100101	0	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
1110113	疫苗人（剧情放大）	10011	1	1001	0	疫苗人	110011000	1	3	710011030	 	 	313100100	321100101	0	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
1100312	超大巨人（剧情）			000	1	光头猩	1000	1	1	0	 	 	31300001	3210000	0	 	1,4,2	born_show	 	 	0	0	0|0	1,1,1	0
1101211	深海王(旧）	10121	1	1012	0	深海王	110121000	1	1	710121010	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	2	3	210|-740	1,1,1	0
1200111	工作人员_男（剧情）	20011	1	2001	0	协会职员B	120011000	1	1	720011030	 	 	313200100	321200101	1004112	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
1200211	工作人员_女（剧情）	20021	1	2002	0	协会职员A	120021000	1	1	720021030	 	 	313200200	321200201	1004112	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
1200512	基诺斯	20051	1	2005	0	基诺斯	120051000	1	1	720051030	 	 	313200500	321200501	0	 	1,4,2	born_show	 	 	0	0	0|0	1,1,1	0
1200612	巨人哥哥（剧情）	20061	1	2006	0	臭老脸	120061000	1	1	720061030	 	 	313200600	321200601	0	 	1,4,2	born_show	 	 	0	0	0|0	1,1,1	0
1200712	巨人弟弟（剧情）	10311	1	1031	0	光头猩	110311000	1	1	710311030	 	 	313103100	321103101	0	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110011	疫苗人(旧）	10011	1	1001	0	疫苗人	110011000	1	1	710011010	 	 	313100100	321100101	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110012	疫苗人(剧情战斗）	10011	1	1001	0	疫苗人	110011000	1	1	710011010	 	 	313100100	321100101	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110013	疫苗人(boss）	10011	1	1001	0	疫苗人	110011000	1	1	710011010	 	 	313100100	321100101	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110021	螃蟹怪人	10021	1	1002	0	螃蟹怪人	110021000	1	1	710021010	 	 	313100200	321100201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110022	螃蟹怪人（boss）	10021	1	1002	0	螃蟹怪人	110021000	1	1	710021010	 	 	313100200	321100201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110031	巨人(旧）	10031	1	1003	0	巨人	110031000	1	1	710031010	 	 	313100300	321100301	1005012	 	0.8,4,2	born_show	 	 	 	 	 	1,1,1	0
110041	现世地底王(旧）	10041	1	1004	0	地底王	110041000	2	1	710041010	 	 	313100400	321100401	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110042	现世地底王(小）	10041	1	1004	0	地底王	110041000	1	1	710041010	 	 	313100400	321100401	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110043	现世地底王(boss）	10041	1	1004	0	地底王	110041000	2	1	710041010	 	 	313100400	321100401	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110051	蚊娘1阶(旧）	10051	1	1005	0	蚊娘	110051000	1	1	710051010	 	 	313100500	321100501	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
110052	蚊娘1阶(boss）	10051	1	1005	0	蚊娘	110051000	1	1	710051010	 	 	313100500	321100501	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
110061	螳螂男(旧）	10061	1	1006	0	螳螂男	110061000	1	1	710061010	 	 	313100600	321100601	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110062	巨大螳螂	10061	1	1006	0	巨大螳螂	110061000	1	1	710061010	 	 	313100600	321100601	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110063	巨大螳螂2	10061	1	1006	0	巨大螳螂	110061000	2	1	710061010	 	 	313100600	321100601	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110064	巨大螳螂3	10061	1	1006	0	巨大螳螂	110061000	4	4	710061010	 	 	313100600	321100601	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110071	土龙(旧）	10071	1	1007	0	土龙	110071000	1	1	710071010	 	 	313100700	321100701	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110072	土龙_特殊死亡	10072	1	1007	0	土龙	110071000	1	1	710072010	 	 	313100700	321100701	1005012	 	0.5,2,1	born_show	 	211007016,point_root,1,1	 	 	 	1,1,1	0
110073	巨大土龙	10071	1	1007	0	巨大土龙	110071000	2	1	710071010	 	 	313100700	321100701	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110081	大猩猩(旧）	10081	1	1008	0	装甲大猩猩	110081000	1	1	710081010	 	 	313100800	321100801	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110082	大猩猩（特殊受击）	10082	1	1008	0	装甲大猩猩	110081000	1	1	710082010	 	 	313100800	321100801	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110083	大猩猩(boss）	10081	1	1008	0	装甲大猩猩	110081000	1	1	710081010	 	 	313100800	321100801	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110091	兽王（旧）	10091	1	1009	0	兽王	110091000	1	1	710091010	 	 	313100900	321100901	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110092	兽王（boss）	10091	1	1009	0	兽王	110091000	1	1	710091010	 	 	313100900	321100901	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110101	阿修罗独角仙1阶	10101	1	1010	0	阿修罗独角仙	110101000	1	1	710101010	 	 	313101000	321101001	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110102	阿修罗独角仙1阶（boss）	10101	1	1010	0	阿修罗独角仙	110101000	1	1	710101010	 	 	313101000	321101001	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110111	无限昆布	10111	1	1011	0	无限昆布	110111000	1	1	710111010	 	 	313101100	321101101	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110112	无限昆布（boss）	10111	1	1011	0	无限昆布	110111000	1	1	710111010	 	 	313101100	321101101	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110131	古代王	10131	1	1013	0	古代王	110131000	3	2	710131010	 	 	313101300	321101301	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	1
110132	古代王召唤物-陨石	10131	1	1013	0	陨石	110132000	1	0	710131010	 	 	313101300	321101301	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110141	天空王(旧）	10141	1	1014	0	天空王	110141000	1	1	710141010	 	 	313101400	321101401	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110142	天空王(boss）	10141	1	1014	0	天空王	110141000	1	1	710141010	 	 	313101400	321101401	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110151	格洛里巴斯	10151	1	1015	0	格洛里巴斯	110151000	1	1	710151010	 	 	313101500	321101501	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110152	格洛里巴斯（小怪大小）	10151	1	1015	0	格洛里巴斯	110151000	1	1	710151010	 	 	313101500	321101501	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110153	格洛里巴斯（boss）	10151	1	1015	0	格洛里巴斯	110151000	1	1	710151010	 	 	313101500	321101501	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110161	梅尔扎尔加尔德（梅鲁扎嘎鲁多）	10161	1	1016	0	梅尔扎尔加尔德	110161000	1	1	710161010	 	 	313101600	321101601	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110162	梅尔扎尔加尔德（boss）	10161	1	1016	0	梅尔扎尔加尔德	110161000	1	1	710161010	 	 	313101600	321101601	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110171	加鲁刚西普	10171	1	1017	0	加鲁刚西普	110171000	1	1	710171010	 	 	313101700	321101701	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110172	加鲁刚西普（boss）	10171	1	1017	0	加鲁刚西普	110171000	1	1	710171010	 	 	313101700	321101701	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110181	波罗斯	10181	1	1018	0	波罗斯	110181000	1	1	710181010	 	 	313101800	321101801	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110191	蛞蝓(旧）	10191	1	1019	0	蛞蝓	110191000	1	1	710191010	 	 	313101900	321101901	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110192	巨大蛞蝓(旧）	10191	1	1019	0	巨大蛞蝓	110191000	1	1	710191010	 	 	313101900	321101901	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110193	巨大蛞蝓2	10191	1	1019	0	巨大蛞蝓	110191000	2	1	710191010	 	 	313101900	321101901	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110201	青蛙(旧）	10201	1	1020	0	青蛙	110201000	1	1	710201010	 	 	313102000	321102001	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110202	巨大青蛙	10201	1	1020	0	巨大青蛙	110201000	1	1	710201010	 	 	313102000	321102001	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110203	巨大青蛙2	10201	1	1020	0	巨大青蛙	110201000	2	1	710201010	 	 	313102000	321102001	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110211	地底人(旧）	10211	1	1021	0	地底人	110211000	1	1	710211010	 	 	313102100	321102101	1005012	 	0.5,2,1	born_show	211021001,point_root,1,1	 	0	0	0|0	1,1,1	0
110212	巨大地底人	10211	1	1021	0	地底人	110211000	4	4	710211010	 	 	313102100	321102101	1005012	 	0.5,2,1	born_show	211021001,point_root,1,1	 	0	0	0|0	1,1,1	0
110121	深海王(旧）	10121	1	1012	0	深海王	110121000	1	1	710121010	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	2	3	210|-740	1,1,1	0
110122	深海王(小）	10121	1	1012	0	深海王	110121000	1	1	710121010	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	2	3	210|-740	1,1,1	0
110221	钉锤头(旧）	00401	1	0040	0	钉锤头	100401000	1	1	700401010	 	 	313004000	321004001	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110231	深海族(旧）	10231	1	1023	0	深海族	110231000	1	1	710231010	 	 	313102300	321102301	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110241	深海族2(旧）	10241	1	1024	0	深海族	110241000	1	1	710241010	 	 	313102400	321102401	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110251	天空族(旧）	10251	1	1025	0	天空族	110251000	1	1	710251010	 	 	313102500	321102501	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110252	天空族_蓝	10252	2	1025	2	天空族	110252000	1	1	710252011	 	 	313102500	321102501	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110253	天空族_绿	10253	3	1025	3	天空族	110253000	1	1	710253010	 	 	313102500	321102501	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110261	暗黑盗贼团员_一号	10261	1	1026	0	暗黑盗贼团员	110261000	1	1	710261010	 	 	313102600	321102601	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110271	暗黑盗贼团员_二号	10271	1	1027	0	暗黑盗贼团员	110271000	1	1	710271010	 	 	313102700	321102701	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110311	疫苗人二阶(旧）	10311	1	1031	0	疫苗人	110311000	1	1	710311010	 	 	313103100	321103101	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110321	蚊子怪（旧）	10321	1	1032	0	蚊子	110321000	1	1	710321010	 	 	313103200	321103201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110331	梦境地底王	10331	1	1033	0	地底王	110331000	1	1	710331010	 	 	313103300	321103301	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110332	梦境地底王（巨大）	10331	1	1033	0	地底王	110331000	2	2	710331010	 	 	313103300	321103301	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110361	阿修罗独角仙2阶	10361	1	1036	0	阿修罗独角仙	110361000	1	1	710361010	 	 	313103600	321103601	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110362	阿修罗独角仙2阶（boss）	10361	1	1036	0	阿修罗独角仙	110361000	1	1	710361010	 	 	313103600	321103601	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110381	深海王二阶	10381	1	1038	0	深海王	110381000	1	1	710381010	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110391	梅尔扎尔加尔德（单头）	10391	1	1039	0	梅尔扎尔加尔德	110391000	1	1	710391010	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
110401	波罗斯二阶	10401	1	1040	0	波罗斯	110401000	1	1	710401010	 	 	313104000	321104001	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110411	波罗斯三阶	10411	1	1041	0	波罗斯	110411000	1	1	710411010	 	 	313104100	321104101	1005012	 	0.5,2,1	born_show	 	 	2	2	60|-860	1,1,1	0
110431	桃源团员(旧）	10221	1	1022	0	桃源团员	110221000	1	1	710221010	 	 	313102200	321102201	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110421	地底人_2(旧）	10421	1	1021	0	地底人	110211000	1	1	710421010	 	 	313102100	321102101	1005012	 	0.5,2,1	born_show	211021001,point_root,1,1	 	0	0	0|0	1,1,1	0
110432	桃源团员2(旧）	10431	1	1043	0	桃源团员	110431000	1	1	710431010	 	 	313104300	321104301	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110341	蚊娘2阶(旧）	10341	1	1034	0	蚊娘	110341000	1	1	710341010	 	 	313103400	321103401	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
110342	蚊娘2阶(boss）	10341	1	1034	0	蚊娘	110341000	1	1	710341010	 	 	313103400	321103401	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
110461	基诺斯（战斗）	20051	1	2005	0	基诺斯	120051000	1	1	720051010	 	 	313200600	321200601	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
110471	陨石	10471	1	1047	0	陨石	110471000	1	1	710471010	 	 	313101300	321101301	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
190011	拳靶	90011	1	9001	0	拳靶	190011000	1	1	790011010	 	 	313200600	321200601	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
190041	电饭锅	90041	1	9004	0	电饭锅	190041000	1	1	790041010	 	 	313200600	321200601	1005012	 	0.18,0.51,0.15	born_show	 	 	0	0	0|0	1,1,1	0
190061	日历	90061	1	9006	0	日历	190061000	1	1	790061010	 	 	313200600	321200601	1005012	 	0.29,0.82,0.24	born_show	 	 	0	0	0|0	1,1,1	0
190071	埼玉玩具		1	9007	0	埼玉玩具	190071000	1	1	0	 	 	313200600	321200601	1005012	 	0.2,0.14,0	born_show	 	 	0	0	0|0	1,1,1	0
190091	电视		1	9009	0	电视	190091000	1	1	0	 	 	313200600	321200601	1005012	 	0.98,1.2,0.63	born_show	 	 	0	0	0|0	1,1,1	0
190101	埼玉睡衣		1	9013	0	埼玉睡衣	190131000	1	1	0	 	 	313200600	321200601	1005012	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
210141	天空王(旧）（全息）	10141	1	1014	0	天空王	110141001	1	1	710141010	 	 	313101400	321101401	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
210121	深海王(旧）（全息）	10121	1	1012	0	深海王	110121001	1	1	710121010	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
210041	现世地底王(旧）（全息）	10041	1	1004	0	现世地底王	110041001	2	1	710041010	 	 	313100400	321100401	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
210221	钉锤头(旧）（全息）	00401	1	0040	0	钉锤头	100401001	1	1	700401020	 	 	313004000	321004001	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
200391	音速索尼克（展示）（全息）	00391	1	0039	0	音速索尼克	100391001	1	1	700391010	 	 	313003900	321003901	1003912	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
2200911	猪神汉堡	2009	1	2010	0	猪神汉堡	120101000	1	1	720101010	 	 	313201000	321201001	0	 	 	 	 	 	 	 	 	1,1,1	0
310031	巨人(旧）（剧情）	10031	1	1003	0	巨人	110031000	1	1	710031030	 	 	313100300	321100301	1005012	 	0.8,4,2	born_show	 	 	 	 	 	1,1,1	0
310051	蚊娘1阶(旧）（剧情）	10051	1	1005	0	蚊娘	110051000	1	1	710051030	 	 	313100500	321100501	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
310071	土龙（剧情）	10071	1	1007	0	土龙	110071000	1	1	710071030	 	 	313100700	321100701	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
310081	装甲大猩猩大猩猩(旧）（剧情）	10081	1	1008	0	装甲大猩猩	110081000	1	1	710081030	 	 	313100800	321100801	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
310091	兽王（剧情）	10091	1	1009	0	兽王	110091000	1	1	710091030	 	 	313100900	321100901	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
310101	阿修罗独角仙1阶（剧情）	10101	1	1010	0	阿修罗独角仙	110101000	1	1	710101030	 	 	313101000	321101001	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
310191	土龙（剧情）	10191	1	1019	0	蛞蝓	110191000	1	1	710191030	 	 	313101900	321101901	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
310201	青蛙（剧情）	10201	1	1020	0	青蛙	110201000	1	1	710201030	 	 	313102000	321102001	1005012	 	0.5,3,1.5	born_show	 	 	 	 	 	1,1,1	0
310361	阿修罗独角仙2阶（剧情）	10361	1	1036	0	阿修罗独角仙	110361000	1	1	710361030	 	 	313103600	321103601	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
320071	巨人弟弟（剧情）	20071	1	2007	0	光头猩	120071000	1	1	720071030	 	 	313200700	321200701	0	 	0.5,2,1	born_show	 	 	0	0	0|0	1,1,1	0
320072	下巴男孩	20041	1	2004	0	小男孩	120041000	1	1	720041030	 	 	313200400	321100401	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
320073	小女孩	20031	1	2003	0	小女孩	120031000	1	1	720031030	 	 	313200300	321100301	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
3001111	闪电麦克斯（剧情1）	00111	1	0011	0	闪电麦克斯	100111000	1	1	700111010	 	 	313001100	321001101	1001111	shandianmax_win	0.5,2,1	idle_loop	 	 	3	0	-140|-1025	1,-210,-445	0
3001911	微笑超人（剧情1）	00191	1	0019	0	微笑超人	100191000	1	1	700191010	 	 	313001900	321001901	1001911	weixiaochaoren_win	0.5,2,1	idle_loop	 	 	2	0	-10|-875	1,-160,-450	0
3002811	无证骑士（剧情1）	00281	1	0028	0	无证骑士	100281000	1	1	700281010	 	 	313002800	321002801	1002811	wuzhengqishi_win	0.5,2,1	idle_loop	 	 	3	0	-240|-1060	1,-170,-450	0
