id	type	typePara	grade	school	group	sequence	name	des	icon	itemList	limitType	limitPara	levelLowerLimit	levelUpperLimit	moneyType	price	priceShow	PrePriceShow	priceStepValue	timeType	activityID	startTime	endTime	specialEndTime	isShowTime	sloganType	startTimeTips	startTimeWord	endTimeTips	groupId	batch	rechargeShopId	rechargeShopId1	tabshow	herocondition	rechargecondition	firstCharge	followupCharge	autoOpenGift	extraShowItemId	OpenServiceActivity	
20200190	5	0	2	2	0	4	周末特惠礼包	0	340571120	 	10	1	2	99	1120020	680	680	2000	0	4	0	2021-08-10 05:00:00	2035-08-13 04:59:59	6,5,0,172800	1	3	0	 	100	0	0	20223	0	1	0	0	 	 	0	0	0
20200191	5	0	2	2	0	4	周末豪华礼包	0	340571121	 	10	1	2	99	1120020	1980	1980	6000	0	4	0	2021-08-10 05:00:00	2035-08-13 04:59:59	6,5,0,172800	1	3	0	 	100	0	0	20224	0	1	0	0	 	 	0	0	0
20200192	5	0	2	2	0	2	食材日礼包	0	340571113	 	1	1	2	99	1120020	120	120	600	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20234	0	0	0	0	 	 	0	0	0
20200193	5	0	2	2	0	2	高级食材日礼包	0	340571114	 	1	1	2	99	1120020	680	680	1500	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20235	0	0	0	0	 	 	0	0	0
20200194	6	0	2	2	0	1	杰诺斯武装礼包1	0	342100010	 	5	1	2	99	1120111	980	98	98	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20226	0	0	0	0	 	 	0	0	0
20200195	6	0	2	2	0	1	杰诺斯武装礼包2	0	342100010	 	5	1	2	99	1120111	1280	128	128	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20227	0	0	0	0	 	 	0	0	0
20200196	6	0	2	2	0	1	杰诺斯武装礼包3	0	342100010	 	5	1	2	99	1120111	3280	328	328	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20228	0	0	0	0	 	 	0	0	0
20200197	6	0	2	2	0	1	杰诺斯武装礼包4	0	342100010	 	5	1	2	99	1120111	6480	648	648	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20229	0	0	0	0	 	 	0	0	0
20200198	6	0	2	2	0	1	金属球棒礼包1	0	342100010	 	5	1	2	99	1120111	980	98	98	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20230	0	0	0	0	 	 	0	0	0
20200199	6	0	2	2	0	1	金属球棒礼包2	0	342100010	 	5	1	2	99	1120111	1280	128	128	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20231	0	0	0	0	 	 	0	0	0
20200200	6	0	2	2	0	1	金属球棒礼包3	0	342100010	 	5	1	2	99	1120111	3280	328	328	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20232	0	0	0	0	 	 	0	0	0
20200201	6	0	2	2	0	1	金属球棒礼包4	0	342100010	 	5	1	2	99	1120111	6480	648	648	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20233	0	0	0	0	 	 	0	0	0
20200202	6	0	2	2	0	1	KING礼包1	0	342100010	 	5	1	2	99	1120111	980	98	98	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20236	0	0	0	0	 	 	0	0	0
20200203	6	0	2	2	0	1	KING礼包2	0	342100010	 	5	1	2	99	1120111	1280	128	128	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20237	0	0	0	0	 	 	0	0	0
20200204	6	0	2	2	0	1	KING礼包3	0	342100010	 	5	1	2	99	1120111	3280	328	328	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20238	0	0	0	0	 	 	0	0	0
20200205	6	0	2	2	0	1	KING礼包4	0	342100010	 	5	1	2	99	1120111	6480	648	648	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20239	0	0	0	0	 	 	0	0	0
20200206	6	0	2	2	0	1	银色獠牙礼包1	0	342100010	 	5	1	2	99	1120111	980	98	98	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20240	0	0	0	0	 	 	0	0	0
20200207	6	0	2	2	0	1	银色獠牙礼包2	0	342100010	 	5	1	2	99	1120111	1280	128	128	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20241	0	0	0	0	 	 	0	0	0
20200208	6	0	2	2	0	1	银色獠牙礼包3	0	342100010	 	5	1	2	99	1120111	3280	328	328	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20242	0	0	0	0	 	 	0	0	0
20200209	6	0	2	2	0	1	银色獠牙礼包4	0	342100010	 	5	1	2	99	1120111	6480	648	648	0	0	133	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20243	0	0	0	0	 	 	0	0	0
20200210	5	0	2	2	0	4	超值新人礼包	0	340571040	 	5	1	2	99	1120111	60	60	500	0	0	0	2021-08-27 00:00:00	2023-02-25 00:00:00	0,0,0,691200	0	3	0	 	100	0	0	20244	0	3	0	0	 	 	0	0	0
20200211	5	0	2	2	0	1	多段觉醒日礼包	0	340571118	 	1	1	40	99	1120020	300	300	2000	0	0	0	2021-08-27 00:00:00	2035-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20245	0	0	0	0	 	 	0	0	0
20200212	5	0	2	2	0	1	多段觉醒高级日礼包	0	340571117	 	1	1	40	99	1120020	1280	1280	6000	0	0	0	2021-08-27 00:00:00	2035-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20246	0	0	0	0	 	 	0	0	0
20200213	5	0	2	2	0	5	多段觉醒周礼包	0	340571116	 	2	2	40	99	1120020	680	680	1000	0	0	0	2021-08-27 00:00:00	2035-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20247	0	0	0	0	 	 	0	0	0
20200214	5	0	2	2	0	8	多段觉醒高级周礼包	0	340571115	 	2	1	40	99	1120020	1980	1980	3000	0	0	0	2021-08-27 00:00:00	2035-02-25 00:00:00	0,0,0,691200	1	3	0	 	100	0	0	20248	0	0	0	0	 	 	0	0	0
20200215	5	0	2	2	0	4	星月魔女福袋	0	340571126	 	1	100	2	99	1120020	99	99	500	0	1	0	2022-5-22 05:00:00	2022-10-4 23:59:59	5,5,0,432000	1	3	0	 	100	0	0	20296	0	3	0	0	 	 	0	0	0
20200217	1	0	99	7	0	1	限定招募券	协会指定的限定招募凭证，可凭此券进行一次限定招募。	0	1120107,1	9	400	1	99	1120005	100	0	0	0	3	142	43412	72997	2,5,0,86400	0	0	0	 	0	0	1	0	0	0	0	0	 	 	0	0	0
20200218	5	0	2	2	0	4	特级限定招募礼包	0	340571104	 	9	3	2	99	1120020	6480	6480	8000	0	3	142	2022-5-22 05:00:00	2022-5-25 04:59:59	2,5,0,432000	1	3	0	 	100	0	0	20298	0	4	0	0	 	 	0	0	0
20200219	5	0	2	2	0	5	高级限定招募礼包	0	340571098	 	9	4	2	99	1120020	3280	3280	5000	0	3	142	2022-5-22 05:00:00	2022-5-25 04:59:59	2,5,0,432000	1	3	0	 	100	0	0	20299	0	4	0	0	 	 	0	0	0
20200220	5	0	2	2	0	6	中级限定招募礼包	0	340571095	 	9	2	2	99	1120020	1280	1280	2500	0	3	142	2022-5-22 05:00:00	2022-5-25 04:59:59	2,5,0,432000	1	3	0	 	100	0	0	20300	0	4	0	0	 	 	0	0	0
20200221	5	0	2	2	0	6	限定招募礼包	0	340571099	 	9	1	2	99	1120020	300	300	1000	0	3	142	2022-5-22 05:00:00	2022-5-25 04:59:59	2,5,0,432000	1	3	0	 	100	0	0	20301	0	4	0	0	 	 	0	0	0
20200222	5	0	2	2	0	1	限定福利礼包	0	340571105	1120107,1|1120005,30	9	1	2	99	1120005	0	0	0	0	3	142	2022-5-22 05:00:00	2022-5-25 04:59:59	2,5,0,432000	1	3	0	 	100	0	0	0	0	0	0	0	 	 	0	0	0
20200223	5	0	2	2	0	4	阿修罗专属源核礼包	0	340571126	 	1	100	2	99	1120020	680	680	1000	0	0	0	2022-10-21 05:00:00	2022-10-26 04:59:59	0,0,0,691200	1	3	0	 	100	0	0	20302	0	3	0	0	 	 	0	0	0
20200224	5	0	2	2	0	4	特级夺宝礼包	0	340571126	 	9	10	2	99	1120020	6480	6480	10000	0	0	147	2022-10-21 05:00:00	2022-10-26 04:59:59	0,0,0,691200	1	3	0	 	100	0	0	20303	0	3	0	0	 	 	0	0	0
20200225	5	0	2	2	0	4	高级夺宝礼包	0	340571126	 	9	10	2	99	1120020	3280	3280	4500	0	0	147	2022-10-21 05:00:00	2022-10-26 04:59:59	0,0,0,691200	1	3	0	 	100	0	0	20304	0	3	0	0	 	 	0	0	0
20200226	5	0	2	2	0	4	中级夺宝礼包	0	340571126	 	9	5	2	99	1120020	1280	1280	1500	0	0	147	2022-10-21 05:00:00	2022-10-26 04:59:59	0,0,0,691200	1	3	0	 	100	0	0	20305	0	3	0	0	 	 	0	0	0
20200227	5	0	2	2	0	4	夺宝礼包	0	340571126	 	9	3	2	99	1120020	680	680	1000	0	0	147	2022-10-21 05:00:00	2022-10-26 04:59:59	0,0,0,691200	1	3	0	 	100	0	0	20306	0	3	0	0	 	 	0	0	0
20200228	5	0	2	2	0	4	音速索尼克专属源核礼包	0	340571126	 	1	100	2	99	1120020	680	680	1000	0	0	0	2022-12-9 05:00:00	2022-12-16 04:59:59	0,0,0,691200	1	3	0	 	100	0	0	20307	0	3	0	0	 	 	0	0	0
20200229	5	0	2	2	0	4	超合金黑光专属源核礼包	0	340571126	 	1	100	2	99	1120020	680	680	1000	0	0	0	2022-11-22 05:00:00	2022-11-27 04:59:59	0,0,0,691200	1	3	0	 	100	0	0	20308	0	3	0	0	 	 	0	0	0
20200230	5	0	2	2	0	4	闪光弗莱士专属源核礼包	0	340571126	 	1	100	2	99	1120020	680	680	1000	0	0	0	2022-11-22 05:00:00	2022-11-27 04:59:59	0,0,0,691200	1	3	0	 	100	0	0	20309	0	3	0	0	 	 	0	0	0
20200231	5	0	2	2	0	4	阿修罗专属源核礼包	0	340571126	 	1	100	2	99	1120020	680	680	1000	0	0	0	2022-12-2 05:00:00	2022-12-9 04:59:59	0,0,0,691200	1	3	0	 	100	0	0	20310	0	3	0	0	 	 	0	0	0
